"","row","column","cor","p","p_value"
"1","RS","StromalScore",0.0714924723569852,0.1729073137249,NA
"2","RS","ImmuneScore",0.315614325663435,6.93943569274325e-10,"****"
"4","RS","ESTIMATEScore",0.228742828949192,1.01575583604241e-05,"****"
"7","RS","TumorPurity",-0.215926147917089,3.1783884551384e-05,"****"
