"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change"
"PDE7B",-1.13084068628683,1.05435402885056,-12.8901465102951,3.24664582212271e-32,2.59134405453483e-30,62.3272431759411,"DOWN"
"LCAT",-2.925425197548,4.99309801506213,-12.8720338051372,3.83946605451907e-32,3.05012230556418e-30,62.1608940268699,"DOWN"
"FREM2",-1.26359465158101,0.489370608040207,-12.8695129995297,3.93010594247029e-32,3.10505430550056e-30,62.1377505757822,"DOWN"
"HIGD1B",1.23236140146548,1.47278597984413,12.8690957128949,3.94531455400166e-32,3.10505430550056e-30,62.1339196648024,"UP"
"RNF125",-1.82341268728311,2.25618292466762,-12.8609322175169,4.25492638906832e-32,3.33322265876968e-30,62.058985161479,"DOWN"
"PHLDA1",-2.26709523502611,3.89239137631696,-12.8602557054062,4.2816451587954e-32,3.33869666967636e-30,62.0527762218565,"DOWN"
"SRPX",-2.47596053547315,2.02844916897194,-12.8582148480223,4.36326577550384e-32,3.38673487097709e-30,62.034046346626,"DOWN"
"HJURP",1.93635788751233,2.11918792238329,12.8413251793919,5.1010581896584e-32,3.94132445786346e-30,61.8790910664554,"UP"
"TTC13",1.09577222117903,3.19284015467075,12.8083394469595,6.91928628584973e-32,5.32187469285742e-30,61.576713839608,"UP"
"KAT2A",1.3625666363536,4.91824194856276,12.7950906568948,7.81987879605081e-32,5.98733796868669e-30,61.4553577217642,"UP"
"CDT1",2.21284243468237,2.93620472248902,12.7939653053614,7.90155470274333e-32,6.02262194257297e-30,61.4450522384113,"UP"
"RANBP3L",-1.80713423710467,1.06124690096082,-12.7819430983761,8.82896360245607e-32,6.69932256130759e-30,61.3349825182101,"DOWN"
"HAND2",-1.49767186161294,0.865744890472241,-12.7729868342781,9.58965584499134e-32,7.2440431496919e-30,61.2530122572783,"DOWN"
"CENPF",1.89360166733895,2.08840522890437,12.76712207687,1.01228069098521e-31,7.61280069873808e-30,61.1993498324387,"UP"
"ZFPM2",-0.667204164450542,0.650935409686136,-12.7480832623001,1.20656546253076e-31,8.9939621988912e-30,61.0252187808568,"DOWN"
"KIF20A",2.04331129422892,2.35877297975195,12.7408004122485,1.29034457753782e-31,9.57628096338481e-30,60.9586389315923,"UP"
"PSMD4",1.16481966340809,7.57961984866095,12.7263732049816,1.47380467565427e-31,1.08900650291467e-29,60.8267942879457,"UP"
"HMMR",1.75643263844192,2.15964720796481,12.7043406031243,1.80532408893687e-31,1.32241943328575e-29,60.6255727958175,"UP"
"CD302",-1.73428597913619,2.70333623660707,-12.6783693216947,2.29265323612138e-31,1.67215454346595e-29,60.388575916485,"DOWN"
"SMPD3",-1.10128210795664,0.755028303009647,-12.672140115148,2.42782388920637e-31,1.76314197550476e-29,60.331763933288,"DOWN"
"MMRN1",-1.3479262386491,1.20233645438022,-12.665223863396,2.58722268066996e-31,1.87087158032549e-29,60.2687003095472,"DOWN"
"ANKRD52",1.12963249124622,3.12395454441975,12.6599896593962,2.71474908491321e-31,1.95473486237517e-29,60.2209839767858,"UP"
"KAZN",-0.767139974982441,0.499062307569595,-12.6581865404379,2.76011520084299e-31,1.97897920819763e-29,60.204548299035,"DOWN"
"TARBP1",1.34620649444728,3.18578229226111,12.6493384857314,2.99391589020361e-31,2.13755488515339e-29,60.1239120232844,"UP"
"FAM13A",-1.77916767227925,1.93163361077596,-12.6365972441392,3.3656648172316e-31,2.39287455346118e-29,60.007839131691,"DOWN"
"FAM163B",-1.95964821593718,1.09801245512379,-12.6150241725606,4.10285536355888e-31,2.904787263882e-29,59.8114261627776,"DOWN"
"GABRD",1.2794614796923,1.24673307801002,12.6140268610053,4.14057932767151e-31,2.91928095014707e-29,59.8023496929748,"UP"
"SFRP5",-3.62912445540333,1.65047525025713,-12.6127859301718,4.18800117305453e-31,2.94046339623467e-29,59.7910565038874,"DOWN"
"SOCS2",-2.16068350963892,2.69064404707308,-12.6083574087556,4.3616898944803e-31,3.04975845886368e-29,59.7507584142481,"DOWN"
"ZNF692",1.34622404338472,3.57309592823547,12.6011900857744,4.65812780582779e-31,3.24362883137498e-29,59.6855514461696,"UP"
"KIF4A",1.99201279873631,2.23682493029478,12.5958600838888,4.89151103832731e-31,3.39218271637444e-29,59.6370707663283,"UP"
"TCF19",1.99501606838564,3.2280965145039,12.5944187865775,4.95659757020093e-31,3.42328928511714e-29,59.6239625677324,"UP"
"UCK2",1.35981562232412,2.84279286736501,12.5926784631394,5.03633845174886e-31,3.46422288382286e-29,59.6081356989144,"UP"
"ANKRD55",-0.907367060866772,0.567062631237325,-12.5917975516115,5.07718731894356e-31,3.47770679492598e-29,59.6001248744347,"DOWN"
"SPDL1",1.06941085341363,1.97868916102625,12.5913718272248,5.09704677703235e-31,3.47770679492598e-29,59.5962535156296,"UP"
"PCNX3",0.904792297141799,4.01766303227787,12.5888160244026,5.21790887676854e-31,3.5458729358956e-29,59.5730133427206,"UP"
"FLVCR1",1.42137045785386,2.46628457754884,12.5740277697884,5.97543440486795e-31,4.04441302259082e-29,59.4385835209252,"UP"
"CYP39A1",-3.24601735256325,3.07832034004762,-12.5658495344459,6.44042601535259e-31,4.3417708607881e-29,59.3642710943696,"DOWN"
"NR2C2AP",1.1259583052339,3.84352269788647,12.5613299834745,6.71268213670059e-31,4.48953732945101e-29,59.32321296649,"UP"
"ETFDH",-1.69367697334033,4.84687884295885,-12.5474919464009,7.61964087641341e-31,5.0760607586532e-29,59.1975415786884,"DOWN"
"FOXO1",-1.59730558000421,3.38210308380168,-12.5345205699361,8.58028652878746e-31,5.69360895504363e-29,59.0797971904265,"DOWN"
"SPC25",1.65497637022158,2.02326639268138,12.5333849330074,8.6699254839135e-31,5.7306175434883e-29,59.0694913336306,"UP"
"GMNN",1.86309431131892,4.90868109327727,12.5270057094219,9.1910719777559e-31,6.05144470566566e-29,59.0116079415124,"UP"
"CENPL",1.09885245514054,1.50025593398136,12.5216230898224,9.6549958284218e-31,6.33225520979556e-29,58.9627777675764,"UP"
"CHIC2",-0.91138358916653,4.09303587489762,-12.503747032761,1.13696532243383e-30,7.42802711231768e-29,58.8006770813246,"DOWN"
"ASPM",1.79325703515041,1.98717784715269,12.4987142068352,1.19049377406495e-30,7.74782505805882e-29,58.7550580657059,"UP"
"AGL",-1.54021890777586,3.47273782393599,-12.4949203081659,1.23249808239787e-30,7.99045979013578e-29,58.720674526434,"DOWN"
"GHR",-2.6241404437367,4.0366314396845,-12.4868109550532,1.32729648258627e-30,8.57220755032151e-29,58.6471964636695,"DOWN"
"CD244",-1.05814274371142,0.914076910109195,-12.4564538848796,1.75128511344954e-30,1.12674887470265e-28,58.3723256084,"DOWN"
"TNFRSF4",1.52308480260603,2.31465658213862,12.4544774420266,1.78316057894755e-30,1.14291136955952e-28,58.3544402393078,"UP"
"PBK",1.98353380138406,2.39312661306487,12.4482527038342,1.88737628988822e-30,1.20514317740372e-28,58.2981193077955,"UP"
"ZADH2",-1.00035369561672,3.09145784608189,-12.4299095170542,2.23109930537998e-30,1.41926433632837e-28,58.1322260582031,"DOWN"
"NUF2",1.88924905581102,1.9946758325466,12.4280326499853,2.26960768584321e-30,1.43835324539899e-28,58.1152582097204,"UP"
"PEX13",-0.725559765572033,3.94440042385608,-12.4169117088921,2.51175044652685e-30,1.58587049648063e-28,58.0147431127819,"DOWN"
"FITM1",-1.85627448359709,1.78069974493096,-12.4095035454252,2.68716443457878e-30,1.69031633447983e-28,57.9478082266728,"DOWN"
"MCC",-1.64863256772452,1.9973872839264,-12.4077898782876,2.72944882386411e-30,1.71055568698535e-28,57.9323273490309,"DOWN"
"USP21",0.952954524734958,3.38244115919384,12.39387465927,3.09827384874108e-30,1.93453475256634e-28,57.8066566264345,"UP"
"GPAA1",1.35280022089962,7.19505991657072,12.3903337589125,3.19979558887975e-30,1.99057871909685e-28,57.7746884471613,"UP"
"DTL",1.82672102003883,2.23043086614108,12.3857595111119,3.33586427940728e-30,2.06762488907877e-28,57.733397128039,"UP"
"NR4A3",-1.56303097508734,1.19231982314723,-12.361884122957,4.14534556719428e-30,2.55997782271878e-28,57.5179897037723,"DOWN"
"ARHGEF39",1.08122143952439,1.19829424103252,12.3437464122129,4.88859272556912e-30,3.00799554579473e-28,57.3544762206042,"UP"
"RNF152",-1.66242880908424,3.07006789532572,-12.3413080671891,4.99814563634736e-30,3.06426167799398e-28,57.3325027013021,"DOWN"
"NGFR",-2.4294499277499,2.48689877107999,-12.3305967142543,5.50909698015066e-30,3.36532238271225e-28,57.2359994244178,"DOWN"
"MS4A6A",-1.82693637925216,3.19723055638855,-12.3286932719126,5.60519169073702e-30,3.39947844440721e-28,57.2188545246772,"DOWN"
"C1RL",-1.50014826401955,5.93292248471638,-12.2874070020637,8.15373772177125e-30,4.90994291779685e-28,56.8472777354888,"DOWN"
"CDC25C",1.70842198282336,1.72214792427611,12.2828037443405,8.50137545311858e-30,5.1011267390858e-28,56.8058842015615,"UP"
"IP6K1",0.81912556965816,4.31378723916854,12.2806222945137,8.67123501479693e-30,5.18466316909466e-28,56.7862706290659,"UP"
"TFPI2",-1.79033686636173,1.37233303710859,-12.2795051565211,8.75952583648366e-30,5.2190118548993e-28,56.7762269880001,"DOWN"
"OLFML2B",1.82805975394236,2.46176974573799,12.2713085226955,9.43530521984797e-30,5.58315831064615e-28,56.7025480641554,"UP"
"ADGRE1",-0.972669037516605,0.58208518603207,-12.2710236891422,9.4596996593252e-30,5.58315831064615e-28,56.699988128433,"DOWN"
"N4BP2L1",-1.49061656952951,3.31143197460533,-12.270907238234,9.4696911243747e-30,5.58315831064615e-28,56.6989415362487,"DOWN"
"CD4",-1.95204090245204,4.6094465550657,-12.2412190834382,1.23923303068146e-29,7.28092434450035e-28,56.4322730042662,"DOWN"
"CLEC12A",-0.871776025678048,0.7093463134713,-12.2365082459624,1.29323467657267e-29,7.57191140563534e-28,56.389986483895,"DOWN"
"KCTD7",0.769910705024585,1.65839632991755,12.2350899974004,1.30994681049387e-29,7.64331378633335e-28,56.3772571605575,"UP"
"DENND4B",0.911272510418404,3.55257458559772,12.2345004143161,1.31695737507887e-29,7.65781297034694e-28,56.3719656299706,"UP"
"SLITRK3",-1.72405161331205,0.600916228910164,-12.2303295217001,1.36763091423206e-29,7.92523380127423e-28,56.3345351183219,"DOWN"
"CDC45",1.72620319235041,2.13514682477663,12.212467391583,1.60754085671834e-29,9.28368560973754e-28,56.1743040610363,"UP"
"NCOR1",-1.08793636243938,3.29585959463136,-12.2117071036886,1.61863412452561e-29,9.31595510921694e-28,56.1674863856039,"DOWN"
"PELI2",-0.942496177432649,0.803975705682903,-12.2087669878371,1.66225510690966e-29,9.53458259797232e-28,56.1411235692937,"DOWN"
"ZEB2",-0.805786130015362,1.12949230653526,-12.2023425251287,1.76168793023463e-29,1.00707842795609e-27,56.083528414333,"DOWN"
"CTNNA3",-1.05048420624507,0.453163858790981,-12.1968599257,1.85121304677187e-29,1.05469279341504e-27,56.0343883084963,"DOWN"
"TROAP",1.88962703117049,2.00846119816068,12.1799966267597,2.15596763532997e-29,1.22419893816841e-27,55.8833090417946,"UP"
"EXO1",1.4797675667983,1.59134490401811,12.1779659787023,2.19588388370571e-29,1.24269401993927e-27,55.8651229919086,"UP"
"FEZ1",-0.976960215131172,1.1315798180551,-12.1729371168961,2.29793210981941e-29,1.29611030767514e-27,55.82009173632,"DOWN"
"ABCC10",0.910657302284411,2.25441763770245,12.17221665007,2.31293389063142e-29,1.30023768649084e-27,55.8136409899107,"UP"
"NRBF2",-0.94722981576353,4.98113383070483,-12.1605564792939,2.56974140472162e-29,1.43982100361903e-27,55.7092659640755,"DOWN"
"SKA1",1.8720373483264,1.90881733709971,12.1574603482146,2.64257744241911e-29,1.47574432023676e-27,55.6815591514862,"UP"
"BUB1",1.52328064274637,1.68580870103231,12.1566002120799,2.66317442327778e-29,1.48235442158826e-27,55.6738625142718,"UP"
"ACADS",-1.63378024916968,6.39429022971352,-12.1533127128591,2.74338134602517e-29,1.52199199200301e-27,55.6444478129169,"DOWN"
"FOXM1",2.00924895320696,2.39601398895318,12.1328133506718,3.30068913951055e-29,1.82519480162281e-27,55.4611159988246,"UP"
"MKI67",1.88143472263604,2.28737059926078,12.1272196938691,3.4714441991314e-29,1.91336505842027e-27,55.4111157695139,"UP"
"CDC6",1.84606836487472,2.33614626862542,12.1239248520124,3.57611165265006e-29,1.95855873037888e-27,55.3816691660311,"UP"
"ZWINT",1.95265725977838,3.71294565995942,12.1239100423516,3.57658913590849e-29,1.95855873037888e-27,55.381536817966,"UP"
"EHMT2",1.07289085700021,3.47664887878496,12.1142747930142,3.90109294825987e-29,2.12936754120985e-27,55.2954467008061,"UP"
"ANTXR2",-1.27432793686461,3.03384730801283,-12.1120988345535,3.97834252988695e-29,2.16455093081084e-27,55.2760092051918,"DOWN"
"DLGAP5",1.71345880502122,1.90108730503643,12.1086769081555,4.10291815065754e-29,2.22517557779732e-27,55.2454450338223,"UP"
"GYS2",-1.54877973400982,1.02649864176243,-12.0923767028154,4.75176145859048e-29,2.56883564347634e-27,55.0999103318929,"DOWN"
"ILF2",1.07400613964719,7.02866188085753,12.0768405261483,5.46500378672748e-29,2.94501048010241e-27,54.9612842442877,"UP"
"KIF2C",1.98747313063468,2.24523632775744,12.0664032245623,6.00306026918267e-29,3.22469151793143e-27,54.86820220106,"UP"
"DPF3",-0.964142983332529,0.738716387781834,-12.0546066746937,6.67492121944816e-29,3.57425132766716e-27,54.763044483201,"DOWN"
"CASTOR2",1.35403432198834,2.06433340032681,12.0495676762208,6.98425970009175e-29,3.72809647903005e-27,54.7181404806845,"UP"
"LRRC14",1.0802940951226,3.03631371644351,12.04348608529,7.37666685871126e-29,3.92517546906457e-27,54.6639576255113,"UP"
"EPHA2",-1.87618576619617,3.82481041618501,-12.0393274117811,7.6575619882097e-29,4.06186853926321e-27,54.6269142226055,"DOWN"
"IL18R1",-1.34097022273369,1.70273548915848,-12.0364681931416,7.85683930155553e-29,4.15454930692566e-27,54.601449284993,"DOWN"
"RETREG1",-2.83001924717547,2.63299172698616,-12.0311478115444,8.24149403494842e-29,4.34437135717639e-27,54.5540723340905,"DOWN"
"SNRPC",0.982630867795545,7.2846396259099,12.0260014933637,8.63139108489474e-29,4.53576920954981e-27,54.5082549687162,"UP"
"MAN1C1",-1.84633545010918,2.41034804486668,-12.0229971263083,8.86744317779874e-29,4.64538718301958e-27,54.4815116280397,"DOWN"
"NAT1",-1.16273524295569,2.24764010874814,-12.0163501726839,9.41278065893488e-29,4.9158537509209e-27,54.4223552771921,"DOWN"
"MDK",3.17488366317723,6.33056847900799,12.0140099688672,9.61262193708826e-29,5.00477463992217e-27,54.4015317555397,"UP"
"CENPM",2.13440893674448,2.73676932792118,12.0089437633439,1.00598378152741e-28,5.22154956049857e-27,54.3564585169366,"UP"
"KRTCAP2",0.822468774170001,1.06948101572289,12.0042187722895,1.04955797621933e-28,5.41450320597785e-27,54.3144292746975,"UP"
"CWH43",-0.686473106508908,0.227854255348757,-11.9959159549102,1.13072770777827e-28,5.81551475480733e-27,54.2405942727491,"DOWN"
"KDSR",-0.840119153568138,4.16555824937467,-11.9721875750181,1.39880255881809e-28,7.17246609023059e-27,54.029719585615,"DOWN"
"RNF165",-0.655123773109331,0.442120877850125,-11.9703048877199,1.42260359356899e-28,7.27246991141416e-27,54.0129967565692,"DOWN"
"SIGLEC9",-1.0914756008733,1.40847312438256,-11.963189386831,1.51625673405399e-28,7.72788560148422e-27,53.9498053718497,"DOWN"
"PACC1",0.880770258087171,2.13440758836338,11.96015194629,1.55808118463508e-28,7.91720472228536e-27,53.9228360032848,"UP"
"LARP1B",-1.05291018930391,3.01035066624653,-11.9325481735838,1.99488949814238e-28,1.010644467008e-26,53.6778953242621,"DOWN"
"AP5Z1",0.901485799732993,3.45117626528077,11.9221170365855,2.19001145030894e-28,1.10618458957246e-26,53.5854069192973,"UP"
"DSCC1",1.21036475071221,2.04525655283699,11.915567504223,2.32211808983399e-28,1.1694214344667e-26,53.5273552011227,"UP"
"CXCR2",-0.699507516140767,0.358688395188183,-11.9144392633701,2.34566309778236e-28,1.17777345037315e-26,53.5173566215023,"DOWN"
"DCN",-3.1663346626119,3.16984541711933,-11.9084247837022,2.47524684666192e-28,1.23916129859072e-26,53.4640635254874,"DOWN"
"NCAPG",1.68261382919049,1.83898898730252,11.9036769488681,2.58255346323948e-28,1.28906746759514e-26,53.4220032046049,"UP"
"AURKB",2.07921235111755,2.66970477707386,11.8964917347795,2.75381780681703e-28,1.36837587286148e-26,53.3583661291959,"UP"
"MT1G",-5.46029888768135,6.0901334624901,-11.896337484687,2.75761581848451e-28,1.36837587286148e-26,53.3570001930952,"DOWN"
"CCNA2",2.07774429319354,2.67233438895309,11.8958077020426,2.77070010806416e-28,1.37084843650742e-26,53.3523088568186,"UP"
"SEMA3F",1.00339416896974,3.39399854634319,11.8931331551774,2.83770419025785e-28,1.39990648989367e-26,53.3286267459676,"UP"
"MCRS1",0.751808092023017,4.91678061689622,11.8837824741219,3.08489394259232e-28,1.51742704658734e-26,53.2458504737253,"UP"
"ANLN",1.77659475187945,2.0057202804709,11.8625763353586,3.72779744261641e-28,1.82834958047861e-26,53.0582429660477,"UP"
"MTHFD2L",-1.0437793032671,1.4955273964013,-11.8605703985184,3.79511800010605e-28,1.85598819883799e-26,53.0405052696632,"DOWN"
"GRAMD1C",-1.50762813650026,1.91167794698694,-11.8593403215845,3.83699738023671e-28,1.87106146025895e-26,53.0296289215437,"DOWN"
"SKA3",1.58460425011527,1.7651283185192,11.8582705447119,3.87379298735454e-28,1.88357618215593e-26,53.0201703987457,"UP"
"IRF8",-1.62660438692451,3.10116668767928,-11.8156990604542,5.66155374183597e-28,2.74496134285406e-26,52.6441125795981,"DOWN"
"CBFA2T2",0.854418204062404,2.43326620282526,11.8035060427207,6.31078707986662e-28,3.05099509081209e-26,52.5365279668388,"UP"
"VPS72",1.01584187615902,5.69035414407177,11.8003783909653,6.48893941060393e-28,3.12818643210339e-26,52.5089401218079,"UP"
"ASF1B",2.00864381768288,3.04768979859642,11.7938204990359,6.87889601858991e-28,3.30675566848181e-26,52.4511071813218,"UP"
"TCIM",-2.36671932437015,5.39708897655943,-11.7833593118425,7.54979468906784e-28,3.61898232106847e-26,52.3588847659195,"DOWN"
"ZNF335",0.622436479670138,2.86431847790516,11.7817922454961,7.65575354880042e-28,3.65940694348169e-26,52.345073520172,"UP"
"TRAIP",1.32078358131337,1.6784848392705,11.7681071708802,8.64629425305004e-28,4.12123788889746e-26,52.2244997485529,"UP"
"NKX3-1",-1.20291435726466,1.32123568470713,-11.7667212745134,8.75345891772579e-28,4.16059770637186e-26,52.2122930526641,"DOWN"
"PIGC",0.910837134960233,3.91205276447257,11.763408124649,9.0150370683147e-28,4.27292555274378e-26,52.1831143974943,"UP"
"HDAC11",1.32607127232831,3.31231109582137,11.755228542975,9.69462199601214e-28,4.58219829034976e-26,52.1110949831711,"UP"
"CD1D",-1.72650962473104,1.99631344356612,-11.7373551639785,1.13622263227834e-27,5.34056198910604e-26,51.95381080057,"DOWN"
"FAM83D",1.81161076333972,3.26604209742263,11.7318256527379,1.19338020397056e-27,5.58643968996861e-26,51.9051757978367,"UP"
"CDCA3",1.57295356036362,1.82249430091743,11.7316599116034,1.19513691139332e-27,5.58643968996861e-26,51.9037181929711,"UP"
"FAHD2A",-1.15294166313208,3.86650742319945,-11.7278391533498,1.23635478223331e-27,5.7631843719476e-26,51.8701195179002,"DOWN"
"RASL12",1.215237591999,1.82032606539785,11.7132239858977,1.40750286454369e-27,6.54295493707245e-26,51.7416484095363,"UP"
"PEA15",1.19461757715573,6.52014914738157,11.7061398594166,1.49874974469192e-27,6.93121791538735e-26,51.6794059948569,"UP"
"ZNF330",-0.96581044593223,4.49018249456133,-11.7061046693958,1.49921739674474e-27,6.93121791538735e-26,51.6790968561243,"DOWN"
"BCKDHB",-1.60960183316012,4.15848434360738,-11.7019237480358,1.55582538431188e-27,7.17333006210937e-26,51.6423714467283,"DOWN"
"NELFE",1.23660042748076,5.85709975628133,11.700070931389,1.58158726630734e-27,7.27229297097457e-26,51.6260983242581,"UP"
"COX4I2",1.82847301246976,2.61034187000857,11.6828081359578,1.84297150697906e-27,8.45119806764027e-26,51.4745429828266,"UP"
"PLPP3",-1.57250359183412,5.16615572803329,-11.6775969371678,1.9300177873201e-27,8.82644080520094e-26,51.4288144018235,"DOWN"
