"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CAPG",1.2084286032875,4.58707005000563,7.36267555986784,1.19801033872444e-12,1.02991837264156e-10,18.2480866453934
"SULT1C2",1.20716575861131,1.99552513023081,7.15201417189055,4.67314678057659e-12,3.09280722247842e-10,16.931263678653
"HRG",-1.20386789425879,8.62878576785888,-3.75404357651285,0.00020225889128041,0.000797464252665408,0.143632661282261
"SLC6A1",-1.20331713831562,3.79981789568775,-7.68794980912705,1.38678279445626e-13,1.54191756306277e-11,20.3362787932955
"LEPR",-1.20153373122063,4.2601185459636,-5.85129087771425,1.08207819000808e-08,1.9546018290108e-07,9.46534891412438
"RENBP",1.19890543480426,3.32380088902608,7.80335909893205,6.35349279659224e-14,8.2784025673098e-12,21.0927895277907
"SPARCL1",-1.19874374256007,5.5534166789529,-6.01399395176613,4.38024206279086e-09,9.17759762854597e-08,10.333538072142
"ABAT",-1.19699191750336,5.66747992266842,-7.31252016957258,1.66078601268541e-12,1.33166293844074e-10,17.9319952498071
"SLCO1B1",-1.18958512686568,6.42950546933383,-5.76599926867311,1.7250393750083e-08,2.82614997017569e-07,9.01808999985056
"PAH",-1.18618375833295,7.49597618548321,-6.46667732212256,3.20267327425962e-10,1.00781480883211e-08,12.8502489987909
"RAP1GAP",1.18535488415573,4.05461034358416,7.8241117709475,5.51680284544185e-14,7.54174080789173e-12,21.2296743939788
"IL4I1",1.17121534810381,1.88312327442297,9.30073317970643,1.28642475108953e-18,9.75226909030507e-16,31.5898052930615
"ALDH6A1",-1.16731373573573,5.70397501251267,-7.99263259293388,1.7362148674433e-14,3.03021638177989e-12,22.3507175716947
"TIMP1",1.16591412588988,8.18137612112216,5.17951876963922,3.67796601562103e-07,3.74196749699293e-06,6.09291338767361
"S100A4",1.16462709176285,5.28921276890599,7.74686272506521,9.31956434949135e-14,1.12631662478853e-11,20.7214492457946
"FMO3",-1.15991369357667,7.16876285030587,-4.96444692772614,1.0575148062339e-06,9.07265017405809e-06,5.08770252196473
"HLF",-1.15947189782929,4.42393803139051,-6.27722470809311,9.74025930849044e-10,2.53165909164737e-08,11.7791241983088
"AGXT",-1.15383993853474,8.79288751927566,-4.85550553807966,1.78086725736114e-06,1.41165894098238e-05,4.59270848024079
"ALDOB",-1.15365746854519,10.0461099332445,-4.14816868524414,4.16883524397474e-05,0.000210818175254732,1.61710919646862
"PLBD1",1.14835799280779,2.47196946248827,7.99196694901972,1.74421856727947e-14,3.03021638177989e-12,22.3462566072344
"SLC6A12",-1.14483535216913,3.9476848374104,-6.29845420035592,8.6095900872804e-10,2.29378184465915e-08,11.8978849188426
"F12",-1.13931015391335,7.75604427343216,-5.46732559624439,8.46447907221288e-08,1.08259648747214e-06,7.4952354524819
"CDC20",1.13893882541074,4.04450976888347,6.74953010476645,5.81203004738294e-11,2.4854624905193e-09,14.4960676841838
"TTC39A",1.13415448220113,1.64341620859448,9.08358704535618,6.63746804903413e-18,3.74932436322023e-15,29.9939823636545
"GOLM1",1.13031625565792,5.32168178766373,6.63736722797628,1.1509797105075e-10,4.42517930567813e-09,13.8368348852952
"SLC38A4",-1.125708899861,6.77602290176393,-5.71016757055783,2.33411488361669e-08,3.57797500266168e-07,8.72827154670411
"SULT2A1",-1.12473692282998,8.42253430798649,-4.08106465270256,5.50485863960671e-05,0.000265553125752247,1.35673986880141
"IMPDH1",1.12256735657581,3.06203024743479,9.72845376052873,4.75100489634175e-20,5.65980426151341e-17,34.799502183447
"FETUB",-1.12179062248749,5.30773217192719,-4.10463398865335,4.99487571566855e-05,0.000245013344664471,1.44775038249888
"EHHADH",-1.12078243642965,6.21460921367611,-6.63419602961803,1.1732854696653e-10,4.45327533665384e-09,13.8183215709707
"DNASE1L3",-1.11809373685256,3.20257721059111,-6.64530594652176,1.09694894399807e-10,4.27451273084108e-09,13.8832110934532
"KLF9",-1.11388586428133,5.34829360642522,-8.74225414424737,8.34057341559192e-17,3.31200198631529e-14,27.5336941276998
"ABCA8",-1.11366814454884,2.18105526401201,-7.24146878333395,2.63077501011587e-12,1.97639935219425e-10,17.4869573127252
"F11",-1.10626954545718,4.7577816672021,-7.32195473740332,1.56200618439672e-12,1.26461840501789e-10,17.9913321083015
"SNCG",1.10518534890614,3.89960604679677,5.24251282170255,2.68111587230598e-07,2.89984763413225e-06,6.39429939969733
"CYP2B6",-1.10476529293611,4.93218692103959,-4.6238556260152,5.22833805735808e-06,3.54176369295768e-05,3.57233761963563
"PPARGC1A",-1.09755767659938,3.16878559979734,-6.46583613654898,3.21870668486393e-10,1.00905244530377e-08,12.8454371826224
"LAPTM4B",1.09233755290421,6.18672295024958,7.0654342905589,8.10937623437269e-12,4.76225974777703e-10,16.3983740991661
"KCNJ8",-1.08999046218604,4.63898657804466,-6.85902386908919,2.95876356018654e-11,1.45136054872915e-09,15.1478580592137
"TESC",1.0895800028944,3.72710503596172,4.47744485396747,1.01011931034328e-05,6.14831546419215e-05,2.95028353612098
"EGLN3",1.08895605521208,1.58983189012573,8.20866177840065,3.85017258940831e-15,1.00333091322112e-12,23.8120554234532
"HK2",1.0824816089205,1.65473523207356,7.10673361969255,6.23827657357532e-12,3.88763146913337e-10,16.6519568318507
