,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.0,0.0,1.067557,0.0,3.0263934,3.4319074,0.0,1.9208665,2.018601,0.0,0.0,0.0,0.0,3.1646905,0.0,0.0,0.0,3.4620295,2.2316537,5.027439,0.0,0.0,9.901196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3674927,7.113444,0.0,0.0,0.0,0.0,6.637993,9.304583,2.1568286,0.9315269,0.0,0.0,0.15986738,0.69379586,1.1687107,2.8085494,0.0,0.0,0.0,0.0,0.20569693,2.177306,0.0,0.0,0.0,0.0,0.0,0.0,2.2727056,0.0,7.8788676,0.0,3.9279025,9.4607315,0.0,0.0,2.684048,0.0,3.2333822,0.0,1.9077029,2.0675611,2.414799,1.2057801,2.9214396,5.5651107,0.0,0.0
1,0.0,0.0,2.6680303,0.0,1.1204973,3.412526,0.0,2.4961138,3.7685122,0.0,0.0,0.0,0.0,2.7406955,0.0,0.0,0.0,6.4231615,2.7835433,5.255357,0.0,0.0,13.71233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.639967,3.9704447,0.0,0.0,0.0,0.0,7.544157,5.776642,3.2000785,1.8715731,0.0,0.0,0.0,1.7750785,1.8266971,4.508595,0.0,0.0,0.0,0.0,0.9212562,2.8690307,0.0,0.0,0.0,0.0,0.0,0.0,1.283025,0.0,5.9880505,0.0,2.267199,7.0691257,0.0,0.0,2.5177298,0.0,3.8962827,0.0,2.5463102,1.0121776,1.3451073,0.0,0.8282913,3.256538,0.0,0.0
2,0.0,0.0,2.0008314,0.0,0.6488879,1.6798329,0.0,2.8602493,3.5858154,0.0,0.0,0.0,0.0,1.618472,0.0,0.0,0.0,4.94166,1.2219477,3.8297029,0.0,0.0,5.7205973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75733,1.8159417,0.0,0.0,0.0,0.0,2.3048472,4.557369,4.5422096,3.5380452,0.0,0.0,0.0,5.003671,4.2499785,7.329128,0.0,0.0,0.0,0.0,4.1739764,3.3561416,0.0,0.0,0.0,0.0,0.0,0.0,0.42733058,0.0,2.4565759,0.0,0.8907911,3.2775643,0.0,0.0,0.9446026,0.0,1.2356819,0.0,1.4347959,0.2082559,1.0893989,0.8345243,1.0086462,1.7778554,0.0,0.0
3,0.0,0.0,2.031832,0.0,1.1239034,2.7507172,0.0,2.1341398,2.9744487,0.0,0.0,0.0,0.0,2.3861005,0.0,0.0,0.0,5.229722,2.274925,4.175621,0.0,0.0,10.885583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6842656,5.3212504,0.0,0.0,0.0,0.0,7.315197,5.483388,2.60796,2.4608138,0.0,0.0,0.0,2.690149,1.3573782,3.07913,0.0,0.0,0.0,0.0,1.1041855,1.5671277,0.0,0.0,0.0,0.0,0.0,0.0,1.5119605,0.0,7.5390396,0.0,2.6463556,8.992348,0.0,0.0,3.0480287,0.0,2.551292,0.0,0.0,2.5112457,0.72325176,0.64762026,2.5123017,5.424892,0.0,0.0
4,0.0,0.0,1.2661335,0.0,1.3942796,2.669106,0.0,1.7944305,2.3851397,0.0,0.0,0.0,0.0,2.2669864,0.0,0.0,0.0,3.692439,1.4427743,4.231636,0.0,0.0,4.88807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.506954,1.9518387,0.0,0.0,0.0,0.0,1.725847,5.13564,3.2799406,2.368333,0.0,0.0,0.0,3.0729992,2.7403364,5.1433916,0.0,0.0,0.0,0.0,2.41012,2.6041577,0.0,0.0,0.0,0.0,0.0,0.0,1.7539515,0.0,5.2027555,0.0,3.058093,6.1951623,0.0,0.0,1.607982,0.0,3.3331592,0.0,3.70047,0.71557784,3.2276464,0.96378434,1.6607189,3.1699874,0.0,0.0
5,0.0,0.0,2.170045,0.0,0.9948814,3.519835,0.0,1.9782426,3.342991,0.0,0.0,0.0,0.0,2.5241039,0.0,0.0,0.0,5.125412,2.0789285,5.509967,0.0,0.0,5.442005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6286044,1.7265613,0.0,0.0,0.0,0.0,2.0401397,4.5728445,4.255622,2.7508817,0.0,0.0,0.0,3.9125235,3.9816163,6.919895,0.0,0.0,0.0,0.0,3.5152478,3.5784981,0.0,0.0,0.0,0.0,0.0,0.0,0.8886372,0.0,4.127481,0.0,1.6528673,5.2633314,0.0,0.0,1.7162131,0.0,3.1642933,0.0,3.309472,0.15048286,2.069238,0.63922745,0.75222224,2.2959082,0.0,0.0
6,0.0,0.0,1.179385,0.0,1.314698,1.3524165,0.0,1.7295052,1.9890612,0.0,0.0,0.0,0.0,1.6173128,0.0,0.0,0.0,3.2302465,1.5097775,2.4705384,0.0,0.0,4.9234643,0.0,0.0,0.0,0.0,0.0,0.5153532,0.0,0.0,0.0,5.1009297,0.69749254,0.0,0.0,0.034428522,0.0,0.8567553,4.6949077,5.039561,2.6038876,0.0,0.0,0.0,1.7161844,1.8830007,6.7770705,0.0,0.0,0.0,0.0,0.37997967,4.744397,0.0,0.0,0.0,0.0,0.0,0.0,1.4433763,0.0,4.21321,0.0,2.5701804,5.161043,0.0,0.0,1.158271,0.0,2.1103723,0.0,2.7020035,0.7250928,2.8828874,1.3644074,2.0007772,3.0128164,0.0,0.0
7,0.0,0.0,2.8748686,0.0,0.94379973,3.1016536,0.0,2.884586,4.2321095,0.0,0.0,0.0,0.0,2.4442866,0.0,0.0,0.0,6.6098795,2.5562475,5.328673,0.0,0.0,9.9115095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.440226,2.8750145,0.0,0.0,0.0,0.0,5.276431,4.4477572,2.5889838,2.0797343,0.0,0.0,0.23940745,1.7405505,0.30605584,2.3319008,0.0,0.0,0.0,0.0,0.20946099,1.5436194,0.0,0.0,0.0,0.0,0.0,0.0,1.0092237,0.0,4.9775133,0.0,1.8715582,6.3301334,0.0,0.0,1.9531975,0.0,1.8649669,0.0,0.9729759,1.1487865,1.0601462,0.9989629,1.9179955,3.6989136,0.0,0.0
8,0.0,0.0,2.0984154,0.0,1.3974141,3.3601735,0.0,1.9424418,2.8511016,0.0,0.0,0.0,0.0,2.9096487,0.0,0.0,0.0,5.6601067,2.838163,4.5320754,0.0,0.0,6.8851213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.235802,1.6995481,0.0,0.0,0.0,0.0,3.2992907,3.292808,3.626636,2.8504393,0.0,0.0,0.0,2.5358596,1.2670242,4.3880816,0.0,0.0,0.0,0.0,0.686031,2.6648355,0.0,0.0,0.0,0.0,0.0,0.0,1.0244029,0.0,4.958583,0.0,1.879036,6.2681837,0.0,0.0,2.0853603,0.0,3.1768808,0.0,2.6794596,0.49806345,1.5542442,0.5595812,1.0241998,2.9518206,0.0,0.0
9,0.0,0.0,1.4932415,0.0,3.9099762,2.6672711,0.0,2.492736,1.40093,0.0,0.0,0.0,0.0,4.284596,0.0,0.0,0.0,5.983879,4.3850894,2.4980502,0.0,0.0,7.5217047,0.0,0.0,0.0,0.0,0.0,1.4053432,0.0,0.0,0.0,14.818382,0.12667696,0.0,0.0,0.0,0.0,2.1966531,3.5466616,3.0639532,2.0974834,0.0,0.0,0.0,1.6774771,0.9637097,3.4887652,0.0,0.0,0.0,0.0,0.1675782,2.4751537,0.0,0.0,0.0,0.0,0.0,0.0,0.3755544,0.0,3.8984973,0.0,0.8189525,5.106505,0.0,0.0,1.9523737,0.0,2.6722186,0.0,2.05356,0.29329652,0.7499453,0.32318127,0.44904095,2.2298093,0.0,0.0
