,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.0,0.0,1.7636037,0.0,2.0735407,2.523933,0.0,1.5918583,1.942419,0.0,0.0,1.9865371,0.0,1.4200147,0.0,0.0,1.4641773,3.0737243,2.6608374,3.022825,0.0,0.0,3.2011652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6115581,0.0,5.4295707,4.847989,0.0,0.0,2.840064,1.6272539,4.799891,4.934356,1.6039326,0.0,0.0,0.0,0.0,1.305407,1.5023911,0.8768135,2.4163024,0.0,0.0,0.0,1.1917676,1.781554,0.21148144,0.0,2.322019,0.0,1.6502361,0.0,0.0,2.324134,1.5502357,0.0,2.2880068,0.0,0.0,1.2565286,0.0,2.0432508,1.9125398,1.913335,1.4366044,2.4805129,0.9464499,0.0,2.5220819,3.0170374,3.491135,2.161839
1,0.0,0.0,1.988942,0.0,1.1806614,1.3404585,0.0,3.1397953,3.3320909,0.0,0.0,2.7463446,0.0,1.0157185,0.0,0.0,1.1997132,4.3750877,1.968038,3.0144298,0.0,0.0,6.786744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.042922,4.4693866,0.0,0.0,3.668851,1.4247476,5.0982966,3.3961668,1.6408,0.0,0.0,0.0,0.0,1.8599834,2.3660657,2.1951938,3.0604086,0.0,0.0,0.0,1.3670614,1.8617525,0.0,0.0,3.2084765,0.0,2.5198033,0.0,0.0,0.999111,2.018953,0.0,1.0979573,0.0,0.0,0.69456494,0.0,1.5709305,2.29877,1.6927258,1.032595,2.18113,0.07594623,0.0,1.160912,2.2377734,3.2356741,1.3508965
2,0.0,0.0,1.0535477,0.0,1.7132986,0.9286617,0.0,4.023256,1.8530853,0.0,0.0,0.0,0.0,2.1376882,0.0,0.0,0.0,3.7760441,1.0828515,2.7509406,0.0,0.0,3.6651745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5215592,2.954695,0.0,0.0,1.034234,0.5199794,1.0805707,1.4231793,1.9147825,0.0,0.0,0.0,0.0,2.4282982,5.38007,4.3125825,2.0337555,0.0,0.0,0.0,2.2389598,3.1509466,0.0,0.0,4.1980553,0.0,3.8731935,0.0,0.0,0.052538693,1.1357635,0.0,0.9249419,0.0,0.0,0.590516,0.0,0.5447477,0.7943401,0.746897,0.51405126,1.4427916,0.0,0.0,0.40291655,0.501212,2.3159554,1.9835466
3,0.0,0.0,1.981634,0.0,1.5163269,1.6604911,0.0,2.1821086,3.1969774,0.0,0.0,2.3983297,0.0,0.8302943,0.0,0.0,1.1502216,3.60057,2.4080286,3.0933702,0.0,0.0,4.9710884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760361,0.0,8.483789,5.1128654,0.0,0.0,2.6557107,0.9262623,5.1332803,4.077337,0.51229286,0.0,0.0,0.0,0.0,1.0878378,3.627713,1.7129549,2.9272697,0.0,0.7237461,0.0,0.776592,1.9552608,0.0,0.0,2.7222123,0.0,2.7066436,0.0,0.0,0.8467887,1.9277449,0.0,1.3536235,0.0,0.0,1.0419449,0.0,1.1210454,2.266627,1.4540538,0.63997513,2.1485546,0.0,0.0,1.025308,2.0267384,2.9681666,1.3264674
4,0.0,0.0,1.507274,0.0,1.92212,2.8074389,0.0,1.276304,2.073188,0.0,0.0,2.5246403,0.0,1.1901394,0.0,0.0,1.2043626,2.4945552,2.1513789,3.2337801,0.0,0.0,1.0679864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5926063,0.0,5.1451945,3.2341075,0.0,0.0,1.7830917,0.0,3.8938663,2.5842507,1.2087588,0.0,0.0,0.0,0.0,1.9533596,2.5200317,1.3602064,2.1119971,0.0,0.0,0.0,0.67825615,3.0063274,0.2214195,0.0,1.9245116,0.0,3.2762935,0.0,0.0,0.800443,1.550242,0.0,1.791912,0.0,0.0,1.3451594,0.0,0.42687857,1.5358133,0.89282656,0.3904353,1.7489514,0.0,0.0,1.5609877,1.6762613,2.1058764,1.2823821
5,0.0,0.0,1.888007,0.0,1.9054902,2.886609,0.0,1.866679,2.671349,0.0,0.0,3.2710557,0.0,1.179384,0.0,0.0,1.43018,3.3119395,2.330499,3.6904337,0.0,0.0,2.7480059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72999245,0.0,5.5009556,3.0979965,0.0,0.0,2.5575104,0.48724914,4.339049,3.226043,1.921756,0.0,0.0,0.0,0.0,2.4806046,2.2117379,2.1020799,2.590388,0.0,0.0,0.0,1.3528476,2.6225219,0.0,0.0,2.051791,0.0,2.8746493,0.0,0.0,0.6873428,1.6751579,0.0,1.195398,0.0,0.0,0.7577863,0.0,0.633924,1.7162486,0.9414597,0.6389054,1.5247923,0.0,0.0,1.6338028,1.9931586,1.7825708,0.5287087
6,0.0,0.0,0.36534563,0.0,1.7732084,2.7616675,0.0,0.14864814,0.83068746,0.0,0.0,1.4564699,0.0,2.1010447,0.0,0.0,1.6431252,0.971788,1.7206582,1.9302363,0.0,0.0,1.3508252,2.5351048,0.0,0.0,0.22807999,0.0,0.0,0.0,3.9998298,0.0,1.3922368,4.256757,1.5921637,0.0,1.1571819,2.2823014,2.298995,6.918039,1.9838877,0.0,0.0,0.0,0.0,2.364504,0.58100694,2.2381105,2.0119522,0.0,0.0,0.0,1.1915437,1.7965229,0.0,0.0,0.0,0.0,1.3059956,0.0,0.0,1.7322116,0.62563396,0.0,2.7161036,0.0,0.0,1.7823061,0.0,0.85948133,0.21945262,0.8137337,0.80194044,1.6129674,0.40905207,0.0,2.0558813,1.0743167,2.1710715,2.6024048
7,0.0,0.0,2.2441745,0.0,1.5433666,1.0214111,0.0,3.3819256,3.5355995,0.0,0.0,1.9948653,0.0,1.3145114,0.0,0.0,1.3226987,4.8373175,2.6653361,2.9408119,0.0,0.0,7.6176596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428446,5.4277925,0.0,0.0,3.539948,2.4283922,4.53434,5.835096,0.06927915,0.0,0.0,0.0,0.0,0.0,3.3526158,1.5158062,2.8010752,0.0,2.6750457,0.0,0.81857574,0.811293,0.0,0.0,2.7540479,0.0,1.0869901,0.30978987,0.0,2.2337656,2.3681335,0.0,0.68795425,0.0,0.0,0.0693309,0.0,3.718359,2.837891,2.7761908,2.759246,3.0887573,0.6767229,0.0,2.156568,4.190362,5.12603,2.4449089
8,0.0,0.0,0.8299785,0.0,1.8478976,1.7338257,0.0,1.5199897,2.9152124,0.0,0.0,1.3310219,0.0,2.284304,0.0,0.0,1.4262817,2.3883467,2.2872431,2.5062978,0.0,0.0,2.9561493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5317017,0.0,6.1162558,5.164767,0.0,0.0,1.4811385,0.9580538,4.044605,4.3521724,2.3762512,0.0,0.0,0.0,0.0,1.5885124,1.9135809,1.2798744,0.81798345,0.0,0.0,0.0,1.3092874,2.417581,0.7283584,0.0,2.6857998,0.0,1.4554341,0.0,0.0,2.0605075,1.0403061,0.0,2.6165078,0.0,0.0,1.7047527,0.0,1.6328615,1.0393052,1.4031442,1.1153599,2.1637285,0.587349,0.0,1.8552847,1.7038679,3.1968606,2.8214962
9,0.0,0.0,1.8606012,0.0,1.3576242,2.1529284,0.0,1.9545385,1.4384291,0.0,0.0,2.514283,0.0,0.34423953,0.0,0.0,0.8436583,3.0618734,1.6591042,2.8815422,0.0,0.0,2.125225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6317296,1.093377,0.0,0.0,2.4364562,0.68963367,2.5034854,3.0814931,1.890943,0.0,0.0,0.0,0.0,0.83519024,1.6350367,1.2810899,2.4128923,0.0,0.0,0.0,1.3066928,3.8085954,0.22270742,0.0,2.24017,0.0,2.4329255,0.0,0.0,0.5760069,1.3695618,0.0,0.96247447,0.0,0.0,0.54126835,0.0,1.103075,1.4248778,1.255064,0.7655135,1.7737681,0.0,0.0,0.7336907,1.3706194,2.6842306,1.6904391
