,RS,HLA-A****,HLA-B****,HLA-C**,HLA-DPA1****,HLA-DPB1****,HLA-DQA1****,HLA-DQB1****,HLA-DQA2****,HLA-DQB2****,HLA-DRA****,HLA-DRB1****,MICA*,MICB****,ICAM1****,ITGB2****,SELP,BTN3A1,BTN3A2*,CD274*,CD276****,PDCD1LG2*,SLAMF7****,VTCN1****,CD28***,CD80****,ICOSLG,CCL5****,CD40LG**,CD70***,CX3CL1,CXCL10,CXCL9,IFNG**,IL10****,IL12A****,IL13,IL1A****,IL1B****,IL4***,TGFB1****,TNF****,TNFSF4*,TNFSF9****,VEGFA****,VEGFB****,ARG1,ENTPD1****,GZMA***,HMGB1,IDO1,PRF1,ADORA2A*,BTLA,CD27**,CD40,CTLA4****,EDNRB****,HAVCR2****,ICOS****,IL2RA****,KIR2DL1,KIR2DL3,LAG3**,PDCD1****,TIGIT***,TLR4,TNFRSF14****,TNFRSF18****,TNFRSF4****,TNFRSF9
TCGA-DD-AACA,0.715661487,9.889104943,9.395436453,9.685611525,4.040340139,4.512410215,3.394226013,3.617063344,1.154583209,0.833173463,8.110161718,7.58916124,3.83565127,2.624428477,3.181706861,3.146117532,0.233397264,3.526331779,3.126361695,0.730313886,4.951303368,0.667301759,1.643579166,0,0.504162725,0.232537969,0.911039586,3.795008419,0.186373777,0.09328973,4.524652974,5.879249952,3.893051503,0.276079728,0.062950609,0.334911461,0,0.0360461,0.327227468,0,4.849233688,0.314406508,0.74002087,0.285461405,4.898687236,4.044866197,6.860036614,1.493698565,2.234378689,5.989039069,0.370610693,2.597221268,1.487589248,0.19093086,0.826029786,3.523009863,0.336397656,4.791642188,1.233704031,0.158983251,0.10755397,0.202762485,0.089769309,1.150689643,1.117163075,0.488000771,1.317709263,3.441536597,0.487383443,1.564524504,2.251628211
TCGA-DD-AADJ,0.733622097,9.055947495,8.272302721,8.541985971,4.74360652,5.517407987,3.468022812,3.306320576,4.181865848,3.433920884,8.210214966,7.75661503,2.150462194,1.268793675,3.12541967,2.715585914,0.376846014,2.008235876,2.295723025,0.407189572,4.561674394,0.418567779,1.055056793,0.035060797,0.314638527,0.065296567,0.121148056,3.750692249,0.850879415,0.196481149,3.905389412,5.842151684,3.25052203,0,0,0.105812151,0,0,0.53126916,0,4.549163954,0.122606463,1.075806426,0.184724621,3.28936234,6.703761027,8.440720116,1.091530593,2.218595202,5.024239882,1.436588294,2.377595776,0.97019104,0.194465332,0.419754605,1.82317869,0.638212885,2.920026463,1.512732563,0.154712814,0.053250385,0.062121712,0.065848003,1.116963537,0.615698782,0.286762889,0.953078953,3.611668147,1.635893663,2.52449,0.065985829
TCGA-FV-A3R3,0.749681276,8.999440847,9.101994837,9.829950378,7.091726276,6.163025673,5.311652056,6.021986003,2.326163395,1.747129561,9.624657667,9.215535912,2.536028026,1.281787257,3.416758689,4.579131864,2.165686877,3.034462249,3.33622625,0.643763854,5.790563541,1.333480982,1.959658889,1.86635413,0.928957705,0.309991039,0.553065544,4.55485281,1.82806284,0.223793216,5.132260139,2.276615769,2.107754814,0.059908989,0.143393419,0.073820233,0,0.036327492,0.441802155,0,6.012401064,0.126708602,1.978598356,1.21400043,4.191444211,6.262904783,7.554127576,2.726046456,3.440487166,5.264847905,1.279709001,3.730705161,0.477262849,0.36120689,1.307953046,3.096970206,0.541911266,5.266857737,2.755913054,0.209390977,0.662843517,0,0.09017595,1.404085654,1.816394909,0.532865503,1.79863121,3.754000239,1.452648145,2.452226412,0.245982361
TCGA-DD-A39Z,0.749691301,9.595726491,9.072054336,9.121527042,3.102641336,3.570268616,1.329295848,1.744893024,2.42878559,1.074505436,5.738576005,5.932080074,3.619941159,1.242511049,3.981259017,1.77707248,0.053528441,2.903867389,3.586740728,0.436055206,4.571719277,0.038576651,0.562962829,0.031112841,0.09423607,0,0.301938767,4.289295936,0.361431504,0.119156942,3.029470555,4.204993621,2.417947004,0.076422275,0.027437183,0.094100916,0,0.046421211,0.031254025,0,6.038936543,0.055612157,0.735695464,0.215740713,3.637389988,7.302800661,3.069530325,1.709114148,2.7362585,5.234581792,0.842777745,1.833861608,0.798423845,0.051720116,0.070114503,1.924897994,0.086240276,2.300123725,0.516922851,0,0.092883966,0,0,0.738551687,0.323543009,0.134089481,0.430285273,4.912654655,0.651132078,2.659833246,0.029558897
TCGA-DD-AACW,0.750453047,9.232117486,7.565281856,8.920262331,5.385348201,5.395405605,3.483312761,3.925904501,3.622602428,2.226878404,8.686963376,7.873467491,2.344572879,2.983969487,3.983312871,3.935242856,1.844345477,2.783749983,2.671406609,0.348345745,5.703452358,0.650672665,1.275185883,0,0.531967777,0.219462839,0.480988873,4.173111439,1.19093086,0.281787257,5.079493317,5.007886179,2.234286709,0.076559095,0.080794082,0.65434388,0,0.091395186,0.546561136,0,5.0439525,0.704252269,1.771843332,0.11209958,3.84393361,5.911708357,7.925677268,1.327227468,2.972802919,5.911921628,0.402394751,2.554687074,1.416677632,0.051859299,1.136322654,2.050223057,0.353436218,1.725435792,1.435895241,0.351741389,0.222309979,0.055195654,0.169155359,2.776714635,1.41581274,0.644779219,1.98469871,4.255931211,1.383939251,1.505789328,0.101246657
TCGA-CC-A7IJ,0.752335683,11.37517696,11.86685745,11.67111695,7.963597811,9.159915222,8.185754574,7.750480558,8.374791718,7.321074849,12.73577148,12.40628905,4.911001224,4.573956141,7.475512957,6.816937559,1.290837217,4.863636206,5.393951551,5.049526221,7.930115781,7.098720621,4.733836966,0.874993639,2.096767855,1.216175457,1.062259894,8.394830503,1.173447286,5.475999251,3.334081956,7.439764408,7.17039981,2.473345335,3.437347603,1.635475807,0.032806145,0.917851804,3.313521592,0.313942357,8.365779571,0.841409613,3.778597589,4.149828396,4.351119452,7.455747226,0.474254316,3.429910498,6.95169852,6.967024469,3.837388252,4.869417409,0.379953597,0.668028329,4.119563684,6.006717664,2.599365407,4.610009019,5.534114532,2.244430438,2.501184342,0,0.170181458,5.287006787,3.822475232,3.270424287,3.023308587,4.974767906,3.083145275,3.48350625,3.873321063
TCGA-G3-A25Z,0.752851092,10.62563296,11.01335262,10.87111685,4.57282905,5.144213641,3.215243704,3.933402677,4.381477196,1.550752941,8.836979126,8.140294507,2.67827477,1.218719182,4.664221129,3.275811632,0.67238008,2.957710342,3.771093252,0.465399883,3.893740796,0.851039386,1.203138497,0.417704019,0.502025022,0.271306144,0.398459827,2.849458898,0.373509016,0.106616329,2.415731629,1.630498666,1.527720953,0.045862298,0.079702372,0.028569152,0.038576651,0,0.405774578,0,3.370540951,0.457121458,0.916782349,0.100035721,3.63605613,3.790782462,9.820244872,1.541316585,1.410395381,5.065951374,0.393745671,1.40370401,0.515207819,0.030971642,0.438186376,4.273963399,0.713167903,3.233811384,1.925809578,0.375512141,0.406645508,0.032947164,0,0.468635446,0.457226546,0.408494489,1.089362553,4.179359766,1.569782712,1.787432465,0.19093086
TCGA-G3-AAV5,0.755362649,9.56121557,8.091296796,9.34356683,5.254272787,4.852428385,2.968735903,3.217246229,3.560335892,1.288653864,7.9936704,7.599699397,3.440593472,1.597125899,4.352115835,2.929753131,0.717561277,3.293090865,3.552918042,0.577924245,4.602427186,0.414568547,0.622742976,0.290306435,0.725697537,0.097610797,0.455018097,3.670353163,0.571142829,0.197865391,3.806829273,2.259875054,1.987248093,0.290188457,0.018776585,0.126972856,0.0223323,0,0.274172189,0.150169706,3.100775858,0.146915848,1.824645672,0.44127099,2.990428498,2.916935177,7.461933671,1.687060688,2.577610098,5.300193294,0.301119353,1.907198338,1.04453401,0.153286521,0.861161366,1.871173389,1.07990713,1.872907539,1.452226412,0.348912241,0.50589093,0,0.040261223,0.913033,0.69777382,0.514299035,0.716859236,4.754476008,1.25102219,2.667755908,0.145612247
TCGA-DD-AADV,0.756337305,9.494419411,9.806031576,10.73221543,6.079695973,5.967168608,4.223368486,4.00269352,4.798460136,3.725141272,9.36620111,8.411030857,3.144584832,2.087428895,4.082617442,3.642551404,2.155943478,4.229080275,4.182438056,0.839798384,4.847941803,1.268554164,1.403322266,0.105007525,1.309176187,0.173767068,0.430071128,4.175596455,0.898092236,0.200755432,3.971065259,6.289736733,3.520585682,0.380618638,0.019061365,0.330099418,0.088548697,0.183835831,0.851918907,0,4.41749475,0.218347209,2.175301034,1.436108524,4.351458723,4.62813783,10.16293129,1.645240513,3.21130818,5.641011277,0.928957705,2.793729448,1.09369538,0.171975377,0.728312379,5.5390316,0.279174108,3.702502407,2.300563057,0.187767747,0.40370401,0.112366523,0.119156942,1.386755775,0.521854803,0.47518867,1.759198453,4.491340047,0.781569545,2.237288369,0.211884402
TCGA-DD-A73F,0.757893724,10.14359291,10.97481651,11.29337209,6.982645689,6.371675598,6.115024917,5.232422846,4.55946734,3.674019911,10.44637928,9.688123696,2.247471854,2.898846829,5.061495406,5.795296811,0.897627674,4.555104446,4.18142064,1.546610522,4.777530182,2.313623167,3.863839361,0,1.634453871,0.705137467,0.390997784,6.920445757,2.418432851,0.776272468,3.96526713,8.131484538,7.849569614,1.9046575,0.430071128,0.711494907,0.025737561,0.036608829,1.049561071,0.088548697,4.630382172,0.580241983,1.272082927,0.681494243,4.247525021,5.802167362,7.985931285,1.896194335,6.240037595,4.700711585,3.342071111,4.599371358,0.684549469,1.198242682,2.655947104,5.279371002,1.614709844,2.615792931,3.22119655,1.310805431,0.78307943,0.085968454,0.134746655,3.262688719,3.250673612,2.289067184,1.992840926,4.443407737,1.804094873,2.756916534,1.347382191
TCGA-DD-AAE3,0.763926387,9.213541702,9.398513056,10.35765591,4.377415313,5.07292041,2.980299551,3.538066293,3.523850466,0.879548943,7.8666181,8.188686753,2.927763742,1.367930141,1.826233221,2.760455166,0.750606505,2.791209784,2.885183866,0.803640357,3.68153922,0.943658824,0.720453592,0.032100843,0.79776008,0.117296086,0.223546116,3.116464571,0.102322191,0,4.391121551,2.417893011,2.185676287,0.078883047,0.307428525,0.049351959,0.033652052,0.047817548,0.58265234,0,3.500904007,0.112499976,0.20739313,0.169796756,3.634256368,3.795507223,7.858362761,1.482022175,2.215927048,4.844551367,1.20614307,1.930093894,0.388024176,0.027012465,0.141432791,4.478920048,0.289952472,3.715377246,2.025808419,0.036890111,0.228726355,0,0.060324133,0.659011171,0.176067406,0.167229454,1.240924865,3.753390598,0.850559421,2.364488389,0.04558276
TCGA-GJ-A9DB,0.76493858,9.531284173,9.598324074,10.35139125,6.03350009,5.642121027,4.003638214,4.485684428,4.684970179,3.630708331,9.423614935,8.500954184,4.183200647,3.212678276,6.192454585,4.209102397,2.931834315,4.170798369,3.259859993,0.895225055,5.432087516,0.824319805,1.49559284,0.415109632,1.60245688,0.642378113,0.454702328,4.198619873,0.474358163,1.551835897,3.733517041,6.618337045,3.63649702,0.162338958,0.223669671,0.491186096,0.03562391,0.050606174,1.197739606,0.12154595,6.0858304,0.471655707,1.567837462,0.945982186,4.808446835,7.481128574,10.26291465,2.430981025,2.657708594,5.287608963,0.561106141,1.884128993,0.695459383,0.056444801,1.101112158,5.382708749,1.007626092,3.161000837,3.52968354,0.318114344,0.758217884,0.060185765,0.125122061,2.26951197,0.78400136,0.774080691,1.56832402,5.71148114,1.918119044,2.912822288,0.689478088
TCGA-2Y-A9H9,0.76562935,9.841849556,10.06480971,10.40614951,5.475217859,5.256308718,4.238022518,5.276355218,1.28557977,0.253989266,8.493148536,8.470830076,2.743450339,2.605897265,4.663754482,3.212304743,0.878215257,4.308695791,3.981962221,0.881742918,3.820281097,1.424277164,0.954643011,0,0.814345335,0.145612247,0.122606463,4.221846155,0.0739573,0.213253951,2.851319292,5.853000084,4.944268132,0.05699963,0.098823768,0.201131967,0.024177814,0,0.175811994,0,3.436681564,0.231801023,1.350497247,0.083655897,4.69962381,5.066829727,10.78086674,1.423524388,3.294900072,5.156352118,1.02453245,2.62058641,0.59636272,0.075874867,1.049212535,2.525342272,0.845831239,3.276958135,2.018171241,0.374733478,0.504264441,0.080794082,0.043484498,1.236339539,0.702834822,0.663845547,1.2083924,4.795881212,1.671882107,2.553213031,0.307778227
TCGA-2Y-A9GZ,0.771991934,7.579517335,7.808892119,9.070731176,3.814273547,3.44437553,2.166490508,2.385486259,1.091192052,1.409309464,7.113819247,6.614552317,3.002882509,1.563890277,3.728758607,2.610558337,0.245495663,3.683617862,3.68310129,0.89506991,4.255787733,0.521754319,0.841329095,0.133826527,0.482951513,0.077242999,0.195221593,2.453306855,0.289834465,0.054501216,3.509708508,2.421829205,1.778418866,0,0.04851521,0.202260984,0.267715562,0,0.281193775,0,2.7822408,0.233151803,1.551343745,0.100304906,5.147270061,5.997698871,9.479140204,1.120152843,2.099227866,4.980911856,2.919301941,2.266186855,1.133629281,0.046281503,0.738032794,5.18855522,0.077242999,3.954763969,1.502126889,0.09369538,0.324925784,0.273456211,0.198996966,1.52992087,0.078746447,0.289598422,1.476277986,4.307967614,0.874678949,2.074950644,0.039559557
TCGA-DD-A1ED,0.77326399,9.340481044,9.935034332,9.649561213,7.060100359,6.616572368,4.284691794,6.025772991,5.037131793,2.677237606,10.68834246,10.07906098,2.181325221,1.194150106,5.335329608,3.671497193,0.850559421,3.664903755,3.658748465,1.091395186,4.098436402,1.330501035,1.622836666,0.323543009,1.273933569,0.29207495,0.344942091,4.660192756,1.34215647,0.504671235,4.283781051,3.17143103,2.227771876,0.046979908,0.540225701,0.268793675,0.058801354,0.083519749,2.617604106,0,3.613378417,1.442704685,0.599698653,1.154064674,3.799159854,3.268973282,7.850928158,1.528321263,3.273650157,5.115724119,0.832444482,3.197676709,0.144176924,0.249263286,0.71026093,3.73456873,0.660015865,4.14533508,2.218192192,0.630591854,0.870897309,0.25011268,0.170950553,1.175045486,0.803061675,0.591009131,1.835883662,3.915473097,0.983166916,1.75364732,0.146785541
TCGA-WX-AA46,0.776073803,7.997370322,8.17032319,8.466585522,5.453550502,4.890388322,3.100119847,3.109577867,4.130008304,2.454123239,8.469573038,7.529653872,1.95069236,0.859572057,4.186540174,3.181643261,4.398015107,2.360701381,2.60715274,1.460428046,3.34077588,1.261470639,1.041873761,0.056028539,0.268554164,0.120484657,0.179765808,3.113567157,0.175684271,0,3.713959698,3.10807276,3.291338332,0,0.24610401,0.113433803,0.019773069,0,1.219586745,0.13422094,3.885662212,0.514904955,0.569782712,0.526469505,3.855351901,3.294017815,8.886282178,1.082566351,2.573689597,5.277054876,0.486662893,2.121148056,0.486250989,0.180020521,0.312665174,3.77817703,0.247076832,4.404903122,1.863542051,0.125915549,0.16491497,0.033652052,0.035764654,1.376401527,0.27464931,0.416623592,2.696171913,3.826416287,0.287117636,0.188147687,0.202887833
TCGA-G3-A5SK,0.782185741,9.796084398,10.74473976,10.15574215,5.069470176,4.487621403,3.538078713,3.404058397,1.962623053,1.481092237,8.828773098,8.608526515,1.808673355,1.226385217,4.842048572,2.950655038,1.435628594,4.082566351,3.662319452,0.957171707,3.75536832,1.168513676,1.961030572,0,0.718613699,0.620211026,0.519239949,5.277646344,0.687508661,0.15924166,1.961771479,6.284967495,4.949184722,0.258820397,0.119688175,0.204391163,0.029417547,0,0.540820831,0,2.685424408,0.360308085,1.674551043,0.149649582,4.763135332,2.821975467,9.690085124,0.916705929,4.206822925,5.206127437,1.052972275,3.716628804,0.582170591,0.157561176,0.78257631,4.456812719,0.637934776,3.608135039,2.469573445,0.240008965,0.623585972,0.049909522,0.052972275,1.867145277,0.567934786,1.0528332,1.879744969,3.960919403,0.727179863,0.950841638,0.378178655
TCGA-ES-A2HS,0.787584815,8.825889591,7.098374288,8.623762266,3.872188514,4.683842401,1.744591687,2.635359714,0.670387157,1.054223347,6.9013255,7.513905208,2.669276267,0.284040264,2.031924464,2.212040098,0.462471189,1.552032711,1.813114191,0.168000125,4.62953731,0.222680931,0.440314402,0.024035935,0.259784685,0.022616379,0.068877141,2.919340082,0.150039693,0.221320307,4.544837733,0.757620689,0.70017335,0,0.021195425,0.272142662,0,0,0.344487663,0,3.124973233,0.125254339,0.386479889,0.16889872,4.422010927,4.0172182,6.416919101,1.573810759,1.629799561,5.429117127,0.081612323,1.00525625,0.941181449,0.039980598,0.054362288,2.440075156,0.033792989,2.657548548,0.901957773,0.027578727,0.253384236,0,0,1.438133135,0,0.058801354,0.877116001,4.410700648,0.84655349,1.73430859,0.011495639
TCGA-RC-A7S9,0.793697193,10.2466082,10.53850198,9.730357536,4.370819902,5.698629666,4.151461079,4.306553899,3.124526657,2.697818292,8.944381177,8.366345385,2.802875621,3.08231087,2.938041087,3.531743259,2.894934144,3.246073599,3.690540016,1.078541524,4.560036239,0.701327257,1.747559267,0.12631213,0.69055119,0.175301034,0.217851097,4.432358159,0.630498666,0.164271398,2.551269908,4.487942908,5.818773885,0.341074883,0.019203734,0.38603836,0,0,0.262192588,0.079019633,5.787189522,0.381172605,5.004312616,0.117296086,4.908471884,7.152716825,8.293483144,1.729400499,3.484847056,6.534391601,1.807354922,2.715937288,0.877273089,0.28368476,1.381504883,4.346559828,1.183962835,2.508276515,1.915444414,0.706198987,0.45691126,0.113433803,0.081339627,3.756564328,1.783330924,0.921283979,0.682213702,4.126782929,1.436215153,2.734070087,0.343350966
TCGA-DD-A1EH,0.794051624,7.929250714,7.876586931,7.649754118,5.971069858,5.351147728,4.175740151,4.191167814,4.125502328,2.003782113,9.00701577,7.854469484,4.079284233,1.521553331,5.020462198,3.372993874,0.60814687,2.75561401,2.900528731,0.841409613,6.318463273,0.826436626,1.737556978,0.918309899,1.135206499,0.171975377,0.753262219,4.179749887,1.229464873,0.137110008,4.776688319,6.754537473,5.242389096,0.505586103,0.16117825,0.073134705,0.049909522,0,0.607484193,0,5.420940456,0,4.454044254,0.697862762,5.500550324,7.39302829,4.813509298,2.526644773,2.911403973,6.530183136,2.508961008,2.443818797,1.963178156,0.242450074,1.25344475,2.754032318,0.388244653,4.315124196,1.990918566,0.430713468,0.633756681,0.163756333,0.045303168,0.961993677,0.828306614,0.601601443,1.471135424,3.503170614,0.7822408,3.046298967,0.310340121
TCGA-5R-AA1D,0.796591873,8.775218486,9.332559361,8.717076603,6.115262184,5.476585828,3.019808645,3.551454494,5.316391964,3.120219212,9.107988574,7.412500409,2.971092857,1.907159874,3.835782627,3.955005854,3.59491873,3.050693231,3.621501,0.84213408,4.073014704,1.61786266,1.3222743,0.046281503,1.665119852,0.127104965,0.144829521,4.493468011,1.646715661,0.505077915,3.300006547,2.218161187,2.681314323,0,0.138028045,0.353436218,0,0.034919984,0.528771332,0.084336446,5.163543011,0.121943734,1.126113854,0.786345437,2.729182941,5.216788532,10.7260784,3.316145742,3.669990509,5.233101939,1.043274503,2.952370845,0.033511102,0.453122447,1.480988873,4.107972363,0.942758453,5.650006256,2.836752275,0.357720896,1.679919175,0.081748651,0,0.929109248,1.284040264,0.783163266,2.441775601,3.379731849,1.879078371,3.31311522,0.265316867
TCGA-G3-AAV4,0.803841098,10.69933959,11.27717079,11.45875566,5.134627565,4.578775722,3.118791606,4.162048868,3.843350768,1.959733067,8.266289475,8.299590396,4.251204023,1.39988201,4.128450135,3.359422776,0.216237552,5.628161165,5.263597849,1.357664601,3.467644673,1.407787806,1.219214996,0,0.631057706,0.547054922,0.135140816,3.679423798,1.222248145,0.244156396,6.530521826,4.404099282,2.325184907,0.232415171,0.029276182,0.148218272,0,0.097475959,0.189919418,0.119024103,3.54553599,0.171334947,0.682753061,2.275692463,4.821781634,2.622086971,1.372673558,1.401958066,3.438465858,5.849166118,3.23780843,1.8613202,1.167293692,0.082157559,0.146264195,5.7465815,0.046840254,3.841329095,1.808879251,0.075327251,0.192067884,0.058939855,0,2.135272179,0.305095011,0.202386375,1.599127326,4.919583213,0.530070742,2.845148782,0.151858817
TCGA-5C-A9VG,0.80394462,7.415446862,7.847976869,7.350607743,4.742335039,4.639596843,3.125717218,3.28557977,1.99113632,2.135272179,7.912805526,7.38478375,2.827961255,1.697017585,2.399964016,3.01496224,1.523160455,1.991426608,2.141432791,0.679063417,6.106174505,0.70593368,0.848798181,0.207018226,1.139011008,0.221815228,0.703809467,3.235007064,0.62349233,0.120617361,3.856288567,2.247623756,2.116364757,0,0.183835831,0.140647793,0,0.136585153,0.262553427,0.112900262,5.272986158,0.601316184,3.378178655,0.575505968,4.375595544,5.13130961,7.939076681,2.323744746,2.217230716,5.5806671,0.526168995,1.28172792,0.131721171,0.151728955,0.436588294,2.792938622,0.458696969,4.710580543,2.105644558,0.20451637,0.524063676,0,0,0.801241448,0.710701757,0.178236585,1.224781194,3.362231407,1.176514268,2.374622206,0.157690514
TCGA-BC-A5W4,0.80771527,8.585442192,8.668437928,7.977079535,3.037575506,3.064020563,1.618285648,1.731878349,0.598651048,0.742437445,6.13706696,5.958466876,3.569187258,1.474358163,2.904021591,2.366951617,0.159887479,2.418108971,2.42387394,0.614474283,4.972375594,0.22428729,0.565207206,0.124460486,0.15263774,0,0.187387707,1.690864027,0.151079473,0.181038924,5.740298874,6.286328576,4.938022262,0,0.028286243,0,0.098689044,0.094371211,0.183835831,0,1.801365628,0,4.026171509,0.058939855,3.122623027,4.378123153,7.533988432,0.698307394,1.197550907,5.000175818,0.73508887,1.421479157,0.665119852,0,0.072586047,5.133403236,0,3.408127601,1.476589068,0.036890111,0.119024103,0,0,1.018776585,0.046141782,0.031959741,0.506906555,5.146528964,0.342782282,0.809167457,0.030689204
TCGA-ZS-A9CF,0.813772369,10.06248509,11.1382894,10.90209341,5.525348537,5.23416406,3.716112942,3.834165097,3.816568989,2.19241513,9.916480078,8.061331766,3.907717504,2.184565948,5.609308778,3.473851838,1.252112845,4.267535798,4.177311892,1.542010356,4.770422075,0.698929647,1.541167877,0.125651102,2.383248087,0.536351358,0.13211616,5.03791369,1.497178023,0.063502942,4.513301237,7.228211669,4.91032013,0.227371423,0.084200362,0.397474417,0.131589484,0.184724621,0.867342995,0,3.673262428,0.728573603,2.145644852,0.373174891,5.808583266,6.645515777,9.436047292,1.600174586,3.699951339,6.216555749,1.203952854,2.975978621,1.985427565,0.274887812,1.32849183,5.25016575,1.401630467,4.157334808,1.90519684,0.726744042,0.58909231,0,0,1.073614609,0.670296504,0.766637562,1.019701914,4.966047408,1.87034499,3.232998369,0.270229907
TCGA-CC-A7IK,0.814222585,9.120201583,8.381377259,9.131766436,3.42548616,4.004195742,1.678973308,1.952259007,3.582724589,1.143589335,7.675314203,6.037257013,4.091987498,2.253172415,2.258277702,2.180688929,0.091259766,3.883982422,4.551208374,0.806530289,4.001703178,0.707171362,1.257734802,2.346162657,0.342896037,0.191436315,0.300768033,2.839516233,0.16748639,0.103665483,2.848898309,4.079412247,3.263875733,0.358733827,0.023752136,0.081748651,0,0.079292767,0.317535622,0,3.076644601,0.688135588,0.298658316,2.814058162,4.568433473,2.113067014,6.734132427,1.37233924,2.063364879,5.971968828,1.226200229,2.952948538,1.153091917,0.044883678,0.331819848,3.903780643,0.457121458,4.453497825,1.187261005,0.308360875,0.281787257,0.224534263,0.099766486,0.922121715,0.113033665,0.525768219,1.163627539,3.574331643,0.923415441,1.577875919,0.373954395
TCGA-BC-A3KF,0.817275463,10.30995126,10.16673327,10.22509185,4.796483547,3.988911865,2.362133197,2.611927767,3.147990433,1.204578969,7.86989916,6.897632514,2.604759287,3.370833848,4.521842243,2.729378745,0.918691534,3.723285505,3.624299793,0.868686765,5.453366125,0.626112011,0.580338474,0.033652052,1.211759833,0.062812492,0.270827916,3.554208176,1.335540423,0.128821281,3.72009237,8.112787693,2.43261205,0.122341408,0.07299756,0.349478515,0.119820952,0.14574266,0.334797075,0,2.802234584,0.03040671,1.93402577,0.545078762,5.137499425,6.771927824,8.947922965,1.41196851,2.906525067,4.977833995,0.268793675,1.59187087,0.92873036,0.123136427,0.518333702,5.056440466,0.137634672,3.724966713,1.263755573,0.200880954,0.303809967,0.088548697,0,1.521101004,0.441164734,0.276317993,1.496411216,4.401712374,0.388575307,1.341985747,0.086512047
TCGA-DD-A4NB,0.822719695,9.091722046,9.100220528,9.275168187,5.833358181,5.792126534,4.15553877,3.582086268,4.551823596,3.557422344,9.216474994,7.963387999,2.44821379,2.094438776,4.766976721,4.052207196,1.837216667,3.882701734,3.756041197,1.148999163,4.686455705,1.207143205,1.623679608,0.22527493,1.097813029,0.277746757,0.076969476,5.27532372,2.002774518,0.333423734,2.982692459,3.757961973,3.72556667,0.129480859,0.319502329,0.081475982,0.028144768,0,1.215554355,0.272501021,5.38125222,0.306962124,2.137241192,1.193519447,3.898353486,5.198466651,10.65065813,2.781674449,4.429850258,5.169933016,1.283329168,3.996931011,0.01948843,0.429107082,1.694077854,4.247319935,1.185803129,4.995611145,3.328060922,0.623211368,1.19604043,0,0,1.780939959,1.71228762,0.606536983,1.940467476,3.275394496,1.171334947,2.43909117,0.506297265
TCGA-DD-A4NV,0.824631317,8.630229988,9.286540897,8.963890515,5.543477324,4.666461207,3.768628977,4.270080366,2.900973044,1.976803526,8.501458254,8.002274396,3.051772311,1.946319137,5.437603947,3.776293527,2.740215209,4.235106659,3.70230292,1.47886829,4.655111359,0.911883289,1.401193551,1.460899797,2.231801023,0.222557291,1.759880196,4.626655233,0.967094811,0.356369214,4.456241049,5.00274302,3.153821546,0.288417627,0.208891775,0,0.603881483,0,1.201759307,0,4.86098762,0.564719594,0.835358201,0.373174891,4.381705597,6.746066832,9.418176452,2.115266347,3.210108278,5.638722614,0.758217884,3.042031412,0.746656736,0.083247414,0.856627212,3.70636478,0.486147994,4.405502305,2.094337427,0.493134922,0.390777727,0,0.09396575,1.541762619,0.821057079,0.65250944,2.660860181,4.510025129,1.17951105,1.841208308,0.315682151
TCGA-G3-A3CG,0.826157346,11.14268568,11.49872607,10.85252171,5.066928724,4.621829173,3.199499604,4.41988267,0.263274835,0.405121035,9.404176791,9.397209987,2.585827858,2.168481585,6.925943655,2.72704913,0.925467801,5.081105239,4.857214671,0.944033813,4.522407338,0.536251879,0.823912367,0.067914014,0.606821212,0.184343778,0.119024103,4.580959485,1.177024799,0.51530876,2.639046894,6.121838083,5.569044434,0.084472517,0.117562069,0.153156788,0,0,0.522658421,0,3.371154573,0.476640909,0.7015047,0.123401336,4.756329476,4.607531537,8.704660703,1.693230456,2.846172347,5.17316342,0.925847548,2.25344475,0.097206246,0.19093086,0.780478089,5.172363499,0.835519901,4.748826154,1.517678835,0.530070742,1.009490503,0.060877473,0,1.052972275,0.393196512,0.541415716,1.125584982,4.895574071,1.249870047,2.175684271,0.33822472
TCGA-K7-A5RG,0.83381477,10.36379638,10.94235505,11.03078106,7.406794296,7.360131593,6.835401154,6.366330958,5.361761342,4.408854493,11.11552939,10.4096594,2.876801774,3.727844235,6.336835006,5.996404565,0.917317175,5.254526018,4.978342089,3.089176085,4.114983287,3.623223076,5.955547622,0.05004888,2.654802126,1.413648237,0.095856924,8.13189142,2.390667686,2.026906266,4.112766845,8.21371277,8.829813733,3.530120696,0.683831174,0.948526095,0.078063256,0.037733627,1.605731366,0.091124334,4.844666853,0.991172609,1.978634962,2.33845294,3.320816792,5.619885419,9.509742746,2.241107975,6.219544153,4.933010746,3.39709102,6.17051999,0.76714627,1.953600494,4.801991536,5.635690554,4.231862449,2.444402036,4.470823163,3.250719083,1.954010144,0.08841301,0.093830572,5.400496943,5.120372678,3.996226027,2.730748629,5.078951341,3.297822366,3.171687219,3.275632874
