,RS,HLA-A****,HLA-B****,HLA-C**,HLA-DPA1****,HLA-DPB1****,HLA-DQA1****,HLA-DQB1****,HLA-DQA2****,HLA-DQB2****,HLA-DRA****,HLA-DRB1****,MICA*,MICB****,ICAM1****,ITGB2****,SELP,BTN3A1,BTN3A2*,CD274*,CD276****,PDCD1LG2*,SLAMF7****,VTCN1****,CD28***,CD80****,ICOSLG,CCL5****,CD40LG**,CD70***,CX3CL1,CXCL10,CXCL9,IFNG**,IL10****,IL12A****,IL13,IL1A****,IL1B****,IL4***,TGFB1****,TNF****,TNFSF4*,TNFSF9****,VEGFA****,VEGFB****,ARG1,ENTPD1****,GZMA***,HMGB1,IDO1,PRF1,ADORA2A*,BTLA,CD27**,CD40,CTLA4****,EDNRB****,HAVCR2****,ICOS****,IL2RA****,KIR2DL1,KIR2DL3,LAG3**,PDCD1****,TIGIT***,TLR4,TNFRSF14****,TNFRSF18****,TNFRSF4****,TNFRSF9
TCGA-DD-A1EG,1.402921744,11.00182032,11.04619527,10.41934727,6.619816474,6.533466792,6.114396178,5.943949449,4.548966749,4.707828449,10.40351358,9.89413414,2.670545786,2.6830002,6.297444563,5.689793954,1.446891405,3.961215834,4.213572807,1.549324164,5.155587341,1.752149128,4.019043568,0.195725548,1.005902957,0.775429871,0.040120917,5.799846283,2.128161401,0.828631582,3.847836598,6.671457563,6.512585619,1.160016608,0.173639164,0.344714894,0.043344505,0.061568849,0.690461795,0.075327251,4.8630811,1.070801468,1.50685579,1.246408087,4.273784412,6.055074152,8.60379842,2.098689044,4.211043353,5.986269845,2.096869034,3.083094203,0.759241072,0.524565221,2.219989364,5.069650616,1.53126916,3.686971077,3.427753653,1.106817303,1.43194382,0.108357178,0,1.986993357,1.570997164,1.615745857,1.511670438,4.382293736,2.555374446,3.267700582,1.098891126
TCGA-DD-AADO,1.403540814,11.15725326,10.76764983,10.52638656,3.325976383,6.511996113,4.603525464,4.36719631,5.625533518,1.768967668,8.689151668,9.206379737,4.712766341,1.09044698,3.966458154,3.99019248,0.667029201,2.428705206,3.480795047,0.834144866,5.823336666,1.438186376,2.858378925,0.077106244,1.253747285,0.517426885,0.099227866,7.048070489,1.249202596,1.546215385,2.722466024,4.459241433,4.43580192,1.454017925,0.175045486,0.511366829,0.106750315,0.077242999,0.309758271,0,4.343116411,0.375623344,1.157755178,1.317825012,3.812179873,6.660911508,7.862861725,1.335083023,5.170822399,4.80552463,1.336797524,3.593963232,0.196103398,0.352080514,1.550457448,2.545523634,2.872119547,0.970117398,2.957208861,1.367930141,1.148869044,0,0,4.026242345,2.621876049,2.123897909,0.72368961,3.975208284,3.429080294,3.15709223,1.25011268
TCGA-HP-A5MZ,1.414781538,10.4563539,11.43979952,10.70667179,7.432493462,6.741724491,3.818983456,4.256021822,5.70403642,3.300050489,10.51418303,9.065803853,2.368935932,1.839959587,5.750794064,4.71422903,2.246347277,3.624989873,3.72401718,0.957394615,4.508282854,1.351628329,1.991861931,0.247319935,1.847235283,0.598365205,0.084880654,6.101658479,2.379510067,0.799170217,3.632221676,6.596474539,4.810880062,0.474669659,0.410666733,0.311851831,0.046421211,0.033370138,1.132050336,0,5.335426087,0.694746501,1.222433641,0.657640005,3.691589996,4.990950324,9.762904039,2.405747353,4.244620714,5.143148486,1.539679949,3.302026534,0.773490027,0.407842178,1.584289086,4.390220557,1.803805652,4.300328763,3.235252209,0.964065877,1.329066174,0.152507948,0.122871469,1.496615738,1.564378169,1.287354085,2.004860898,4.778592333,2.39752918,4.192912177,0.71246372
TCGA-G3-A3CI,1.414857049,8.559428334,9.141962525,9.082455914,5.499839511,4.976363636,3.264551443,3.544411197,3.199688048,2.059597553,8.430663295,7.473246287,2.614733398,1.13395801,3.754299618,3.621501,1.187134291,2.790667793,2.780121087,0.730052978,3.302348299,0.586692697,1.50807364,0.025028794,0.74278234,0.092342769,0.212880566,4.717358378,0.486559928,0.187387707,4.023858567,3.58162843,2.953227984,0,0.187514398,0.038576651,0.150949541,0,1.687822159,0,3.575699579,0.211759833,0.580434959,0.333194716,4.088404529,6.632559052,9.072708495,1.038576651,3.338980562,4.802193217,1.002810516,2.999170212,0.477677328,0.252294541,1.002378485,2.753903997,0.673556424,3.367203301,3.182263238,0.312781328,0.280124892,0.129744606,0.093154488,1.245799868,0.87570144,0.813770932,1.633152177,5.495800675,1.720672471,1.81823704,0.222804561
TCGA-CC-A1HT,1.415785392,12.37433062,12.77611709,11.7432768,8.308099168,8.481311456,7.767320435,7.913909039,6.829858437,5.80428077,12.38004159,12.15671044,3.8065406,4.597918463,7.503315339,6.769851064,0.917317175,6.324009484,5.445481732,2.924670008,6.588600714,3.450129097,5.39696434,2.450722986,1.745495509,2.285017449,0.563743877,8.542950207,1.610747301,2.057276965,7.874206786,10.52664536,9.006621461,3.328893895,1.139076515,1.589427937,0.080384787,0.673104098,4.147624187,0.265076777,6.17990909,1.901224117,2.596935142,2.306758026,5.183176822,7.914989592,1.86635413,3.27625843,6.244264877,6.484877661,5.054032281,5.321376158,0.417379976,0.876723207,2.901977075,6.233966649,3.99596383,4.702230877,5.628435333,3.005004675,3.452331857,0.166329818,0.831228693,5.607712023,3.718767113,3.490210695,2.953395625,5.590575074,4.619788602,4.168064328,2.288358562
TCGA-DD-AACC,1.420157835,11.57740452,11.85386652,10.86821827,7.065003531,8.188714937,7.365656672,7.682894188,3.902305164,3.73229091,11.51703558,11.54499982,3.563414424,2.311997105,5.506506738,5.980345254,2.258518925,4.170221525,4.383649003,2.108357178,5.162649128,2.577706766,4.973000457,1.325098538,2.318606075,1.541861719,0.886355044,8.621816722,1.820526189,1.84402403,4.335826224,7.649416428,6.915894911,2.851499202,0.253505262,0.654710488,0.032665112,0.091530593,1.292016034,0,5.189524131,1.490878146,1.262974292,1.906351889,3.422381031,5.79478754,8.330028137,2.280540663,6.725479419,5.442316534,3.810206577,5.46086049,0.574053054,1.986920567,4.156768731,5.575505968,3.388878339,2.708275539,4.614898265,2.390695197,2.059112962,0.055195654,0.115033243,5.224781194,4.834286474,3.433293326,2.071625394,4.936897012,2.544163872,2.843019046,2.074471184
TCGA-2Y-A9GV,1.424399673,11.29246837,12.17906337,11.04718855,5.814922072,5.287387333,3.980308692,3.452094595,5.037096642,3.270663488,9.12286293,7.993545867,3.783309968,1.919912089,5.930399092,4.165067776,0.782995589,5.529596093,5.37309831,1.114633549,4.662142822,2.170950553,1.43065995,0,2.840463234,0.171591153,0.165558254,4.685811231,1.183073576,0.074505436,3.568555078,5.877761425,3.154696614,0.264236151,0.830742091,0.272023189,0.039980598,0.056860943,1.055681562,0.260507478,4.140050582,0.826762016,1.233458623,0.921360157,5.593237227,4.936152641,9.633773025,1.928199748,3.820812077,5.712337151,0.72368961,2.575941557,1.187831077,0.344487663,1.155490198,4.931441957,0.614285806,3.830316179,2.96264156,0.578793833,2.284129126,0.13211616,0,1.098756408,0.947628757,0.525668007,2.138847227,5.054288478,2.067638717,2.57233188,0.189666447
TCGA-UB-A7MD,1.427775786,10.76344154,11.19836824,11.51106741,6.309525466,6.333695645,4.425727838,5.051968026,5.599716503,3.776556734,10.05320748,9.457195348,3.085679587,1.218223197,6.436128517,5.187898363,1.341587315,4.878151484,4.936430647,1.378345149,5.359225967,1.52431447,2.256135077,0.357720896,1.599508236,1.676628488,0.740711733,4.792329599,1.147762557,0.483054736,5.033035294,6.02252983,4.190314597,0.264236151,0.234991741,0.45785691,0.030124161,0.164400135,0.550999139,0,4.990818751,0.660107166,1.214435698,2.798714147,5.106942898,4.028586832,8.658261476,2.025489533,3.070784297,5.913107221,1.093492569,2.820791659,1.159887479,0.455018097,1.135337857,5.114633549,1.538587825,4.183962835,3.234378689,1.093357346,0.757961973,0,0.106214296,1.664619367,1.343635224,0.955312803,2.240619629,4.713343895,2.579880081,3.04949137,1.221010895
TCGA-4R-AA8I,1.434314879,10.4079644,11.41190063,11.41260044,5.923199108,5.487975054,3.686915067,6.082645115,2.10390043,2.50586553,10.39685958,10.06807167,3.425096706,2.364544419,5.122478083,3.535132267,1.511265613,5.420863001,5.67306734,1.658782734,4.319234957,0.840765337,1.317709263,0.931985556,1.826070476,0.253989266,0.490056624,4.144372734,0.918691534,0.442863897,3.640424268,6.640422821,3.526845053,0.226755123,0.238542314,0.098015234,1.662524544,0.095046725,1.258760107,0.323543009,3.757524688,0.796597754,1.732573121,0.418351888,6.147557032,3.734590407,9.300157366,1.827087332,3.306714287,4.851599143,3.884490472,3.045809889,1.288653864,0.251325232,0.6992851,5.031046656,0.973207154,3.589607706,2.565548435,0.421802281,0.372729271,0.057415612,0.119422583,1.437600618,0.668845283,0.676086834,2.297895714,4.259400553,1.756382855,2.77089246,0.21685836
TCGA-DD-AAW0,1.434726831,9.135822389,9.482272114,10.06620466,6.610308807,6.02848959,3.853925805,4.72306156,6.143554643,3.822444639,9.941486952,8.373862634,3.335611878,1.999458888,6.506920832,5.709417473,2.607318476,3.94437122,3.570572222,1.305095011,4.974410001,1.009490503,2.540870414,0.889707158,1.237074171,0.524264315,1.420617139,5.308546545,2.291780348,0.50771854,3.657171225,5.385237745,4.043598232,0.255561159,0.140647793,0.163498732,0.112766845,0.15885403,1.588948446,0,5.815288501,0.794353478,2.46346552,2.152832405,4.248413392,5.620202227,7.94277663,1.940580232,4.079941254,5.402718767,1.229957009,2.705358681,1.51717489,0.508530069,1.745065188,4.955201193,0.844064215,4.052085442,3.678049363,0.618614553,0.71087805,0,0.10259095,1.396104674,1.375623344,1.082225699,2.064055064,4.074599626,2.000144262,2.059562944,0.719227257
TCGA-G3-A7M6,1.435005021,9.678890409,9.297675429,9.169677518,6.234629689,6.164633442,4.979087884,4.192541381,4.148942237,3.997563396,9.19611668,8.717045406,4.652824901,3.403213177,6.24918363,3.834630322,2.112700133,4.512675683,3.980592027,1.084540548,5.783516896,0.931758688,2.139436751,5.060803995,1.023468281,0.394075066,0.112366523,5.218192192,2.215274772,0.800744624,4.70655818,5.087874375,4.777598562,0.272978695,0.051998468,0.505281211,0,0.615039565,1.063433912,0.106884289,6.988897099,0.927517246,2.400783823,0.54912698,6.335131272,6.967881016,7.362021826,3.182199663,3.954187003,5.863145543,1.805375011,2.294929471,0.652601218,0.591296434,1.931569603,4.750467159,1.306553899,4.14018968,2.223947632,0.841006975,0.499680087,0,0.109962253,1.745280365,1.3918227,1.735392199,1.87935289,5.939217173,1.692828883,3.556748208,0.419538892
TCGA-DD-A1EF,1.436268249,8.345247329,8.568460835,7.648208721,6.168096429,5.5252295,3.622461867,4.363332302,5.972899395,4.068963103,9.249102547,7.721283104,2.070973158,1.324637815,4.209578134,4.752052762,0.874206786,2.767506496,2.799999066,0.8522386,5.726547881,0.961993677,3.074728057,0.092478087,1.898866172,0.699551633,0.188400925,5.039936745,1.825337895,0.836893627,5.851691582,4.555969495,4.948610191,0.733093981,0.159112461,0.269152867,0.049212535,0.200504353,0.552278691,0.166329818,4.368440109,0.675725619,2.763921421,0.515409693,5.249619789,5.015457427,8.63331895,1.627373373,3.684706549,5.688653158,2.066950244,2.942627102,2.005184376,1.019630756,2.54915163,2.978012535,1.780646059,3.221830691,2.705734668,1.612682759,1.096599207,0,0,1.9339125,1.740841233,2.213222839,1.214932986,4.242145161,2.59636272,3.666836108,1.19761381
TCGA-5C-AAPD,1.439624381,9.872304272,10.42406454,10.42886157,6.905711913,7.319704632,5.368597255,5.440995372,6.310707292,5.186706552,10.98000851,10.59291229,2.717232238,2.332220987,5.154242941,5.946129612,1.055542748,3.656267535,3.19638672,2.022971399,4.485999927,2.2025431,4.93161215,2.171911347,1.241352086,1.07990713,0.599603448,6.436658247,1.02353925,1.245617353,5.412056609,7.968665065,7.820806334,1.450168697,0.281312491,0.130535557,0,0.085696581,1.331991778,0,5.106122148,0.700528497,1.661886385,1.603691617,4.413492538,5.395580404,7.170634152,2.030124161,4.504194512,5.938055206,3.542233282,3.83613622,0.482951513,0.495899786,3.657902913,5.799102852,2.959046772,2.268464337,4.005516764,1.691042761,1.551491409,0.196481149,0.255561159,4.110563697,3.122589898,1.939828359,1.428517625,5.21744788,4.571027512,4.295238127,1.458382004
TCGA-DD-AADA,1.441282539,9.898421512,10.1156907,9.220342048,4.730009488,5.004321606,3.356636835,3.131852846,4.357734969,2.875937296,8.086950381,7.375155885,3.929800464,1.062674363,2.532591257,3.571506928,1.337825247,4.32349257,3.935997122,0.442014566,3.772065112,0.644963754,1.997942693,0.024035935,0.937118365,0.06681251,0.283803271,5.620647988,1.504315297,0.675725619,3.041435749,3.39329263,3.897559913,0.627700213,0.021195425,0.176195095,0.074231394,0,0.382611923,0.168385305,4.509645176,0.414568547,2.779932051,1.040191072,4.608513578,5.916125482,8.3184461,1.598555773,4.419626529,5.616037102,1.22607689,2.897801902,1.549324164,0.617768646,1.342782282,2.892410456,0.872237774,3.31275229,1.341074883,0.744763887,0.123931008,0.124328135,0.045303168,2.810401972,1.079838881,1.059147581,1.180084193,4.136749191,1.237747256,1.748031796,0.391437798
TCGA-2Y-A9GW,1.446039741,10.2183288,11.00041612,10.2673971,7.039534335,6.436275129,6.389253597,6.441091678,5.832492586,4.329259964,10.64421655,10.11809986,2.615534006,2.912285792,6.28348475,5.91227621,1.133497768,3.476381688,3.614792281,1.761242715,4.544392649,2.01834931,4.364957566,0.856706881,1.235972083,0.804136185,0.118492626,5.210342104,1.601316184,0.533762671,3.664971999,5.180641196,4.79559034,0.305328532,0.092748686,0.081884967,0.028286243,0.040261223,0.845349538,0.097071371,4.725872007,0.806035283,1.287058517,1.058593577,4.133349802,4.884607689,9.091135179,2.315971913,2.28868339,5.592770957,2.170598102,2.325501549,0.480368537,0.575505968,1.470042216,4.137224794,1.450907702,3.087717412,3.523900636,0.91823356,1.337482754,0,0.05088474,0.979147348,0.748890543,1.04194383,1.339422474,4.696978651,2.433279971,3.305036624,1.104269556
TCGA-RC-A6M6,1.45520917,9.983153659,8.418698058,9.995551084,5.409608173,5.182807486,4.236798728,4.317398142,2.795496833,2.407842178,8.764999935,8.405160188,3.712078474,2.428490826,6.704519269,4.148576233,0.764940573,2.544979883,2.066468117,0.218347209,6.775524688,0.657274141,1.532965216,0.215740713,1.185295696,0.340163443,0.037171338,3.378927725,0.299361898,1.4826418,3.554552016,4.649351037,3.858279453,0.203138497,0.146003451,0.727179863,0.030124161,0.084744621,0.427284346,0.10353121,7.168524708,0.368377246,0.501515577,2.07429991,5.093424959,7.755208733,5.455129915,1.38056323,2.093830572,5.733812568,0.780058078,2.019096959,0.752234781,0.139338514,1.412293771,3.499629068,2.335940529,2.174534255,2.414487367,1.229957009,1.540870414,0,0.054223347,1.924213928,5.228368499,1.492212122,0.612116552,4.515371844,3.607117223,2.775387728,0.438612232
TCGA-UB-A7MA,1.469113482,10.07160461,10.10858875,10.43822703,5.63841564,5.833932428,3.440899059,4.683129369,4.58047717,3.182056609,8.573846728,8.040063914,4.862074426,3.614709844,6.736925469,3.309685524,0.342440964,3.591715316,3.349704962,0.701238528,6.337637957,0.329181016,1.660061517,1.538389168,0.532666057,0.313245852,0.180784391,3.833325288,0.705845234,0.384602458,5.308539264,3.867263911,3.140271497,0,0.183835831,0.908274918,0,1.41196851,2.117794765,0.13093087,6.58074397,0.245739032,1.374343989,2.984425295,5.335801219,6.381695216,3.890864946,2.943358763,3.27735994,6.167281648,0.796763858,2.236706902,1.408711861,0.203013171,1.083928155,5.19148764,0.905966975,2.666529378,2.002846513,0.500598124,0.39462389,0,0,0.819586442,1.105543992,0.800661803,0.749062231,4.597846971,5.081416328,3.042539283,0.52747075
TCGA-CC-A5UE,1.471853375,8.93632434,8.963006444,9.860798028,4.579306885,5.395851129,4.175149308,3.71267281,5.236565325,3.331275267,9.007859556,8.133339526,4.160307106,2.608809243,4.609601325,3.950029753,0.053667449,4.160968578,4.010180083,0.730574748,5.890609631,0.520648536,0.896233092,0.205142241,0.585347168,0.167871708,0.919225654,3.954159079,1.098621677,0.282024581,3.541155484,4.168297044,2.711737171,0.076695902,0.132379425,0.685536541,0.032665112,0.046560906,0.95910243,0,4.093441862,0.478920048,1.700661654,2.263184679,4.640256507,7.039474018,7.71136068,1.123666196,2.723252735,4.936581408,1.029770897,2.006190289,1.236339539,0.077106244,1.06997707,6.414954091,0.898711418,2.095890672,2.539233271,0.434774991,0.485632912,0,0.058662839,0.830417598,1.005831115,0.541514839,2.5958378,6.128528496,2.005292186,2.645217451,0.260025656
TCGA-DD-A119,1.472629574,10.16282193,11.13519797,11.08680672,2.771272884,4.348366993,3.197708158,2.988920951,0.714311468,1.098756408,8.990379426,9.30646937,3.530707526,2.267655643,2.280124892,2.831755661,0.699995744,2.552500037,3.559320491,0.269870983,4.48520783,0.286289758,0.87774425,0.121943734,0.252415659,0.077789889,0.268793675,3.294708962,0.418135964,0.231923873,2.415785703,4.427472087,1.825948405,0.102322191,0.12498977,0.268793675,0,0.062259894,0.340391357,0,4.374803019,0.074505436,1.023326332,0.882760416,3.378234155,6.197930245,9.021247625,1.521000468,2.702768345,5.214482326,0.156784908,1.392427338,0.49978212,0.06942721,0.09396575,3.165944088,0.221938932,2.660426675,2.088955682,0.094506339,0.138814469,0.03745251,0.039699918,0.565889584,0.351402184,0.159370847,0.587364991,4.486810893,2.028463068,2.556306784,0.189033824
TCGA-EP-A3RK,1.475908852,10.88949332,10.88044011,10.43246621,7.121133548,7.745772461,6.081980806,7.828592234,0.710789906,2.265646924,11.34466114,11.19472614,3.261139625,2.95986287,5.688283884,6.031664265,0.735522177,4.769237505,4.28450673,1.886550147,5.447939495,2.324176946,3.706254254,2.475525927,2.05217241,0.886511129,0.691444831,6.722183196,2.132017423,1.331590576,4.880871604,6.792643252,5.458523091,1.340904032,0.541514839,0.341530387,0.084472517,0.040962548,1.301821736,0,5.209242795,1.001946325,1.530320495,1.210201813,4.449799053,5.693308526,7.367583365,2.131391932,5.314207086,4.919230422,2.755998484,4.420522824,1.16748639,1.232660757,3.358958826,5.330508206,2.658508562,3.453175137,4.015497569,2.039313894,1.663253523,0,0,3.719106758,3.838740035,2.757599356,2.050292722,4.716513574,3.794166298,3.882290891,1.706862041
TCGA-G3-A25X,1.476268873,10.95413901,10.55172614,10.66450426,7.09819214,8.179274165,6.239758899,6.631455016,5.041803688,5.196725061,10.73300235,11.02118716,4.405699708,2.402640327,6.433099662,5.488511796,1.225151512,3.886062338,3.436614943,1.344430849,5.939983465,1.72617728,2.830681254,1.749491362,0.807437359,0.700794799,0.203890227,7.112261211,0.654802126,1.057623558,4.651068917,5.050484284,4.643556078,0.871528271,0.228726355,1.653656238,0,0.12154595,0.972619139,0,6.831294575,0.276556218,1.351006344,1.790521838,5.629598506,8.059094029,1.26993081,2.74107862,5.19964879,5.601146785,1.286999397,4.377512488,0.805292456,0.135140816,1.808755717,5.317995001,2.997635651,2.773616619,4.117445707,1.2857573,2.123070192,0.764346155,0.672651629,4.007563306,2.772688026,2.228664795,1.272321853,5.171795285,7.151914613,5.019564042,0.656908183
TCGA-EP-A2KA,1.476272699,12.71066511,12.94072843,12.42133214,7.112575038,7.126965631,4.226886109,4.972756977,6.479492505,5.3451728,11.23605002,10.51329295,4.669253587,3.600257858,6.238370344,4.555380582,0.375623344,5.067694641,5.197830015,1.129217064,4.95321867,1.366811773,2.849218672,0.708672836,1.014212445,0.616357697,0.055056793,6.755883686,2.019417261,1.552524629,4.648649507,6.652979738,6.140013759,0.859333509,0.493032418,1.006262113,0.147697444,0.07244885,0.883620816,0.325501549,6.198061909,0.851279308,1.070320626,0.86844972,6.171903343,4.572010448,4.998317378,1.802813598,5.095333722,5.784629611,2.812580369,3.861955364,1.113833829,0.863462758,2.533289235,7.106679137,3.005795193,2.434187847,3.202762485,1.619084288,1.695860224,0.45206823,0.542307584,3.233489301,2.835337987,2.218750175,1.082566351,6.418734736,3.04745114,2.280154594,1.055195654
TCGA-CC-A123,1.477149668,9.439254522,7.776360649,9.3477281,1.21673422,5.434171163,3.679097207,2.640458974,0.514501036,0.71791217,7.089571241,7.433254929,2.993094631,0.165815488,2.522156212,2.288801492,0.217602977,1.614097305,1.604403485,0.221444053,5.16828902,0.159370847,1.049282249,0,0.539531071,0.050188223,0.657822903,3.022154722,0.385927957,0.29007047,3.457830651,1.348742316,0.675002916,0,0.069839625,0.231801023,0,0.153935011,0.462052319,0,3.254669622,0.048096653,0.395391894,0.143132156,2.991861931,6.910967656,7.161571303,1.514602026,2.661088289,5.379555119,0.023326332,0.927744783,0.435628594,0,0.060739158,1.760561617,0.801738102,1.900992359,1.63431446,0.404903122,0.331246599,0,0,1.16690822,0,0.355918372,0.522457558,3.426868547,1.590242708,2.081544154,0.063088712
TCGA-MI-A75I,1.484535129,11.84624331,11.45132565,11.14122834,4.348345745,4.713376891,3.445488353,4.438279543,0,0.121015401,7.879010959,7.830346605,4.415319248,3.035342381,6.110091752,3.090057358,0.161565256,4.660563586,4.427324578,0.897395338,5.480129378,0.887525271,0.632175135,0.628913543,0.766637562,0.102322191,0.860525852,4.412266669,0.624989873,0.207143205,4.180680974,5.492958739,3.368363276,0.370275897,0.07244885,0.240375394,0.595980979,0.082157559,1.235359447,0,4.798880007,0.397036241,1.142217362,0.982582947,5.317090572,8.098117905,6.76520188,1.626532588,3.155490198,5.578023911,1.75304823,1.849478915,1.000649067,0.023468281,0.886667197,4.558402345,0.684549469,2.788393384,1.874364191,0.535256711,0.237441347,0,0.152248331,0.961252884,0.695726623,0.722203692,1.060393312,4.714448855,2.007410813,2.750199149,0.211635253
TCGA-DD-A1EL,1.491660871,9.779685544,8.612683865,10.21210772,5.49092306,5.456379059,4.825633007,2.780814009,3.981350362,2.980665137,9.288643252,8.996122623,3.212553776,0.730574748,3.790699067,4.120783224,0.03083043,3.913444757,3.81238527,0.516721189,4.770120736,0.695281195,1.240680682,0.708584557,0.733527887,0.643763854,0.293605911,3.774217774,1.31254901,0.069289713,1.861518719,4.260439731,2.627863606,0.128689329,0.205642742,0.3222743,0,0.103933991,1.154453593,0.126708602,3.535940963,0.621430668,1.587028883,3.219834524,4.078225543,4.499029457,7.877205592,1.68009927,2.809002775,6.335567219,0.473527177,1.79360461,0.803805652,0.235481995,0.45438649,3.18718181,0.841248571,3.484112346,2.344430849,0.653060017,0.570074274,0,0.033652052,0.724999445,0.216113358,0.487177608,1.342952911,3.750970884,1.026162654,2.021657388,4.345666039
TCGA-DD-AAD2,1.500131096,9.303373449,9.875677176,10.41585424,5.75709794,5.665466678,5.123877222,5.01344886,2.307603387,1.507972192,9.397540303,8.630084706,2.849018454,2.274708939,5.295950723,4.914923239,1.465661085,3.409513136,3.708198274,1.425620431,4.786282698,1.857742184,1.85806059,0.824890024,1.32981248,0.16491497,0.058939855,5.171923352,1.867026632,0.439463568,3.000018034,4.502190552,3.852727993,0.330099418,0.267475872,0.110496882,0.038436182,0.158078456,1.291957116,0,5.709257546,1.339593501,1.340277405,1.000216388,3.829301597,5.987932472,9.228519781,2.242876843,3.819422945,4.97929371,1.034779158,2.844466001,0.786178129,0.404249185,1.16117825,4.327752025,1.337768171,3.257568875,3.060497075,0.870818419,0.788184543,0,0.134615244,1.566181934,2.015675968,0.690104161,1.426747809,4.266651633,1.535306486,2.366951617,0.344260395
TCGA-CC-5261,1.500772245,10.00405217,10.74647443,9.991268573,6.923108762,7.152167191,6.219257597,6.651664527,2.79636933,2.794540635,10.48383905,9.940879992,3.977050906,3.438146445,6.193830869,5.383369065,4.024957899,4.936633228,4.896325137,1.509341141,6.550662145,1.629752942,3.247821206,4.44882168,2.837095536,0.772645803,0.649385529,6.041249554,3.429374937,1.355298233,4.350744747,5.312563531,5.56799257,0.123666196,0.324349789,0.957914599,0.201884743,0.460585313,1.771167221,0.179128829,6.575469663,1.892507603,3.413336822,1.133497768,5.575006694,7.187344154,7.531703496,3.423860497,4.569314876,6.142139741,1.982546441,3.837983596,0.649937299,1.646899949,3.459707016,4.394671902,1.389952213,3.919120753,3.097357966,1.988084764,1.401248173,0,0,1.857781989,2.588180927,1.910003456,2.874737959,4.760582906,1.524063676,3.674664025,1.241596155
TCGA-CC-5259,1.517499861,10.66716256,11.31006053,9.795300383,1.914258349,4.561411681,1.260326813,2.655901322,2.133596404,0.420724919,7.266199975,7.081379044,1.862669589,0.344487663,1.943171193,2.092951601,0.234991741,1.792813716,3.710492381,0.283447708,4.006172332,0.358508792,0.712639798,0.240375394,0.258940968,0,0.51944126,5.023947254,0.704694936,0.702923453,2.648994564,3.215911521,3.428397025,0.22650853,0.028569152,0.049770152,0,0.267955212,0.448689552,0,4.430124667,0.166972472,0.586980861,0.371726122,2.977224963,5.955405806,6.810930175,0.497126915,3.453451731,4.189856179,1.330328927,1.752962625,0.5922537,0.053806444,0.698485208,3.023326332,0.742696124,1.679063417,1.018135625,0.209765266,0.119820952,0,0.119289768,1.766467953,0.809414444,0.754545489,0.313710226,3.439862459,2.468426919,2.951121492,0.381061828
TCGA-ED-A8O6,1.524713789,8.666969927,8.326455105,8.936095207,3.597197427,5.030993706,4.17832424,3.499603558,4.129381941,3.270020546,8.07080415,7.763280765,3.482332021,3.559968962,4.585635601,3.385113471,0.442014566,2.922578457,2.73415682,0.398788148,5.865213622,0.38294387,1.404685176,1.063364879,0.734395309,0.359746047,0.227124934,4.49273127,0.895225055,0.53216732,3.945794957,4.125808123,3.280035783,0.190172345,0.136453909,0.882603925,0,0.225521734,0.873183235,0,3.957246014,0.656450606,1.897976109,2.332765211,5.75283956,7.100596115,8.315374669,1.605067578,3.159435436,5.572334912,0.476537226,2.009633819,1.556355838,0.130271955,1.140516919,2.168962884,1.716200761,2.248716983,1.925163932,0.72141641,0.804466643,0,0,1.812498225,1.378622596,1.012783185,0.83163407,5.332657814,3.028551472,3.695615279,0.524665509
TCGA-G3-A25V,1.529791154,10.24140822,10.2947796,10.24945447,5.74987747,6.2656788,4.739794109,5.953411923,0.406645508,1.752448891,9.46677515,9.564949135,2.894875955,0.929715264,7.231369043,4.414602371,1.753989546,3.921369679,4.117021739,1.437121184,4.620768202,1.089362553,2.282024581,1.12763328,1.303634645,0.06942721,0,4.972848861,1.933459333,0.141955886,4.287169362,6.265997527,5.939943515,0.284277218,0.243790925,0.313594147,0.076969476,0.177343788,1.47019844,0.089904868,4.26886103,1.635150724,0.457016363,0.293958979,4.798532715,4.644894556,9.696596028,2.025241461,3.614050176,5.438904935,1.907813625,2.304014482,0.475396222,0.539034703,1.161500763,4.37953086,1.338110596,3.449336865,2.663868313,0.833659246,1.082906923,0.12895322,0,1.176322773,1.190867665,0.919912089,1.470875211,4.258081678,2.16546178,2.597960165,0.301470587
TCGA-2Y-A9GY,1.539213806,10.85973355,10.34205166,9.899613564,7.461160177,6.96512742,6.744633393,6.531222365,5.003746139,3.939912964,10.51828708,10.43588545,3.312650654,1.797179034,6.023641262,5.895721892,0.285461405,4.146353815,4.561069472,1.92641698,5.412889893,2.47884241,5.359605503,0.100439479,1.425351877,1.049142817,0.401739675,7.406849556,1.253384236,1.932023364,4.55293648,6.464401984,7.217668888,2.33714018,0.722640886,1.463308566,0.027012465,0.148218272,2.364684482,0.262433158,6.97855603,1.139142019,3.267281094,2.181993025,5.412527507,6.049831128,8.859359913,1.899098272,5.861781714,5.395758609,2.570632936,5.160343414,0.711759193,1.019559595,4.09842798,5.302421418,3.567569784,1.39709102,4.254170726,2.157981481,2.597340471,0.09017595,0.048654702,5.214789256,3.826324757,2.901764742,1.801200053,4.831127331,3.335783357,3.989584103,1.357326786
