"","ID","B_cell_TIMER","T_cell_CD4_TIMER","T_cell_CD8_TIMER","Neutrophil_TIMER","Macrophage_TIMER","DC_TIMER"
"86","TCGA-5C-AAPD",0.124193470120269,0.143073838372036,0.216972653121655,0.143567526076686,0.0424269757319289,0.576061546277449
"87","TCGA-DD-AAC9",0.100004469462428,0.141400928939753,0.173868608854656,0.117727955108419,0.0369606639002352,0.505610511674892
"88","TCGA-MI-A75C",0.0957885058278594,0.132455478064406,0.171179527688151,0.112216387262508,0.0292148313011702,0.485621826503428
"89","TCGA-FV-A23B",0.0997333020939306,0.13690200019141,0.200805513469748,0.124323842526154,0.0364594180990957,0.5275326072343
"90","TCGA-DD-AAVY",0.0844565881126779,0.09925431734942,0.167963178790173,0.10781234390297,0.0272717204398751,0.447489200131744
"91","TCGA-DD-A3A6",0.0920782524169557,0.144623109091554,0.233210296094629,0.117106302519444,0.0642416061295307,0.518702103954128
"92","TCGA-DD-AADD",0.086549203949945,0.103701466092526,0.20728973983099,0.112290565279971,0.0487005872964763,0.500135634720707
"93","TCGA-G3-A25U",0.0836731875428353,0.0976805000402962,0.17211104325088,0.111882863654673,0.0232307999238581,0.458895306848443
"94","TCGA-DD-AAE2",0.104001081387782,0.123230198469667,0.229044245731448,0.125814747418494,0.0503319512953326,0.514975232360458
"95","TCGA-DD-AAW3",0.0793847726504584,0.105166039283648,0.170663522421143,0.105011459899984,0.0279130849267375,0.452230010742153
"96","TCGA-DD-AA3A",0.125201559643136,0.148086717810508,0.161735858148201,0.137844998648477,0.0230500711533588,0.552296909761772
"97","TCGA-XR-A8TD",0.112119737563695,0.119535145465723,0.26565749893488,0.154294963884892,0.0621148119906373,0.572272079226078
"98","TCGA-BC-A10S",0.0907557632242472,0.123621814226136,0.220039488284013,0.127556543036866,0.0716973899229099,0.520039309115348
"99","TCGA-T1-A6J8",0.0853567595613298,0.120130794651677,0.164216789310468,0.112211670284814,0.0523074872796315,0.471819601372319
"100","TCGA-KR-A7K0",0.0895368496575776,0.110555685309837,0.182850888818901,0.125142889050582,0.0473712050544462,0.493634225098216
"101","TCGA-DD-A4NK",0.0819106151463635,0.110991621935203,0.181341872681482,0.104680335821712,0.0461594962913322,0.464280245745826
"102","TCGA-DD-A3A9",0.101195173845521,0.14319415967844,0.20011656970109,0.115151419381934,0.042141763926823,0.513110061609113
"103","TCGA-K7-A5RG",0.143960864306815,0.161562727080542,0.286144639169806,0.15388414296825,0.0488888833249367,0.605004337969038
"104","TCGA-DD-A4NR",0.106668298207455,0.167683941901064,0.274593264031009,0.163347221862085,0.0824193789623307,0.611393704536039
"105","TCGA-FV-A4ZP",0.0944100318221994,0.121044910193152,0.180808735606828,0.118572235854036,0.0303686220587554,0.514940307892456
"106","TCGA-DD-AACW",0.101106189382325,0.129557659585524,0.181936478409124,0.111135128910562,0.0334673822807831,0.492607992423537
"107","TCGA-DD-A1EC",0.116940431544873,0.16953735842534,0.309115430097939,0.167255288559771,0.0407083994573729,0.629678770085062
"108","TCGA-WJ-A86L",0.0927747791702931,0.10765561778544,0.158688162289326,0.112940434150628,0.0213775449023069,0.458252168936168
"109","TCGA-DD-AAEK",0.120192010087702,0.16827917126987,0.228860100737307,0.136022662440144,0.0509586049030806,0.563919589395203
"110","TCGA-FV-A4ZQ",0.125918760730827,0.150050061001096,0.273200955452304,0.145130209639984,0.0549269902144106,0.585772403401494
"111","TCGA-5C-A9VH",0.0897394119617167,0.152356417070359,0.172750486100017,0.11922607563878,0.0370215354950125,0.490243791706154
"112","TCGA-DD-AACA",0.09823199636966,0.109115524290672,0.183411888974581,0.112069326839707,0.0384767505257494,0.46862745024135
"113","TCGA-FV-A2QQ",0.098089984991012,0.136529146723075,0.199797239973549,0.120405367059792,0.0451249129187574,0.526124579428123
"114","TCGA-2Y-A9GX",0.0970376533109124,0.177416963177045,0.22908757412594,0.151982499887302,0.0675258665263748,0.592249478070579
"115","TCGA-G3-AAUZ",0.0906509842960855,0.129016409799116,0.192417639020619,0.115038552384296,0.0391724289938075,0.498181224783821
"116","TCGA-DD-AACK",0.0946410448099347,0.127403345204654,0.179308683266627,0.119251122086163,0.0435950716280655,0.491043575092615
"117","TCGA-DD-A3A5",0.0888410556510305,0.100868048315011,0.202376937115637,0.106662321218014,0.017415672037572,0.47507696412147
"118","TCGA-DD-AACY",0.0880897697099703,0.113247539716018,0.186143743702083,0.115652151204374,0.0298071235158645,0.46922354083702
"119","TCGA-BD-A3EP",0.136937767797542,0.179068410374094,0.202847156900747,0.141590805710466,0.0448044223135094,0.56572917882324
"120","TCGA-BC-A10Q",0.113227851407615,0.118462144244704,0.199544511977633,0.14031725608203,0.0602628614963129,0.535756560429971
"121","TCGA-CC-A7IF",0.0848914376864057,0.1174569844279,0.156458924406737,0.0985180685904812,0.0183425593102616,0.455880853040826
"122","TCGA-DD-AADY",0.100938734410257,0.123331455608103,0.170545352386127,0.108223207986114,0.037105506622284,0.481329547785001
"123","TCGA-DD-AACI",0.097380201037362,0.132157939541669,0.250538433111557,0.138743065401903,0.0519915551188999,0.549753717820683
"124","TCGA-CC-A7IH",0.0853092407002871,0.106874070893419,0.178454027907218,0.106348604934694,0.0238658449010783,0.459239514676406
"125","TCGA-UB-AA0V",0.0904556796797996,0.124710682804869,0.204083325044047,0.129233925835541,0.0542391713267116,0.506014673548918
"126","TCGA-DD-AAEB",0.0727316708962906,0.0941359218084862,0.178378293747075,0.0989224134466789,0.0127165658656171,0.441775253546546
"127","TCGA-DD-AAEH",0.0908200295605338,0.152115452097489,0.25200136810681,0.122428412598865,0.0354288261171751,0.526272259081104
"128","TCGA-CC-A8HS",0.104392974348309,0.136357394121615,0.180801018569977,0.121357633794489,0.0375868207398286,0.490153589413616
"129","TCGA-MR-A8JO",0.099368068973387,0.152676191830776,0.2129768102088,0.133845637194913,0.0466370902355456,0.535208996817578
"130","TCGA-DD-AACV",0.0869143866215375,0.0997416280073828,0.160559206517001,0.102313176935756,0.0291800130481443,0.442158748981967
"131","TCGA-ED-A7PZ",0.0860157353792838,0.101621749734832,0.143442260985403,0.104186470898954,0.0364649126150884,0.450094670270106
"132","TCGA-EP-A12J",0.0939064489313166,0.112213462949259,0.190272434403637,0.116414376789459,0.0337714821047183,0.47653861906339
"133","TCGA-2Y-A9H3",0.117200542172317,0.153453396949448,0.203498158790952,0.121183322567364,0.0426976661037069,0.522171658751853
"134","TCGA-FV-A3I0",0.109686276933499,0.144703539304194,0.185593128948025,0.144880709287844,0.0658021216134164,0.550012519544907
"135","TCGA-DD-AADI",0.116091686545541,0.174826153061801,0.219423088232132,0.135310191161347,0.0350428917843279,0.564972238266509
"136","TCGA-DD-A4NS",0.0996024211685087,0.166851736043684,0.246954119064412,0.154966928841796,0.0681790346675319,0.572398252015955
"137","TCGA-2Y-A9HA",0.0871418443267855,0.115713859541041,0.182624358688702,0.119517976522577,0.0456156445796462,0.49206067146821
"138","TCGA-DD-AACG",0.0941687454259332,0.113410450959119,0.179341367424757,0.107877791891891,0.0397712170704823,0.499578712262101
"139","TCGA-DD-A73A",0.0921988926982035,0.137034843237093,0.203185773326205,0.120103525580409,0.0313482359408252,0.500453026063448
"140","TCGA-KR-A7K7",0.104040922028835,0.128578477080488,0.219701211615498,0.121080703859592,0.0386260608321236,0.512918452106402
"141","TCGA-QA-A7B7",0.103660767353528,0.130518781281416,0.184089605238991,0.122034623753907,0.0156670974977818,0.481451204342496
"142","TCGA-BC-A110",0.0932787387664959,0.128000951791674,0.20673828531756,0.149899958535608,0.0598822945049819,0.537286404259433
"143","TCGA-UB-A7ME",0.119561558927612,0.170353102795935,0.216147187907951,0.131700880946233,0.0320667553280017,0.556961871752892
"144","TCGA-G3-AAV2",0.0813515542264391,0.108688435051296,0.178945056322304,0.108999871284949,0.0392403007745049,0.468461832786558
"145","TCGA-DD-A39X",0.0997123011892859,0.120487188569068,0.180564600346047,0.109221252792199,0.0440758580095305,0.505150043396373
"146","TCGA-DD-AAD3",0.0876179988670074,0.146256135499337,0.191331173425043,0.131014761942664,0.0460010043120515,0.515216305989927
"147","TCGA-FV-A3R2",0.0899914775720559,0.132399640263354,0.17772202277767,0.125268932830082,0.0434670179021885,0.496458734523089
"148","TCGA-2Y-A9H7",0.0987947471482718,0.141318622939622,0.170830867165547,0.11330386910086,0.0224662591881544,0.501145110989866
"149","TCGA-ED-A7XO",0.0945425794676682,0.12140268888113,0.200844382741909,0.138630497615067,0.0430826444712409,0.505923826985289
"150","TCGA-DD-AAVZ",0.107008142187059,0.133885528818503,0.178458849711635,0.115745177462088,0.0481606543120959,0.485136492480152
"151","TCGA-ZP-A9CZ",0.114833539185126,0.142008473410752,0.218663425411611,0.133839449967372,0.0518368433235282,0.562333133723639
"152","TCGA-G3-A5SI",0.0924303980871408,0.0905008462314875,0.154618119933184,0.0993804763240256,0.0208437089927225,0.441298628594935
"153","TCGA-MR-A520",0.0832223057907431,0.0942320328414093,0.198292961549197,0.105899300410499,0.0421147641976473,0.451698830937288
"154","TCGA-BC-A10U",0.0895714949714254,0.116296106796783,0.177981722620547,0.121694983119402,0.0625903426327767,0.47653223798601
"155","TCGA-G3-A25Z",0.0820217310172077,0.116522324230827,0.165219993994808,0.112047342942566,0.0424019047054564,0.490458770352767
"156","TCGA-DD-A39V",0.0873311382315573,0.119725190625092,0.221921779438975,0.124067813429904,0.036995980724655,0.528195746799765
"157","TCGA-DD-A4NA",0.121366712477955,0.143769362982526,0.20122040321569,0.155870957011724,0.0560456912494369,0.573861558653378
"158","TCGA-FV-A3I1",0.101692608435562,0.160516438576384,0.176727663277532,0.138360529836598,0.0429034135516068,0.562991164624244
"159","TCGA-DD-A4NL",0.0847463324098947,0.12292509941185,0.180003098750068,0.117386093414331,0.0421723740957304,0.473040672616327
"160","TCGA-DD-A4NQ",0.0925753910617753,0.116159082503939,0.171634656637151,0.143097886801258,0.0443420900689153,0.514448859454271
"161","TCGA-CC-A7IJ",0.109158799527113,0.17184006661932,0.29708762532737,0.172574161925236,0.111440721847895,0.654113954792884
"162","TCGA-LG-A6GG",0.0939018270855964,0.1236539024618,0.157574178519585,0.110490921680636,0.0259095929917255,0.47836324830723
"163","TCGA-CC-A123",0.089150977299019,0.104704569772576,0.170854780895211,0.100649355825512,0.0323381814362261,0.483010435902002
"164","TCGA-DD-AAE4",0.102426405850739,0.119164767286442,0.242312572853583,0.121430063513415,0.042200257145827,0.528766753458666
"165","TCGA-GJ-A3OU",0.105149122720271,0.195941852422265,0.232113433733222,0.173614451527248,0.0752027125813059,0.675121763327446
"166","TCGA-EP-A3RK",0.111163715760004,0.162420809408599,0.234300346331673,0.145071150453376,0.0551854227172021,0.605055943835362
"167","TCGA-MI-A75H",0.0887081701260035,0.125247298067989,0.220678867424513,0.123696083193656,0.0313894719659539,0.51662757532071
"168","TCGA-FV-A2QR",0.0800464761319749,0.113759515558636,0.185137701470157,0.125219238993407,0.0464496517955724,0.492157328854747
"169","TCGA-ED-A5KG",0.200339965275148,0.256581616103919,0.312023703763047,0.184447137704282,0.0488302763634816,0.691645054229703
"170","TCGA-CC-A9FS",0.0849280517619263,0.124935423696336,0.174074596793792,0.105129445321561,0.032038841517086,0.48385642138337
"171","TCGA-G3-A25T",0.103923059845496,0.139482096857421,0.191007168259694,0.13146033104802,0.0580757307207492,0.54228947112849
"172","TCGA-UB-A7MC",0.0976890327452012,0.100609644449726,0.17101744908852,0.112989317856492,0.0396365956116083,0.472228426339606
"173","TCGA-YA-A8S7",0.105234993906913,0.161057584000507,0.213496454465181,0.173951831912637,0.120407684808269,0.607044298540616
"174","TCGA-DD-AACN",0.109292397583037,0.146994436863549,0.206595739636849,0.13391708372848,0.0479538462479438,0.53687496838499
"175","TCGA-5C-A9VG",0.0947553863151238,0.130720642729,0.172040408682002,0.117625658934567,0.0489435598223359,0.505096434536595
"176","TCGA-BC-A10R",0.0858469589575936,0.137122748432517,0.136104426637356,0.115616479234131,0.0459771633953856,0.474645120589487
"177","TCGA-BC-A3KF",0.0849949305023927,0.116723216206265,0.1788191610997,0.108241491429192,0.0473639360026421,0.462225297920809
"178","TCGA-CC-A5UE",0.0976194977591583,0.127301583009447,0.179221317164407,0.116292032438819,0.0349894818725536,0.521324768927429
"179","TCGA-MI-A75E",0.0983662806112374,0.140302735065079,0.195176200349639,0.127556022261898,0.0435137651699841,0.509099014770394
"180","TCGA-G3-A7M8",0.0818455861750996,0.101073682668013,0.177149682268945,0.11425301854626,0.0527896398620223,0.479419227491923
"181","TCGA-CC-A5UD",0.0929352380023689,0.12277671557572,0.199184740767424,0.118923368697813,0.0434713537507782,0.501964812108754
"182","TCGA-CC-A9FW",0.109994421241296,0.131354991669357,0.181146512837942,0.120009338399803,0.0317176027544176,0.505785991606506
"183","TCGA-BC-A10W",0.114407291771118,0.126504100076928,0.208638282970589,0.145236315481919,0.0634692635826082,0.569410169760319
"184","TCGA-2Y-A9GW",0.0949461547725585,0.156110287563235,0.173506441107785,0.143373921225181,0.0353730645469801,0.582407308346717
"185","TCGA-WX-AA47",0.0849851115327613,0.0964693007287449,0.121778085144715,0.0995044781502467,0,0.41963620592623
"186","TCGA-DD-AADC",0.101620327994485,0.117771419495193,0.195699488824999,0.123978959224236,0.0436416250513893,0.508555644425978
"187","TCGA-DD-AADQ",0.0918257898719241,0.10773118566735,0.178788643002579,0.116151010009334,0.00891094469004093,0.467670572753101
"188","TCGA-DD-AAE9",0.0821453452416922,0.113384472714596,0.149282811535884,0.101189267221337,0.0345992059333207,0.449277884995017
"189","TCGA-ZP-A9D1",0.0996758752058094,0.159338414556671,0.199547894585577,0.130272794322036,0.0333968262618541,0.526139802191642
"190","TCGA-G3-AAV5",0.0967829228551481,0.119764924308538,0.167798013284974,0.109611767055083,0.0382756510496425,0.470485550843876
"191","TCGA-2Y-A9GZ",0.0812347967167544,0.106847085941531,0.172686605583224,0.107485246896388,0.0257186023275428,0.460879226024744
"192","TCGA-RG-A7D4",0.145862122932887,0.140970789619567,0.239820834005623,0.131659061145476,0.0308573257441172,0.554984390069452
"193","TCGA-EP-A2KB",0.0909565674830774,0.0996865098111583,0.185911341875485,0.105968877062402,0.0218954851323584,0.479325502089813
"194","TCGA-DD-AAW0",0.0905192712600862,0.162614770883856,0.193865731358215,0.138010773355638,0.0513646747310376,0.562331718240555
"195","TCGA-DD-AACQ",0.08368468358334,0.103457114007743,0.142904352760228,0.104336181651524,0.0128846566367134,0.430978441958315
"196","TCGA-CC-A8HU",0.0816909349986594,0.119677316202692,0.166918879341363,0.1169117230438,0.0564820595284175,0.474028977176982
"197","TCGA-MI-A75G",0.0847435732668552,0.107864720542355,0.155040919786355,0.104466640663733,0.0230765021822708,0.445521249154394
"198","TCGA-DD-AAD1",0.139418884548551,0.191592883941154,0.232048492137597,0.149807678322261,0.0500618260987453,0.593645292686169
"199","TCGA-CC-A8HV",0.0951027010753882,0.136988676587718,0.12706317085566,0.110622886977733,0.0239387093168848,0.461075086939531
"200","TCGA-DD-A1EJ",0.0923612074112383,0.129122447770915,0.16677350183544,0.122485680129224,0.070842225515042,0.52897115709022
"201","TCGA-WQ-A9G7",0.102676112540909,0.149039766003307,0.113792557746872,0.120794946095275,0.0275002370503275,0.473802733968441
"202","TCGA-NI-A8LF",0.0815695541574971,0.111101070008344,0.185528404355264,0.106621841596898,0.0328679105660851,0.458790958272163
"203","TCGA-BC-4072",0.111235896565352,0.147939992472973,0.243772567347705,0.164598223897633,0.0446396496531968,0.596229593666434
"204","TCGA-DD-AAD5",0.104556489860144,0.135135765702815,0.161833578111967,0.149485074328422,0.0919999638466374,0.540290390288207
"205","TCGA-2Y-A9H5",0.0972184439325978,0.158043690322903,0.17676165540644,0.124087732807525,0.0337469242741781,0.508567290008693
"206","TCGA-BC-A217",0.102633347977406,0.135136593971767,0.213549541277159,0.12434660436,0.0401396129282458,0.531480206722724
"207","TCGA-DD-A3A8",0.0742083462046438,0.100068659282484,0.176848649793527,0.10667124111743,0.0129131371877625,0.444761780728727
"208","TCGA-CC-5258",0.100710308900478,0.136243066629816,0.198361540841558,0.136918256972802,0.0406971333350462,0.561016396385161
"209","TCGA-BC-A5W4",0.0859772772513715,0.103993938685167,0.150195945468475,0.0964003623965053,0.0233235849036979,0.433614171787645
"210","TCGA-DD-AADF",0.10571036957006,0.0902607113216045,0.190485683167675,0.103491805153506,0.0194576051909421,0.44629091348746
"211","TCGA-DD-AAE1",0.102808023562117,0.124736644385436,0.170255712565503,0.105322341228798,0.0243879743658036,0.479370612034411
