"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-mir-1180",1.41535498616484,4.20811231524933,7.89869172453789,5.65253030118082e-13,1.58692679052554e-11,17.2588671972933
"hsa-mir-4652",1.36001259845256,0.918245254594097,5.59436085952988,1.02784642007248e-07,1.29756987661498e-06,5.32242708502474
"hsa-mir-3200",1.32444840935021,1.80127780360511,7.49410116969681,5.44621713110774e-12,1.28054180295171e-10,15.0150576792364
"hsa-mir-501",1.32354999180382,5.77985876935222,9.41551674038193,8.15148300016305e-17,4.94610952364732e-15,26.0467036052874
"hsa-mir-532",1.28261439512164,10.1922610192535,10.213089498897,6.6738741323886e-19,4.82829124731652e-17,30.8346250487437
"hsa-mir-221",1.25318300209823,6.59247495504583,9.22875591677426,2.48050440849747e-16,1.29606355343993e-14,24.9389958564023
"hsa-mir-222",1.22155054029244,4.81089546072541,8.98871807480296,1.02819830029957e-15,4.71717317771582e-14,23.5243480018058
"hsa-mir-3677",1.19638336876271,2.34754478970221,7.59810863389507,3.0561915595184e-12,7.37012349160784e-11,15.5869528163359
"hsa-mir-589",1.19014815054751,6.23953158414105,10.6542823330811,4.54784543774118e-20,3.56437386182965e-18,33.5141272128041
"hsa-mir-4326",1.18430871726444,2.41537472479277,6.65889350580041,4.94195385068293e-10,8.68767775059307e-09,10.5626235571028
"hsa-mir-18a",1.17438086341879,4.16373191526687,7.16052060806476,3.39426705706031e-11,6.6779283953536e-10,13.2056099825955
"hsa-mir-891a",1.13563666887417,0.992597460637691,4.66748413761754,6.72893743254488e-06,6.26590658941432e-05,1.25698634898791
"hsa-mir-34a",1.0967221011737,8.02423090873207,7.24594402290009,2.1319212384952e-11,4.60936074667754e-10,13.6652472212569
"hsa-mir-103a-1",1.05421917618517,13.4810204026139,8.98150223317971,1.07293452806564e-15,4.80521392212255e-14,23.4819897877822
"hsa-mir-184",1.0421304684283,1.34136459146529,3.46302047819099,0.000697059772508541,0.0043130573423966,-3.17200769439489
"hsa-mir-103a-2",1.04085903022753,13.5094469672383,9.18190297089214,3.2764973698646e-16,1.66570041965279e-14,24.6620433976911
"hsa-mir-1301",1.01179753032588,3.33094480505241,7.81130379582161,9.25724550115057e-13,2.41845538717559e-11,16.7699619284286
"hsa-mir-20a",1.00180418693856,8.94359018464102,5.78429847572046,4.12176235377041e-08,5.53788213388725e-07,6.21631511182221
"hsa-mir-885",-1.01999475575372,8.00850066005877,-3.43077918730916,0.000778475535862892,0.00476414548133884,-3.27562302086735
"hsa-mir-505",-1.02252064717068,6.45492950089908,-7.18777422646575,2.92701373704126e-11,5.9844704775811e-10,13.3519661993731
"hsa-mir-378d-2",-1.0320295137368,0.930641941142932,-11.1780931524762,1.84245984879311e-21,2.1660418597374e-19,36.7147203803078
"hsa-mir-152",-1.05058735755033,8.18406733038025,-5.83725706337794,3.18459846924201e-08,4.39556428213911e-07,6.46893717724653
"hsa-mir-10a",-1.05723211055013,13.7401667207579,-5.54775165815663,1.28263596789791e-07,1.58726201027367e-06,5.10604030795762
"hsa-mir-592",-1.06916525093437,1.99398345467304,-4.56570078322495,1.03318814459242e-05,9.08143411204834e-05,0.843097778498095
"hsa-mir-22",-1.09219145236378,17.0904602868295,-10.5447089205677,8.87478154624752e-20,6.67738563539663e-18,32.8470375715503
"hsa-mir-369",-1.10180131604485,3.8584452852945,-5.24885187491415,5.16555875924297e-07,5.81821318930301e-06,3.74725815919548
"hsa-mir-379",-1.10288530601272,9.42603500723652,-4.23597000777119,3.96355978203088e-05,0.000313254451680676,-0.449626676237877
"hsa-mir-136",-1.1098819080716,5.0524321674488,-5.08779697084986,1.07248782617107e-06,1.14622136422033e-05,3.03657729669773
"hsa-mir-874",-1.11519689312177,4.53334192579273,-6.49188179751663,1.17992099536118e-09,1.99948774078773e-08,9.70547456644694
"hsa-mir-4662a",-1.12030238174546,5.49364194333582,-5.43348667323515,2.19693849902549e-07,2.58277582291684e-06,4.58062994513709
"hsa-mir-542",-1.15760110366533,8.08343953993246,-9.32701482911634,1.3821542956011e-16,7.64656538242844e-15,25.5210545336599
"hsa-mir-148a",-1.16164673791883,16.2859700627165,-7.93136360886256,4.69797790483257e-13,1.35952252907539e-11,17.4422302737802
"hsa-mir-3065",-1.20218030883221,5.00882072058243,-5.47388063704404,1.81775396411953e-07,2.17783134172538e-06,4.765537728153
"hsa-mir-145",-1.22650918379123,10.1720757247489,-7.54904914336146,4.01526360998985e-12,9.56039348150747e-11,15.3167547232781
"hsa-mir-3614",-1.24846246737919,2.36852868075962,-8.59453161758738,1.03792121081649e-14,3.8280976422467e-13,21.2260830411138
"hsa-mir-455",-1.25673677673595,9.64787925529582,-8.50310774622916,1.76634911909937e-14,6.26887300570928e-13,20.6979071102211
"hsa-mir-758",-1.26395166362861,4.29893545677821,-5.09474247686851,1.03953638424238e-06,1.11735310786281e-05,3.06690561464033
"hsa-mir-511",-1.26504882906039,4.26509808122451,-8.27144365510764,6.73844454415422e-14,2.18534727371622e-12,19.3685076463447
"hsa-mir-450b",-1.27985968323389,3.93724636419455,-10.0638024878897,1.64972223816103e-18,1.14930649258551e-16,29.9323213845332
"hsa-mir-450a-1",-1.29431363215527,2.69518991491601,-11.1054187832273,2.87703393119806e-21,3.18335342622562e-19,36.2696910566136
"hsa-mir-654",-1.30338991233362,4.96839484671725,-5.20622784017815,6.27615629701249e-07,6.98547336963343e-06,3.55767548271268
"hsa-mir-450a-2",-1.32048291030097,2.71638802026227,-10.7597905528499,2.38719248647588e-20,1.95230829002658e-18,34.1573520017036
"hsa-mir-326",-1.32155773791883,2.69187701635893,-9.35596828919547,1.1630309491171e-16,6.62927640996749e-15,25.6928789814603
"hsa-mir-122",-1.32250631093044,14.0339967589141,-4.84560363354713,3.129477436074e-06,3.13114205173149e-05,1.99753109233741
"hsa-mir-337",-1.32673749616419,4.91414315819482,-5.85830756580505,2.87316618613582e-08,4.0331534299414e-07,6.5697540479963
"hsa-mir-376c",-1.32693318431578,2.97520292969607,-6.93622293486022,1.13714454808921e-10,2.11779098510476e-09,12.0116252996289
"hsa-mir-378a",-1.37337658842044,10.2019911560896,-9.06450762112961,6.56994453440104e-16,3.25212254452852e-14,23.9698513231605
"hsa-mir-375",-1.38280606255328,11.2698761435902,-3.66284516317601,0.000345684240268902,0.00230578743243193,-2.51157169650736
"hsa-mir-100",-1.40785042685726,11.8540206416385,-7.09137494434861,4.93670030885984e-11,9.47544212343404e-10,12.8355124062526
"hsa-mir-29c",-1.43925969654449,10.981525183106,-8.61359156703238,9.28808349241495e-15,3.4941770098465e-13,21.3364384940356
"hsa-mir-101-1",-1.44027431158613,13.1562809306609,-13.43817910755,1.72662605982034e-27,4.05972952315258e-25,50.5936691786852
"hsa-mir-497",-1.47795581325815,4.20365841629753,-8.87397117079857,2.02169249770179e-15,8.45067464039349e-14,22.8519844462552
"hsa-mir-101-2",-1.49777909422333,13.2486919038639,-13.4580639824385,1.52891750614394e-27,4.05972952315258e-25,50.7153931468519
"hsa-mir-411",-1.59215580250476,3.32411495329152,-7.9360284463458,4.5754210142649e-13,1.34474483247379e-11,17.4684357389934
"hsa-mir-130a",-1.61952445085568,5.97731742028858,-11.0905754518459,3.15111079121287e-21,3.29291077681744e-19,36.1788297385988
"hsa-mir-1468",-1.66427182374927,3.57643165431341,-8.34905461920063,4.30877000123947e-14,1.44728506648776e-12,19.8123991515814
"hsa-mir-1295b",-1.66686448055866,3.58169424148064,-7.09401924139783,4.86663061384437e-11,9.4372496748879e-10,12.8496332081159
"hsa-mir-214",-1.746103435578,3.9184804569975,-7.22164246182779,2.43410362348613e-11,5.08727657308601e-10,13.534219796174
"hsa-mir-144",-1.7641441512032,7.09026152800316,-7.99785575745461,3.22135268438106e-13,9.61803872908059e-12,17.8163485115107
"hsa-mir-33b",-1.7790564839027,3.4129227226876,-8.4038834237927,3.13896487586677e-14,1.07352598754644e-12,20.1268974502059
"hsa-mir-125b-1",-1.79634366251394,7.8321519012324,-10.7950320112444,1.9245149632286e-20,1.64546029356046e-18,34.3723806896062
"hsa-mir-378c",-1.80795294275785,4.05462670716197,-11.7290507583995,6.24663671268556e-23,9.79160304713462e-21,40.0955253361119
"hsa-mir-125b-2",-1.83505414831815,7.99145759615806,-11.0267509969938,4.65949787466386e-21,4.61290289591722e-19,35.7882734693379
"hsa-mir-486-1",-1.88022633112583,5.94301534143239,-8.74272121101925,4.36770137552163e-15,1.74800984837366e-13,22.0862199142957
"hsa-mir-486-2",-1.89356681089765,5.93144824569098,-8.86867001160331,2.08571525384257e-15,8.52876172277799e-14,22.8209860356231
"hsa-mir-451a",-1.92139524818045,9.10840172141573,-8.2231988004709,8.89135737100515e-14,2.83468529065435e-12,19.0933498530401
"hsa-mir-199a-2",-1.94185200104911,9.68819083373536,-7.32707471732493,1.3676067585793e-11,3.0264333092796e-10,14.1042013165886
"hsa-mir-199a-1",-1.94619625840929,8.97454446954081,-7.2046504634388,2.67017620952945e-11,5.51934225288449e-10,13.4427296847636
"hsa-mir-383",-1.98867974493476,1.6086012302092,-9.05359000635881,7.00824291385014e-16,3.3801294669108e-14,23.9056082850952
"hsa-mir-199b",-2.02730209323979,9.88738054690584,-7.64529288972279,2.34898786095291e-12,5.8912615552699e-11,15.8475521646582
"hsa-mir-195",-2.09312097750967,5.04587920047366,-10.8136018419991,1.71792860327104e-20,1.53877319178706e-18,34.4857210202616
"hsa-mir-3607",-2.18570805802899,5.95772635191439,-8.68568703949687,6.09766064352372e-15,2.38952076468086e-13,21.754602601042
"hsa-let-7c",-2.20864314536752,10.7543669027674,-11.611237988992,1.28884118756976e-22,1.86485405678363e-20,39.3717804256394
"hsa-mir-99a",-2.2130063178808,9.0105663304241,-11.2448225746818,1.22349365212278e-21,1.53426103976197e-19,37.1235718428503
"hsa-mir-424",-2.27920748855813,7.49421259374589,-15.3875306280971,1.29554074575949e-32,4.87382428554718e-30,62.4124931060939
"hsa-mir-1247",-2.41143119067602,3.46443535590544,-7.08209753627549,5.19051172738385e-11,9.86197228202932e-10,12.7859908225248
"hsa-mir-675",-2.47521636351715,6.63869441910443,-7.41168124932093,8.58804114772543e-12,1.97001285352092e-10,14.5644058277665
"hsa-mir-5589",-2.65346417349682,3.59630979123723,-9.37708301381606,1.0253843411119e-16,6.02733733009839e-15,25.8182720015344
"hsa-mir-139",-2.78569937538523,6.835066139643,-16.9724262498112,1.12842355356693e-36,5.30641176064849e-34,71.7843162382457
"hsa-mir-490",-2.86696858028981,1.24596848603131,-24.462669704272,4.16697532016651e-54,3.91904028861661e-51,112.07249782414
"hsa-mir-483",-2.97233438745001,4.80536933687119,-5.76625207369743,4.49906755117838e-08,5.95968032659614e-07,6.13056359108985
"hsa-mir-1258",-3.29302091843159,1.70860771018815,-25.3263845365775,6.35946583718014e-56,1.19621552397359e-52,116.272862043386
