"","substanceBXH","geneSymbol","moduleColor","GS.Activity_score","p.GS.Activity_score","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.blue","p.MM.blue","MM.turquoise","p.MM.turquoise"
"CASP2","CASP2","CASP2","turquoise",0.109739513195955,0.0361077131026847,0.579857804549244,3.56158681250443e-34,0.357081475537926,2.03894174388263e-12,0.711149940539178,1.66881054260813e-57,0.813727401468865,1.49094944541599e-87
"EMC2","EMC2","EMC2","turquoise",0.109705407699041,0.0361659168994613,0.277102135714776,7.38202066692399e-08,0.141989078354441,0.00658422747895965,0.402671552492356,1.16412191453862e-15,0.487105008839813,3.80620847570942e-23
"PRAG1","PRAG1","PRAG1","turquoise",0.109550308710567,0.0364316115990799,0.315146789602975,7.37478342782687e-10,-0.0677112800881631,0.196819287080702,0.219739515803253,2.27943874400805e-05,0.456273760559314,3.61559822080368e-20
"TSC2","TSC2","TSC2","turquoise",-0.108585447862828,0.0381219543052069,0.261326019626737,4.1106182175134e-07,-0.0579660045751557,0.269346237992157,0.329801458702794,1.04091211505793e-10,0.590897799183109,9.85220460842417e-36
"FLNB","FLNB","FLNB","turquoise",-0.108475333129754,0.0383190210698039,0.306343821135051,2.27394739443054e-09,-0.0030388165475603,0.953862132913592,0.390769756368309,9.16340300541721e-15,0.720570253875136,1.08628144768762e-59
"PRKAB1","PRKAB1","PRKAB1","turquoise",-0.107312285388368,0.0404536480707431,0.240533657725652,3.35098873788681e-06,0.161998295754956,0.00190349313920812,0.521629205764675,7.37118922015641e-27,0.589003200993567,1.84153945370236e-35
"MAZ","MAZ","MAZ","turquoise",-0.10711338503992,0.0408285771308659,0.308128186846327,1.81532045898152e-09,0.0793928525253743,0.130029315255078,0.476840332314955,4.03196453827695e-22,0.74534562017871,6.76080358735163e-66
"ARSB","ARSB","ARSB","turquoise",0.107097653329582,0.0408583563000577,0.266943879309534,2.25845898880208e-07,-0.070637322046332,0.178116263236394,0.239062441391268,3.86045027886537e-06,0.48652094715957,4.3626290147753e-23
"LGALS8","LGALS8","LGALS8","turquoise",-0.106676968848356,0.0416615117694962,0.182842525870333,0.000446657821884155,-0.139100905737953,0.00778271623588448,0.17765204086225,0.000650688511172915,0.590480775928756,1.1310454023299e-35
"NAPSA","NAPSA","NAPSA","turquoise",-0.106658503433624,0.0416970680834997,0.160918056709829,0.00204298229607332,0.0396891920656575,0.449674395085348,0.240015596886484,3.52258569227433e-06,0.346003890090728,1.05452379386633e-11
"CAAP1","CAAP1","CAAP1","turquoise",-0.106583674774814,0.0418414173678562,0.150756156289983,0.00389145071368971,-0.224846098673709,1.44705040412925e-05,0.14790238076757,0.00463204493826339,0.570083732972015,7.6291534632313e-33
"TOPORS","TOPORS","TOPORS","turquoise",-0.106504711851635,0.0419941984570288,0.286581118133724,2.49413604293729e-08,-0.251932577930055,1.08522737760579e-06,0.188522083551469,0.000292465544518806,0.787673472608941,2.3237887487221e-78
"PPID","PPID","PPID","turquoise",-0.10626834138118,0.0424543517309732,0.163172684376852,0.00176177085460368,-0.349295020160575,6.51541008546633e-12,-0.038638433760442,0.461773866873068,0.473434125254218,8.67152665309326e-22
"IREB2","IREB2","IREB2","turquoise",-0.10618471811417,0.0426181587601055,0.356835543219716,2.11618090175084e-12,-0.142567755268266,0.00636499766300523,0.280542255437195,5.00246051403162e-08,0.854231217245971,3.68578527552409e-105
"LAMTOR2","LAMTOR2","LAMTOR2","turquoise",-0.105967527990585,0.0430460939051231,-0.172931391268757,0.000908120234405159,0.22965888252322,9.33826288828381e-06,0.228494182942409,1.0391471804258e-05,-0.224638234769842,1.474369994656e-05
"AEN","AEN","AEN","turquoise",0.105963483843863,0.0430540963631084,0.275980700329245,8.37078613642225e-08,0.0566965499107037,0.279990863087402,0.296436111655116,7.72854348212117e-09,0.409425916440993,3.47745368206814e-16
"CFLAR","CFLAR","CFLAR","turquoise",0.105774218354608,0.0434300132979689,0.539064284930168,6.68369239025998e-29,0.00649882969644177,0.901524784491684,0.354069100787752,3.20804295457694e-12,0.816037875833131,1.94428347190127e-88
"NCK1","NCK1","NCK1","turquoise",0.105660440388352,0.0436573239501511,0.519479246203123,1.29215251959261e-26,-0.0780869819622018,0.136485536981592,0.357130264405554,2.02394950067791e-12,0.837343918136054,3.12181035103547e-97
"PTPN11","PTPN11","PTPN11","turquoise",-0.1056214197144,0.0437355112595031,0.354184266092346,3.15321283270548e-12,-0.192055956572962,0.000223324690240932,0.221524224495984,1.94706427285304e-05,0.826058662825038,2.00519354020886e-92
"DFFA","DFFA","DFFA","turquoise",-0.105607502518613,0.04376342618625,0.254345586652346,8.48770485873956e-07,0.139468456238057,0.00762009211711688,0.566430752415612,2.33643033630992e-32,0.597331641232275,1.14165450519531e-36
"FIGNL1","FIGNL1","FIGNL1","turquoise",-0.104641088377781,0.0457388258741588,0.318894851827429,4.51454915963267e-10,0.108283742973109,0.0386639560539707,0.552670173375681,1.40084246468393e-30,0.741515824121192,6.84999206889937e-65
"CTNNB1","CTNNB1","CTNNB1","turquoise",-0.104474864586698,0.0460860252249316,0.312128090895858,1.08959255696184e-09,-0.144709155921022,0.00560950694312464,0.323607940288695,2.41202719181378e-10,0.778649648418755,1.79079179490982e-75
"CAMKK2","CAMKK2","CAMKK2","turquoise",-0.104390800800944,0.0462624530597601,0.345663474407394,1.10801811763796e-11,0.103957722005906,0.0471803701138282,0.462871896020931,8.83170279028745e-21,0.707937924826025,8.87037097187694e-57
"CSNK2A1","CSNK2A1","CSNK2A1","turquoise",0.103588380044183,0.0479752028844194,0.520546695431721,9.78355014431655e-27,0.429509764280413,8.11182921971426e-18,0.688708556624188,1.23984042604934e-52,0.785688888025395,1.03054191489653e-77
"DEF8","DEF8","DEF8","turquoise",0.103409714153065,0.0483636994006598,0.36448675591376,6.55550203437008e-13,0.248082998848687,1.597926090695e-06,0.519314376925267,1.34876464458415e-26,0.471293818917203,1.39694156720944e-21
"PDCD10","PDCD10","PDCD10","turquoise",0.102550382067959,0.0502692073474934,0.487115683352042,3.79671970320898e-23,0.0763715333540618,0.145337660456674,0.558535466220654,2.50450128701525e-31,0.832779938072554,3.0338745449e-95
"BCLAF1","BCLAF1","BCLAF1","turquoise",0.101933217684445,0.0516760534176021,0.502093213724455,1.04784408350415e-24,0.136865599483793,0.00884011543019994,0.472003419853631,1.19311658066696e-21,0.835395054560102,2.24170965329866e-96
"JMY","JMY","JMY","turquoise",-0.101884628834499,0.0517881929184055,0.143108339644184,0.00616613289435476,-0.309641841239678,1.49779274190363e-09,0.0669401720303318,0.201978471080443,0.593985825114738,3.52298894335583e-36
"AP1M1","AP1M1","AP1M1","turquoise",-0.101822298309132,0.0519323440184494,0.175143574720467,0.000777597100134626,0.143194037305331,0.00613512414459804,0.447489199298627,2.25324620394598e-19,0.420581583685299,4.44814788345923e-17
"CHP1","CHP1","CHP1","turquoise",-0.101802506417248,0.0519781863658017,0.0436154214846287,0.406081705356526,-0.279433875171883,5.67392619905685e-08,-0.108312683493408,0.0386116842664413,0.27261306296322,1.21684895011871e-07
"JAK1","JAK1","JAK1","turquoise",0.101663027990996,0.0523022056625412,0.505212392538236,4.85088414861251e-25,-0.190961681022722,0.000242902710383907,0.280748557189553,4.8862521932254e-08,0.809953074556798,3.912620953332e-86
"DDX3X","DDX3X","DDX3X","turquoise",0.100948861886877,0.0539877338858432,0.514816781819216,4.30578616741336e-26,-0.0735209111961314,0.161006435226225,0.337771635935341,3.43171303159312e-11,0.854283638954952,3.47040288042973e-105
"CLN5","CLN5","CLN5","turquoise",0.100895185840283,0.0541162203120224,0.299810784784886,5.12119576366552e-09,0.208786890620056,5.83040510956372e-05,0.320420029679898,3.69007589833482e-10,0.368352650021229,3.58299283986896e-13
"PSMD9","PSMD9","PSMD9","turquoise",0.100265526754565,0.0556425255433849,0.347612447886131,8.33979840259881e-12,0.24779541956101,1.64437076358638e-06,0.581557141543575,2.06855655435886e-34,0.524115941100491,3.83178563049901e-27
"APC","APC","APC","turquoise",-0.0996443239937331,0.0571831635582018,0.357205235978876,2.00112126083967e-12,-0.19505861650469,0.000176913305556447,0.22642389517936,1.25480845825347e-05,0.785841572449817,9.19482863625552e-78
"PSMD12","PSMD12","PSMD12","turquoise",-0.0995113985530062,0.0575173786609599,0.25147479662598,1.13670263726132e-06,-0.0895910019205606,0.087413673884464,0.435060341616392,2.74467787623962e-18,0.711580588599048,1.33160324707009e-57
"CDH2","CDH2","CDH2","turquoise",-0.099465256053097,0.0576337724907665,0.116920792403421,0.025497997596482,-0.101764086203926,0.0520672722147784,0.20878652243543,5.8305844865272e-05,0.436123826535669,2.22499064852864e-18
"DDX5","DDX5","DDX5","turquoise",0.0994649258269416,0.0576346061840187,0.471728893337373,1.26823846006442e-21,-0.0659590893266948,0.208683509530188,0.383009515135391,3.36605643848709e-14,0.799583022424712,2.15261434833036e-82
"FDFT1","FDFT1","FDFT1","turquoise",-0.0993427733269244,0.0579436796197517,0.0931056209312999,0.0756439924482269,-0.0363745388305365,0.488447491813706,0.291761358887363,1.35481896638319e-08,0.400529370226254,1.69803897714348e-15
"MAPK14","MAPK14","MAPK14","turquoise",-0.0985872901265012,0.059885839455249,0.267722675082511,2.07626036957654e-07,0.0439291368832691,0.402710468025082,0.41833806650961,6.768129322782e-17,0.729226453736756,8.82936710099629e-62
"HMGB1","HMGB1","HMGB1","turquoise",0.0985821161671255,0.0598993235360984,0.388048262224221,1.45186351616738e-14,0.153676518860642,0.00324609077286986,0.505260795270839,4.79295611575453e-25,0.653702614022953,7.3245309533168e-46
"PSMD1","PSMD1","PSMD1","turquoise",0.0985681562587118,0.059935717571814,0.455179243007561,4.55454386640869e-20,0.202353284370665,9.89952240339876e-05,0.634920341163658,1.3810596157477e-42,0.731070830439089,3.09116247369321e-62
"SKIL","SKIL","SKIL","turquoise",0.0979666884911083,0.0615211969534001,0.527025109604974,1.7701463729437e-27,0.184091733003757,0.000407366913445158,0.434449910844269,3.09509163917996e-18,0.728102281878441,1.66690417668075e-61
"HSP90AB1","HSP90AB1","HSP90AB1","turquoise",0.0974132297037936,0.0630105203006315,0.358446084600557,1.65787118689259e-12,0.306980055353318,2.09881673519056e-09,0.608414616295579,2.48159148481374e-38,0.612245111206182,6.37801629550309e-39
"PRKD1","PRKD1","PRKD1","turquoise",0.0974055479667894,0.0630313983734377,0.356483128293738,2.23186619064366e-12,0.0141986218412002,0.786892953311541,0.228621620256434,1.02709526462828e-05,0.418545392736067,6.51148662980259e-17
"CSNK2A2","CSNK2A2","CSNK2A2","turquoise",0.0964288316903111,0.0657327666216299,0.409908479620079,3.18650428268312e-16,0.207306242233804,6.59540934805083e-05,0.502745595757402,8.92533131848279e-25,0.603663299502926,1.30483096062873e-37
"RUBCN","RUBCN","RUBCN","turquoise",0.0962370081645971,0.0662743148645953,0.5746253536359,1.86052844475687e-33,0.0267171227037921,0.610913496416295,0.422561657235198,3.063088862196e-17,0.862484459319474,2.08062216417643e-109
"TRAP1","TRAP1","TRAP1","turquoise",-0.0961739548173763,0.0664531217969972,0.20991037271896,5.30663590172117e-05,-0.128628295784094,0.0139233450617196,0.202854494468288,9.50511404913729e-05,0.594763691609546,2.71423248236666e-36
"KITLG","KITLG","KITLG","turquoise",0.09586186419216,0.0673439852381101,0.457153815005412,3.00123082832614e-20,0.0577512031222479,0.271127677306842,0.414206126398618,1.45427605813771e-16,0.649921976387078,3.48933504248848e-45
"KLHL3","KLHL3","KLHL3","turquoise",0.0958165105432325,0.0674742581346686,0.29023630280648,1.62354211334335e-08,0.148985182082253,0.00433725555205966,0.143812745152936,0.00591537003344553,0.28441560245048,3.2072810122364e-08
"SERINC3","SERINC3","SERINC3","turquoise",-0.095680957504921,0.0678648492915126,0.287173826841145,2.32736983516008e-08,-0.208299506479173,6.07246686209728e-05,0.242240373245038,2.84037521639233e-06,0.751677762499,1.33973448097996e-67
"H2AZ2","H2AZ2","H2AZ2","turquoise",-0.0956322518619266,0.0680056443134113,0.326026138164094,1.74126751501287e-10,0.15579650560088,0.0028402075706347,0.569274915974581,9.78638936762772e-33,0.713127965910636,5.89709340516377e-58
"CASP8","CASP8","CASP8","turquoise",0.095513800216749,0.0683490549480903,0.479892275458728,2.01535797423943e-22,0.1050942591003,0.0448033977039545,0.500005413518805,1.74688351352485e-24,0.786965179202232,3.96147691395615e-78
"TJP1","TJP1","TJP1","turquoise",-0.0949902063719779,0.0698840865805965,0.372105504442311,1.97775434636286e-13,-0.149191478214098,0.00428305206232543,0.25062103976841,1.23901919576082e-06,0.773046003368865,9.50785437010059e-74
"UBA5","UBA5","UBA5","turquoise",-0.0949318969212213,0.0700567640182143,0.278318316743905,6.43717989648445e-08,0.00509148593976849,0.922774298111275,0.368895160208449,3.28962145511352e-13,0.715907278364603,1.34692547384954e-58
"MAPK1","MAPK1","MAPK1","turquoise",-0.0949114476221793,0.0701174050409592,0.378273844591603,7.32259167717156e-14,-0.0360163200420043,0.492742610830268,0.40166521176278,1.39048023689358e-15,0.886727410493926,1.0925555128877e-123
"ATP6V1C2","ATP6V1C2","ATP6V1C2","turquoise",0.0947622046716503,0.0705612750589338,0.396459651513163,3.45282420331932e-15,0.331702196880594,8.01212249435311e-11,0.451172797469471,1.05292094237309e-19,0.472575518920239,1.05037358376165e-21
"SLC11A2","SLC11A2","SLC11A2","turquoise",-0.0942973704731952,0.071958485970034,0.28246738674533,4.01424664380416e-08,-0.0898719098799236,0.0864218652729258,0.306671449931757,2.1820642902652e-09,0.729371694035002,8.13152979263215e-62
"PLEC","PLEC","PLEC","turquoise",0.0941512633686389,0.0724022916564954,0.468517933485198,2.57986445742152e-21,0.227468966780228,1.14111605818194e-05,0.483453928232897,8.8930858174982e-23,0.538863743325582,7.06627626827817e-29
"PLEKHM1","PLEKHM1","PLEKHM1","turquoise",0.0935135647418819,0.0743655228782296,0.502283636372448,9.99943818626377e-25,0.0643039441508023,0.2203567796556,0.532221777458356,4.37290774959277e-28,0.704874959853807,4.27241216725424e-56
"GCC2","GCC2","GCC2","turquoise",0.0934858409684632,0.0744518468794738,0.538790223394239,7.21188793675455e-29,0.111412653319898,0.0333484030383193,0.41040921710854,2.9098700266216e-16,0.863157242957666,9.11458564762594e-110
"POLB","POLB","POLB","turquoise",-0.0930352543997398,0.07586631250958,-0.0306565807067144,0.559340461046699,-0.0949519178186666,0.0699974349229612,0.143687520429319,0.00595926879986255,0.232137871459816,7.42465397020856e-06
"PRKAR1A","PRKAR1A","PRKAR1A","turquoise",-0.0928126047675298,0.0765732643960367,0.216549369665828,3.01151397053785e-05,-0.133955955106823,0.0104070335923252,0.246522575909508,1.86590955845225e-06,0.657647678648496,1.40244647421159e-46
"SNAPIN","SNAPIN","SNAPIN","turquoise",-0.0927375825320602,0.0768126746249982,0.25896305009453,5.26651802307533e-07,0.320944395247928,3.44200192990651e-10,0.667554772808315,1.97456303079164e-48,0.60995821914033,1.4385435217812e-38
"EGFR","EGFR","EGFR","turquoise",-0.0925881581503349,0.0772913266291215,0.206106842605374,7.28346033125522e-05,-0.148278150880736,0.00452775588159288,0.0271811721246541,0.604730408493523,0.439599047479442,1.11476375560151e-18
"PELI3","PELI3","PELI3","turquoise",-0.0916484724472274,0.0803571602671354,0.192728255913751,0.000212038624575447,0.0875506262595192,0.0948949518102367,0.417578920261795,7.7954732988866e-17,0.405153597276179,7.49124724528117e-16
"STUB1","STUB1","STUB1","turquoise",-0.0910099487871041,0.0824960102004972,0.223081905438831,1.69504499484564e-05,-0.0653504222926039,0.212923262812176,0.384763401472416,2.51602970515303e-14,0.496804724911024,3.7984113714107e-24
"UFC1","UFC1","UFC1","turquoise",0.0909184894885576,0.0828060984418759,0.232002622037537,7.51861856271308e-06,0.540460336817081,4.53190286717937e-29,0.627282296661835,2.56094121683472e-41,0.309977512653202,1.43505941990604e-09
"PTEN","PTEN","PTEN","turquoise",-0.0906168298433005,0.0838355341363567,0.21035850757358,5.11037147356989e-05,-0.0996208832630373,0.0572419836074853,0.143063623503227,0.00618236867185128,0.501110336897404,1.33346797728735e-24
"WDR6","WDR6","WDR6","turquoise",-0.0899355228123543,0.0861985271471488,0.350928084361338,5.11999986832180e-12,0.0464994357899947,0.375723943657908,0.456752712117973,3.26731874391833e-20,0.771676510554369,2.46691386376258e-73
"PRKCI","PRKCI","PRKCI","turquoise",0.089712696172434,0.0869828878779663,0.546014987104899,9.48521318304841e-30,0.311456884653329,1.18767335804917e-09,0.655593455799393,3.32692857502085e-46,0.81601634559353,1.98180632753207e-88
"ARSG","ARSG","ARSG","turquoise",-0.0894779636105761,0.0878153528324015,0.151729143263309,0.00366456939629221,0.0385896024148333,0.462340527046189,0.197297679830103,0.000148362733851298,0.398554219640082,2.39920765784976e-15
"TAB2","TAB2","TAB2","turquoise",-0.0889901365748513,0.0895658690905285,0.299303032224935,5.45017056155846e-09,-0.234273864334717,6.08109831400279e-06,0.190476312636174,0.000252090123412898,0.716770335522222,8.48465078775178e-59
"CDK4","CDK4","CDK4","turquoise",0.0889064310480294,0.0898690312549701,0.483703288046584,8.3950079414672e-23,0.273536007581985,1.09882280967182e-07,0.683180456836193,1.68225934058708e-51,0.791797134084407,9.99146638077484e-80
"PTTG1IP","PTTG1IP","PTTG1IP","turquoise",0.0878775826540636,0.0936628745926183,0.494273023509282,6.98116000842818e-24,0.314417039946313,8.10780199272562e-10,0.565357300581482,3.23775077534313e-32,0.644760327595864,2.83729033152069e-44
"UFL1","UFL1","UFL1","turquoise",-0.0874362590478506,0.095328964722309,0.245658722436778,2.03223615088338e-06,-0.224964040529197,1.43176377438241e-05,0.131511998092054,0.0119084139030333,0.700688833686719,3.54535209793239e-55
"DLD","DLD","DLD","turquoise",-0.0871421253926755,0.0964524482415647,0.273984629096755,1.04551604104794e-07,-0.123253239886765,0.0184897654785846,0.198784201935453,0.000131859198269683,0.588943548294924,1.8780407251392e-35
"ABL2","ABL2","ABL2","turquoise",0.0866356242161333,0.0984117982014518,0.50328262952056,7.81912980961325e-25,0.239618948993629,3.65960521221971e-06,0.509022863345732,1.87293816925078e-25,0.763725884911482,5.49765050199757e-71
"ADORA1","ADORA1","ADORA1","turquoise",0.0862307695823942,0.100000592268103,0.365854256521381,5.29910559346856e-13,0.304392453839836,2.90410540888077e-09,0.439710336796191,1.09021965517165e-18,0.368740756915155,3.37063731895911e-13
"MTDH","MTDH","MTDH","turquoise",0.0858727830845638,0.101422366377152,0.284184926014274,3.29394625575369e-08,-0.00399752245649136,0.939330868053841,0.319450458482649,4.19534116792779e-10,0.533489184720856,3.09793670704038e-28
"PPP2R1B","PPP2R1B","PPP2R1B","turquoise",-0.0856084934965243,0.102482265529232,0.0704603796699619,0.179208440980378,-0.249106911801265,1.44254674697882e-06,-0.0970919639226316,0.0638885567776524,0.300138634050155,4.91909241064344e-09
"WDR81","WDR81","WDR81","turquoise",-0.084569943011408,0.106732475150829,0.262121866596436,3.77941743678226e-07,-0.108068338459991,0.0390549000707831,0.24362320821223,2.48206728968267e-06,0.621067129865145,2.5978226804129e-40
"SMAD3","SMAD3","SMAD3","turquoise",-0.0843260818180483,0.107750358244292,0.333372110028145,6.35676889469674e-11,0.10416338290938,0.0467425840693687,0.467711062040809,3.08022746081049e-21,0.756999185922932,4.52429694669935e-69
"FOXK1","FOXK1","FOXK1","turquoise",0.08420824966049,0.108244927951171,0.475768106549195,5.13581311980646e-22,0.402575768833011,1.18400744623534e-15,0.654548159405765,5.15014565208174e-46,0.709628512873039,3.69236626103604e-57
"SNW1","SNW1","SNW1","turquoise",0.0841447456454744,0.108512210453162,0.453579781691925,6.37261754461366e-20,0.193697133808319,0.00019670905696021,0.590294154218849,1.20303572388972e-35,0.742046563763108,4.98179940349403e-65
"NFKBIA","NFKBIA","NFKBIA","turquoise",0.0840897914007289,0.108743927259293,0.292594342949693,1.22677042213429e-08,-0.191658918094057,0.000230251114010377,0.108661518935509,0.0379863155612046,0.408358955143537,4.21643480182297e-16
"CUL3","CUL3","CUL3","turquoise",-0.0837082461687743,0.110363493550225,0.397609456993067,2.82827045642956e-15,-0.156070515403349,0.00279125997009874,0.298456796431628,6.04445710973716e-09,0.893612426072003,2.39481412084292e-128
"LTBR","LTBR","LTBR","turquoise",0.0835786732808227,0.110917794570347,0.2814745350299,4.49767710826584e-08,0.255692474000243,7.39169285399622e-07,0.422721374171405,2.97196820185629e-17,0.366591804841742,4.72262082248995e-13
"BAG6","BAG6","BAG6","turquoise",-0.0831221353492988,0.112888281398477,0.253602534474478,9.15739359668274e-07,0.275571386365729,8.76255292435913e-08,0.624501856119445,7.26683791105875e-41,0.637536596013734,4.98398747101918e-43
"PTPMT1","PTPMT1","PTPMT1","turquoise",-0.0826978328643848,0.114744170190908,0.268282157557885,1.9541912617426e-07,0.166343864968227,0.00142596724229185,0.507052458492482,3.06823685964904e-25,0.577891468264756,6.65239601927652e-34
"NDEL1","NDEL1","NDEL1","turquoise",0.0825508939342744,0.115392421722439,0.365490081758341,5.60858319008573e-13,-0.133847935878249,0.0104696702371884,0.149349051485269,0.00424206320034398,0.629868424737224,9.61551745389085e-42
"KPNA1","KPNA1","KPNA1","turquoise",-0.0825496113675647,0.115398092630594,0.346253466375713,1.01691363674388e-11,-0.108486874351244,0.0382983259518624,0.298861358656496,5.75290760403086e-09,0.77554120210752,1.644859120553e-74
"M6PR","M6PR","M6PR","turquoise",0.0821633869443782,0.117115746359817,0.516574613580881,2.7410483196812e-26,-0.0683189040287596,0.192822119116024,0.35776268484091,1.83909282714369e-12,0.85674455256263,2.00030322763989e-106
"LAMTOR3","LAMTOR3","LAMTOR3","turquoise",0.0821159856073007,0.117327924134718,0.423914738063111,2.37043557632688e-17,0.0176802651146471,0.736381742691965,0.306120078359205,2.33884090099523e-09,0.698865026688543,8.81150259226144e-55
"EXOC4","EXOC4","EXOC4","turquoise",-0.0820684664994491,0.117540930575507,0.312905343805342,9.85824639452213e-10,0.135628056084249,0.00947891695668238,0.498460974071935,2.54380835778727e-24,0.64922193597269,4.64749499480734e-45
"PRKDC","PRKDC","PRKDC","turquoise",0.0806759860299548,0.123917974907818,0.456840142921527,3.20740689175566e-20,0.199877889779533,0.000120834463988803,0.57474319849667,1.79311157419196e-33,0.742450388784508,3.90774735524235e-65
"RMC1","RMC1","RMC1","turquoise",0.080514759889921,0.124673374616315,0.414882229409158,1.28412153810928e-16,-0.0736635416941698,0.160193405611958,0.396977954670571,3.15613036082084e-15,0.700218154143569,4.48732058209597e-55
"CHMP2A","CHMP2A","CHMP2A","turquoise",0.0801136282581309,0.126568331203774,-0.00864940004413544,0.869193632309207,0.469307223392318,2.16815764151501e-21,0.393642419137209,5.61141446377631e-15,-0.200949018809346,0.000110880787665146
"BIRC6","BIRC6","BIRC6","turquoise",-0.0800447341352679,0.126896024207253,0.401713942975759,1.37858683228695e-15,-0.137159530085217,0.00869413995366721,0.270037753588808,1.61437804657929e-07,0.88211783641911,9.81857257888946e-121
"USP21","USP21","USP21","turquoise",-0.0799309447481754,0.127438699860996,0.35110089208815,4.99066448166194e-12,0.357267266687626,1.98242371607823e-12,0.65573915111518,3.12991238638189e-46,0.720530070637547,1.11034996878268e-59
"WDR35","WDR35","WDR35","turquoise",0.0792905667429461,0.13052633706668,0.474033345095062,7.58328838458348e-22,0.122298742629965,0.0194246344459394,0.459930851724924,1.6616432943613e-20,0.752721063521119,6.94201275081476e-68
"PSMD3","PSMD3","PSMD3","turquoise",-0.0791279377144984,0.131319596196736,0.242697582077812,2.7167637502651e-06,0.114308252602129,0.0289970197887133,0.630800971082103,6.73871979793297e-42,0.63558640466335,1.06641986614393e-42
"SPAG9","SPAG9","SPAG9","turquoise",-0.0790653311374564,0.131625964011856,0.37125298553107,2.2651246446654e-13,-0.163956117718091,0.00167267193751663,0.326588966861708,1.61342183300685e-10,0.80212213763271,2.73980730304865e-83
"ACIN1","ACIN1","ACIN1","turquoise",0.0790066159502641,0.131913790202933,0.53612593095237,1.50523589093345e-28,0.35994381420259,1.31957969461005e-12,0.676503864745017,3.63652870779072e-50,0.81471976668566,6.23728079832529e-88
"FIS1","FIS1","FIS1","turquoise",-0.0787106576880946,0.133371999118836,-0.162136511934,0.00188628843261692,0.166421313200425,0.00141855559166071,0.165577426428845,0.00150125448355582,-0.218136781043898,2.62312930162268e-05
"SUMF1","SUMF1","SUMF1","turquoise",-0.078360302878041,0.135114245772577,0.278348144385312,6.41554049086465e-08,0.0481106133633161,0.359388947629863,0.326529632915021,1.62645640368062e-10,0.539917603442093,5.27196382619843e-29
"C9orf72","C9orf72","C9orf72","turquoise",-0.0781566713236379,0.136134883403385,0.139312335427676,0.00768879407762026,-0.367496625236558,4.09868180413558e-13,0.0419869139256231,0.423849780262119,0.512951947835535,6.93243193476879e-26
"DEDD","DEDD","DEDD","turquoise",-0.0780833329106979,0.136503916897427,0.250859781418887,1.20955192524898e-06,0.332110320683208,7.57249364243533e-11,0.618181487473891,7.48432646756788e-40,0.558218374342665,2.75119854484425e-31
"ITGA6","ITGA6","ITGA6","turquoise",-0.0779544781053518,0.137154166313149,0.222819292979489,1.73524302113929e-05,-0.132682384621476,0.0111670777826013,0.281977384108581,4.24620401000288e-08,0.64871680102024,5.71261407795063e-45
"CTTN","CTTN","CTTN","turquoise",0.0777324591785827,0.138280134715324,0.481865183477435,1.28249096961539e-22,0.296341897106957,7.81725510696525e-09,0.610571988734407,1.15718143483542e-38,0.698613803448217,9.98342230330638e-55
"VPS26A","VPS26A","VPS26A","turquoise",0.0774228044023384,0.139862376461253,0.474209311384377,7.29010339566316e-22,0.248380935618345,1.55113428394288e-06,0.634032819424984,1.94716436014617e-42,0.816460471741005,1.33534671399251e-88
"BRCA2","BRCA2","BRCA2","turquoise",0.0771084669125973,0.141482697802118,0.391615860851959,7.93488367036148e-15,0.243310932662231,2.5589910425423e-06,0.605121738839249,7.86289074002303e-38,0.664466155191344,7.59055948256333e-48
"ZMYND11","ZMYND11","ZMYND11","turquoise",-0.0763364740070168,0.14552303552483,0.419374589100718,5.57723370221597e-17,-0.0942360414732476,0.07214450407146,0.307232372625048,2.03305019701646e-09,0.860086745871806,3.80527385482561e-108
"BRAF","BRAF","BRAF","turquoise",-0.0761844119778717,0.146329145520107,0.343759468681213,1.45971473285533e-11,0.10947553517916,0.0365602941994684,0.444606890290254,4.06035989738993e-19,0.796872061973372,1.88223972669942e-81
"MTF1","MTF1","MTF1","turquoise",0.0760525062252277,0.147031155230682,0.477189758479887,3.72553156912203e-22,-0.0401787185770852,0.444099205643102,0.404140464866121,8.97205285746109e-16,0.766212529242499,1.03718606794655e-71
"PLAGL2","PLAGL2","PLAGL2","turquoise",0.0756649961297587,0.149108341042314,0.50923756395918,1.77452175788745e-25,0.39178603297365,7.70806442517644e-15,0.633277109309129,2.60646797322412e-42,0.763866472574851,5.00569976917369e-71
"LAMP2","LAMP2","LAMP2","turquoise",-0.0755306462522827,0.149833685799993,0.234579516655533,5.90893659660199e-06,-0.333467782864987,6.27277213395082e-11,0.0821408244384256,0.117216703160945,0.530541121614671,6.89138941585971e-28
"PPARG","PPARG","PPARG","turquoise",0.0752771694974923,0.151209482233746,0.156159398624631,0.00277554793945915,0.228544601091231,1.0343630781838e-05,0.372674427311855,1.80615918383118e-13,0.313088956701429,9.62749950318603e-10
"ARL8B","ARL8B","ARL8B","turquoise",0.0751470287349148,0.151919561164441,0.475182302895503,5.85962395386081e-22,0.123766369893819,0.0180035835070704,0.581810370840834,1.90714855189082e-34,0.782005834336865,1.56846421085434e-76
"INHBA","INHBA","INHBA","turquoise",0.0751176380533049,0.152080273144009,0.369019814188055,3.22560736440516e-13,-0.202974800198046,9.4126682183863e-05,0.0323710779907707,0.537571931807549,0.456668846010545,3.32582259248744e-20
