"","substanceBXH","geneSymbol","moduleColor","GS.Activity_score","p.GS.Activity_score","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.blue","p.MM.blue","MM.turquoise","p.MM.turquoise"
"VIM","VIM","VIM","brown",0.670654658691567,5.02840555760564e-49,0.797391425993283,1.24559077740987e-81,0.475817934054344,5.07847876327203e-22,0.439671886690428,1.0986388700002e-18,0.256931758676987,6.50421908076579e-07
"ATP2A3","ATP2A3","ATP2A3","brown",0.670523750648554,5.32920256767675e-49,0.812979079252008,2.86656294554653e-87,0.335165041426347,4.95043259700792e-11,0.305148725982222,2.64200733196399e-09,0.309641429622059,1.49787127874183e-09
"FASLG","FASLG","FASLG","brown",0.6659350189708,4.00894786706606e-48,0.618676137498057,6.24766416361646e-40,0.151049461353532,0.0038217550345063,0.259871142755696,4.78950759047089e-07,0.253939486733105,8.84766030717915e-07
"STING1","STING1","STING1","brown",0.659282076052337,7.01926303685045e-47,0.868359220550857,1.32441984659876e-112,0.206347420130971,7.14024824043433e-05,0.289738554029565,1.72191142991865e-08,0.380881521621814,4.78052359806417e-14
"ITGA4","ITGA4","ITGA4","brown",0.656088743123356,2.703080796121e-46,0.859579390230207,6.98963861973306e-108,0.119358617710555,0.0225673740700069,0.321613559460783,3.14887877195364e-10,0.585442259973843,5.90114901878153e-35
"CD8B","CD8B","CD8B","brown",0.644271723412348,3.45264122103077e-44,0.538061340989308,8.82579497895132e-29,0.282902766729067,3.81845156606181e-08,0.310864065679328,1.28138681175544e-09,0.104582885909362,0.0458601455526133
"IFI16","IFI16","IFI16","brown",0.638585061904359,3.30359340753971e-43,0.821475735060145,1.43356785785705e-90,0.168419441428224,0.00123914687865965,0.339271749165394,2.77492225182824e-11,0.505766194151985,4.22742118641997e-25
"NLRC4","NLRC4","NLRC4","brown",0.636574406692238,7.25877745647109e-43,0.789835719038245,4.50265169610949e-79,0.281966784498149,4.25136194296978e-08,0.486232401423633,4.66638571071591e-23,0.503148133225179,8.08276397666011e-25
"IFNG","IFNG","IFNG","brown",0.636521460201898,7.41023257419552e-43,0.506939547030257,3.15595405682148e-25,0.18306591065007,0.000439382735352452,0.276272750261149,8.10163931661221e-08,0.151685521499339,0.00367447893862558
"MMP9","MMP9","MMP9","brown",0.632518874029877,3.48957546712955e-42,0.660424638377082,4.31552768957349e-47,0.49010861493534,1.87914754874234e-23,0.530637546941123,6.71433878641985e-28,0.278772039835571,6.11549567829458e-08
"CD70","CD70","CD70","brown",0.631488243007682,5.1814685570005e-42,0.623156472512676,1.19916479662279e-40,0.405616420022586,6.89729454614399e-16,0.391662460000658,7.87213019324863e-15,0.153215031769125,0.00334113905165193
"RUBCNL","RUBCNL","RUBCNL","brown",0.62926653887265,1.20877002517152e-41,0.767951818435601,3.19043404133722e-72,0.342648010102566,1.71309016745551e-11,0.484548955611106,6.90204930830535e-23,0.44310969057034,5.50122274512181e-19
"GSTP1","GSTP1","GSTP1","brown",0.62882062115047,1.43160676087946e-41,0.720110368721124,1.39562185167801e-59,0.504740069778717,5.45368543526524e-25,0.44858008842771,1.80042557898782e-19,0.211634631534135,4.58833853670144e-05
"CASP1","CASP1","CASP1","brown",0.626458217002384,3.49239539464299e-41,0.701823833974194,2.00483444790707e-55,0.0726398236251113,0.16609780525157,0.361934498875646,9.7250577937587e-13,0.374264999233582,1.40005811586648e-13
"CCR7","CCR7","CCR7","brown",0.626290900466867,3.71901289345819e-41,0.655928780245802,2.89070971892735e-46,0.0992835166371434,0.0580941058414224,0.133445581434626,0.0107059308597034,0.239915716097428,3.55661995836324e-06
"IL10","IL10","IL10","brown",0.617985025842609,8.04018997720806e-40,0.662922681827721,1.47879551365931e-47,0.217568368399,2.75640103412139e-05,0.322967382278687,2.62820385693818e-10,0.290735717893194,1.53031598494582e-08
"PIK3CG","PIK3CG","PIK3CG","brown",0.616871127288374,1.20575603291847e-39,0.784871135676567,1.89499577982395e-77,0.20528807506135,7.79139581282312e-05,0.367606085678473,4.02889958278265e-13,0.502910005591408,8.57121273747322e-25
"PLAU","PLAU","PLAU","brown",0.616336185734403,1.46395919044941e-39,0.879075796028914,7.48781128361694e-119,0.344638483101199,1.28557586308384e-11,0.492302228486045,1.11730928116769e-23,0.515795202550588,3.34982911528016e-26
"CD38","CD38","CD38","brown",0.614041140596691,3.35150602872936e-39,0.57151819962645,4.89709989792634e-33,0.169519077656991,0.00114955608406114,0.23892835193765,3.91039340971921e-06,0.222788757657626,1.73997532915697e-05
"ANXA1","ANXA1","ANXA1","brown",0.607859180119159,3.01733566768559e-38,0.803116586645376,1.21209020012309e-83,0.0791841830401287,0.131044827180825,0.278397815404804,6.37966073738421e-08,0.461536451604313,1.17764110551133e-20
"CD4","CD4","CD4","brown",0.60579211857023,6.22428716356143e-38,0.692473894508781,2.02918749734802e-53,0.0779105775476933,0.137376247466709,0.253076943268393,9.66137720647932e-07,0.347700007942142,8.2336418873841e-12
"TIMP1","TIMP1","TIMP1","brown",0.594863584815192,2.62469825082415e-36,0.646476390851543,1.41991238563498e-44,0.444692304342438,3.9904363011957e-19,0.301685541909961,4.06520795051737e-09,0.0730722730116852,0.163584025583668
"ENTPD1","ENTPD1","ENTPD1","brown",0.593371369930922,4.32677213136804e-36,0.876249766000389,3.78493184788239e-117,0.355990015319645,2.40416413627225e-12,0.471818379220754,1.24325326224926e-21,0.536800534887387,1.25014658963091e-28
"UNC13D","UNC13D","UNC13D","brown",0.591075076840522,9.29016833712519e-36,0.781668954074026,2.00666868826239e-76,0.45416296820854,5.63922457573083e-20,0.521569524845088,7.48734795607691e-27,0.438588135372123,1.36410692212656e-18
"ZEB2","ZEB2","ZEB2","brown",0.587548879402314,2.96818835836225e-35,0.870477392097127,8.54368961838319e-114,0.0962078737150436,0.0663568853353467,0.255144335754195,7.82026817557112e-07,0.563022689216674,6.55573635482716e-32
"RIPK3","RIPK3","RIPK3","brown",0.582426664956901,1.5645384674032e-34,0.734124447858913,5.33462323219238e-63,0.238017427158257,4.26636762702855e-06,0.289927227182985,1.68396422391011e-08,0.378882914560988,6.63068834242651e-14
"CASP5","CASP5","CASP5","brown",0.581857234020452,1.87867481455743e-34,0.63017278755478,8.5632627805663e-42,0.301396182282585,4.21316599924013e-09,0.452397285737774,8.15962950744349e-20,0.356144057764296,2.34899049127123e-12
"LAT2","LAT2","LAT2","brown",0.574326376059129,2.04302438788026e-33,0.751554673029567,1.44747942888591e-67,0.454031120021942,5.79739555329659e-20,0.51579684024085,3.34841949687841e-26,0.396400301036564,3.4884957768888e-15
"CASP4","CASP4","CASP4","brown",0.572234311278823,3.92163331578694e-33,0.70028426366778,4.34136902826807e-55,0.403373823685243,1.02800004128174e-15,0.54092329807925,3.98244695109041e-29,0.428167593592063,1.05105638631159e-17
"CCND2","CCND2","CCND2","brown",0.571374076273951,5.12066310656786e-33,0.77581216112875,1.35767211642406e-74,0.341022985561486,2.16230144223878e-11,0.377555198360039,8.23019981681831e-14,0.426540496520325,1.43663654006942e-17
"CTSS","CTSS","CTSS","brown",0.570265156341165,7.21402058693551e-33,0.663182869395404,1.32191793564538e-47,0.0504315924961228,0.33665229719894,0.278026869024484,6.6523590806558e-08,0.396116257727453,3.66427980102656e-15
"IL1B","IL1B","IL1B","brown",0.570077160117754,7.64462884754216e-33,0.729353665609055,8.21508410571639e-62,0.286099381416141,2.63813194122401e-08,0.43439937978511,3.12599581474664e-18,0.453945676048302,5.90222150815694e-20
"IRF1","IRF1","IRF1","brown",0.567223344328593,1.83485470692196e-32,0.580025781447562,3.37581900879743e-34,0.248600702825853,1.51746294060649e-06,0.463382794926986,7.90842893425373e-21,0.287029287894262,2.36701504919387e-08
"CFD","CFD","CFD","brown",0.566700692949144,2.15199089678842e-32,0.584672322349789,7.57654825204146e-35,0.43676706846327,1.95899300428657e-18,0.378441796395768,7.12503864735289e-14,0.0779415084503845,0.137219747601085
"MLKL","MLKL","MLKL","brown",0.566198517528471,2.5075559785958e-32,0.702848153537312,1.19572515054255e-55,0.215480292189039,3.30309950509062e-05,0.424640163686457,2.06506434058883e-17,0.438165320573215,1.48397929830704e-18
"PSMB9","PSMB9","PSMB9","brown",0.559104504254344,2.11539975128185e-31,0.47575056969619,5.15614338811108e-22,0.176019438733455,0.000730891408952978,0.412897129982042,1.848962611944e-16,0.167696972734551,0.00130145748628296
"TNFRSF1B","TNFRSF1B","TNFRSF1B","brown",0.556269824895951,4.8897487176314e-31,0.566626570402184,2.20115138594889e-32,-0.0428731244835118,0.414125087545488,0.176787638539013,0.000692077381204497,0.228267996273059,1.060869845711e-05
"PLK3","PLK3","PLK3","brown",0.551164225628006,2.16761902288299e-30,0.736611807785234,1.25236063225589e-63,0.213983222354195,3.75657319845657e-05,0.385480693468582,2.23254812382392e-14,0.473093514239736,9.35725368270601e-22
"RAB39B","RAB39B","RAB39B","brown",0.549837157969121,3.17878727914385e-30,0.61419251392676,3.17399061486719e-39,0.240631882282773,3.31936717531947e-06,0.365037509998406,6.01788377978094e-13,0.341790232283039,1.93748616464109e-11
"CD28","CD28","CD28","brown",0.549622178834333,3.38164538646033e-30,0.622749439353404,1.39470700331863e-40,-0.00611372463894728,0.907333163808712,0.242087057444166,2.88301587800199e-06,0.391833584349794,7.64582824154801e-15
"ALOX5","ALOX5","ALOX5","brown",0.546223103692403,8.9402908086807e-30,0.791765983065945,1.02345437677481e-79,0.380328936880081,5.23427703902064e-14,0.439919369975372,1.04554700544202e-18,0.497896465683924,2.91700006628025e-24
"IFI27L2","IFI27L2","IFI27L2","brown",0.546054952987053,9.37808221566894e-30,0.590449435649255,1.14283005465834e-35,0.55479419693433,7.53947683183774e-31,0.615092668241561,2.29507633311506e-39,0.142197118365863,0.00650464559869601
"PIM2","PIM2","PIM2","brown",0.545084402083827,1.23516254091801e-29,0.556894920263307,4.06762680186671e-31,0.300008717284165,4.99823794668322e-09,0.470999531140847,1.49120740335442e-21,0.383160916398657,3.28276265603133e-14
"ISG20","ISG20","ISG20","brown",0.540567201222124,4.39877547974683e-29,0.434955367679016,2.80202813380133e-18,0.364838137696957,6.20732773110619e-13,0.30647535331521,2.23661711175427e-09,0.0248294209723065,0.636347870009649
"RHOG","RHOG","RHOG","brown",0.538197664166333,8.49897563262797e-29,0.671909608945051,2.87665128853999e-49,0.616318769143297,1.47322776135705e-39,0.783937360904278,3.78679721737657e-77,0.380647655728311,4.96765654869079e-14
"CSF1","CSF1","CSF1","brown",0.538031063113515,8.90005090471564e-29,0.736964004204468,1.01867505511587e-63,0.227448647018859,1.14323013234499e-05,0.51936423460034,1.33139124533254e-26,0.528354320798443,1.24075405789548e-27
"CCR4","CCR4","CCR4","brown",0.53609225314373,1.51923770200411e-28,0.692867926874273,1.67635088711085e-53,0.0596664280732104,0.255526266909868,0.190359184837224,0.000254355302476942,0.439580656350009,1.1188717841237e-18
"TREM2","TREM2","TREM2","brown",0.532612252642795,3.93293966101915e-28,0.624794935324877,6.51353825596578e-41,0.443350077638459,5.23994090609455e-19,0.58513115377486,6.52870015156923e-35,0.27486087955188,9.4849516963844e-08
"PLA2G4A","PLA2G4A","PLA2G4A","brown",0.531447369724559,5.3942100046648e-28,0.757850297922845,2.61020249413235e-69,0.230874059616694,8.34805845892688e-06,0.339283824869568,2.77016808079216e-11,0.465316156810156,5.1986394156306e-21
"GSDMA","GSDMA","GSDMA","brown",0.531162960848672,5.82569058963533e-28,0.636886369559375,6.4266693620026e-43,0.230738633082808,8.45325189638009e-06,0.387563704247324,1.57513776926801e-14,0.321506510457836,3.19408278673233e-10
"LY96","LY96","LY96","brown",0.530592694772276,6.79612777179367e-28,0.455188850753485,4.54533951726945e-20,0.271116479441849,1.43461752701282e-07,0.328701201366132,1.21018854256442e-10,0.0604809579452623,0.249083199143827
"CTSC","CTSC","CTSC","brown",0.529429418751278,9.29748836381925e-28,0.66648695265337,3.15098389598992e-48,0.338714175551996,3.00331448328609e-11,0.567424880363839,1.72532157401105e-32,0.485967240295439,4.963859611696e-23
"CD44","CD44","CD44","brown",0.529402850563609,9.36414209604789e-28,0.630325154372525,8.08017695621641e-42,0.111982374237147,0.0324507883486872,0.315556561257668,6.99183901613357e-10,0.368026437053004,3.77155746236405e-13
"AP1S2","AP1S2","AP1S2","brown",0.526542626034623,2.01306574798974e-27,0.758816349437812,1.39423442437553e-69,0.172494693814873,0.000936164217320391,0.499177723613063,2.13717237782759e-24,0.623949204971437,8.9295857012538e-41
"YBX3","YBX3","YBX3","brown",0.52528469964243,2.81220141053072e-27,0.642368076091301,7.39274222298914e-44,0.489644524307176,2.09662736229047e-23,0.4296015494889,7.96905103089376e-18,0.322939036689257,2.63819308239639e-10
"TGFB1","TGFB1","TGFB1","brown",0.522372946260165,6.06460495324673e-27,0.73918305446541,2.7515219191747e-64,0.526834255311336,1.86256645666133e-27,0.526485830467978,2.04374315974333e-27,0.415096119871186,1.23448123953577e-16
"IQGAP1","IQGAP1","IQGAP1","brown",0.520470629011426,9.97975897815182e-27,0.882156762373576,9.28167972927056e-121,0.270089807061185,1.60522680912928e-07,0.517015931050896,2.4462227166812e-26,0.755551570956923,1.14706094528847e-68
"TNFSF12","TNFSF12","TNFSF12","brown",0.520360550018091,1.02705986281261e-26,0.630453555990265,7.69410425743582e-42,0.441003911400777,8.4113735282194e-19,0.441921324790272,6.99333884931404e-19,0.238627720932791,4.02461776291104e-06
"PSMB10","PSMB10","PSMB10","brown",0.520158951223612,1.08251018290581e-26,0.521658279421191,7.31524863037355e-27,0.0483685470933772,0.356815760337187,0.29796042712665,6.4217592347076e-09,0.262199016500403,3.74871032202642e-07
"PLA2G7","PLA2G7","PLA2G7","brown",0.518467858224226,1.68032269068198e-26,0.505486571471263,4.53164083096359e-25,0.299406603264096,5.3814462493741e-09,0.358276783617284,1.7010690451019e-12,0.238994116941357,3.88582191845239e-06
"LGMN","LGMN","LGMN","brown",0.517693310805063,2.05352277808218e-26,0.624343593478981,7.70885443531689e-41,0.0838331207485652,0.109831355700442,0.39202389692933,7.40163609859444e-15,0.438065342511782,1.5138048135058e-18
"PIP4K2A","PIP4K2A","PIP4K2A","brown",0.510850650622711,1.18147413170841e-25,0.793775677015526,2.1522822382088e-80,0.332126295576783,7.55577219243832e-11,0.552994940655507,1.27460609617813e-30,0.65361790964144,7.58710204346384e-46
"TLR2","TLR2","TLR2","brown",0.510798912137603,1.19702980400592e-25,0.700830043066634,3.30309246255291e-55,0.158778973718603,0.00234711000372236,0.352630911776251,3.97632065245946e-12,0.459699530695626,1.74588281905894e-20
"STAT5A","STAT5A","STAT5A","brown",0.505763781279913,4.22995806939286e-25,0.686416157102956,3.68188490887138e-52,0.274833665143461,9.51373317222815e-08,0.478490810278331,2.77346674021433e-22,0.410097778490976,3.07901662863075e-16
"PYCARD","PYCARD","PYCARD","brown",0.505330188308335,4.71109599682575e-25,0.494718530762359,6.27441474332871e-24,0.564493317076125,4.20639440797082e-32,0.523450369748449,4.56751119694344e-27,0.0488631124767477,0.351914323485842
"IGFBP6","IGFBP6","IGFBP6","brown",0.504380653250569,5.96137243544095e-25,0.680904148923274,4.8414022676884e-51,0.436362620975502,2.12233687512658e-18,0.4031576804507,1.06814042841173e-15,0.18328710127774,0.00043228777245716
"MMP2","MMP2","MMP2","brown",0.504036996389106,6.4902982078119e-25,0.7786694488357,1.76546964894397e-75,0.249736847263454,1.35425761852039e-06,0.29266329075905,1.21671287845016e-08,0.3794734643788,6.02111692862077e-14
"ZNF385A","ZNF385A","ZNF385A","brown",0.502077279027762,1.0519535619371e-24,0.693080249361921,1.51219682360304e-53,0.453216272702992,6.87643610991989e-20,0.575822689075109,1.27783721047772e-33,0.463775426720625,7.26410455399974e-21
"HMOX1","HMOX1","HMOX1","brown",0.501918994593842,1.09364760239724e-24,0.511278361156899,1.06029222214304e-25,0.137194399928897,0.00867696559585863,0.322438850612117,2.8206595279596e-10,0.249229279265664,1.42497589689207e-06
"TNF","TNF","TNF","brown",0.499306050666794,2.07146327252533e-24,0.619088002496155,5.37406587091778e-40,0.256182527747002,7.02768787010428e-07,0.329742694156262,1.04933889096495e-10,0.361686736393078,1.01027340899703e-12
"SLC1A5","SLC1A5","SLC1A5","brown",0.497015630048031,3.60979638076717e-24,0.660684034578348,3.86316212204576e-47,0.637710286997799,4.65628054933432e-43,0.710470381137306,2.38086664451915e-57,0.381062978315845,4.64009923305315e-14
"IKBKE","IKBKE","IKBKE","brown",0.49466627058718,6.35351898837588e-24,0.692025150229201,2.52136385646145e-53,0.623192584308657,1.1831882134397e-40,0.704404378240696,5.42983397212922e-56,0.457591161121486,2.7353837585415e-20
"PTGDR","PTGDR","PTGDR","brown",0.493880166796935,7.669153938379e-24,0.521996969993712,6.69366448672378e-27,-0.0651179304811173,0.214558953513968,-0.00137018034490387,0.979187562215408,0.198786283337899,0.000131837348114968
"MEFV","MEFV","MEFV","brown",0.487929879734791,3.13770262852323e-23,0.596396944360393,1.56612296627869e-36,0.1729365105127,0.000907796132109464,0.336644990625625,4.02231199859843e-11,0.408897885109471,3.82572177098346e-16
"ITGAM","ITGAM","ITGAM","brown",0.484877678861773,6.39523915020519e-23,0.692283676647082,2.22495744319275e-53,0.206536554265363,7.02952652029549e-05,0.483188550530464,9.4551683716583e-23,0.494062598176363,7.3417305144254e-24
"LUM","LUM","LUM","brown",0.482212693653553,1.18398522225765e-22,0.718082957330326,4.18729507774922e-59,0.149990124107243,0.00407893177095768,0.143515020496827,0.00602021907322293,0.310286547670465,1.37956409312176e-09
"IRAK3","IRAK3","IRAK3","brown",0.481303799360572,1.4589475915495e-22,0.691843598251713,2.75260254758051e-53,0.0522048773392819,0.319916203031859,0.153438432301773,0.00329481652201995,0.429185021720247,8.63746374245313e-18
"EGR3","EGR3","EGR3","brown",0.478205629619751,2.95912073563628e-22,0.658971554146499,8.00841834438659e-47,0.0232041734588326,0.658594851650163,0.116128480223726,0.0265185470077285,0.374078755892245,1.44254372664331e-13
"PEBP1","PEBP1","PEBP1","brown",-0.476602657434238,4.2544551990646e-22,-0.57319654700182,2.90713602539325e-33,-0.557193600692776,3.72462235947689e-31,-0.418774664220672,6.23880048959584e-17,-0.243577497995377,2.49318746636518e-06
"CREB3L1","CREB3L1","CREB3L1","brown",0.476367263221372,4.48672476418403e-22,0.714269274960111,3.22271481769694e-58,0.403537519789841,9.98588114576958e-16,0.393934077675719,5.33742798465752e-15,0.385018388565035,2.41143353941416e-14
"PMAIP1","PMAIP1","PMAIP1","brown",0.474878865134451,6.27316339538622e-22,0.689453049127163,8.68762070233862e-53,0.40161805194098,1.40208593200295e-15,0.485856578305989,5.09346670406488e-23,0.488438757122196,2.78452273246185e-23
"ACTB","ACTB","ACTB","brown",0.473213470712575,9.10986754426874e-22,0.668813654648692,1.13525402658629e-48,0.45291069964901,7.33012888698495e-20,0.682793938024318,2.01437272070197e-51,0.489854784028504,1.99518263054179e-23
"BIRC3","BIRC3","BIRC3","brown",0.472461256942054,1.07746866942852e-21,0.56571208140536,2.90717559720864e-32,0.141801758828971,0.00665662793543337,0.3344389682123,5.47903753203323e-11,0.405557676248078,6.97004117965724e-16
"HIC1","HIC1","HIC1","brown",0.472053356031644,1.17993123770633e-21,0.700461715161268,3.97247277586533e-55,0.239047176301505,3.86610507048587e-06,0.253229366072205,9.51254656096747e-07,0.329294978849695,1.11575802458162e-10
"SNAI1","SNAI1","SNAI1","brown",0.464631598382712,6.03302378148255e-21,0.67876224267833,1.29763300085598e-50,0.151807685843457,0.00364678789645551,0.178972405369702,0.000591872398522331,0.304928768580613,2.71577344778377e-09
"S100A9","S100A9","S100A9","brown",0.459772172655083,1.71898590661164e-20,0.488248958673947,2.91141260574883e-23,0.375290578506156,1.18714583786375e-13,0.414689204474333,1.33059844556758e-16,0.142669356229232,0.00632718879311055
"ENO2","ENO2","ENO2","brown",0.456805465768136,3.23103883877865e-20,0.676328552683073,3.93786534418761e-50,0.540286447949812,4.75708466874672e-29,0.613373602703692,4.25904474097312e-39,0.466821481739147,3.74303643841195e-21
"LGALS1","LGALS1","LGALS1","brown",0.454690118862227,5.0481838889684e-20,0.582947180168318,1.32315392679131e-34,0.513900460614805,5.44305909005389e-26,0.537961921311511,9.07194180482121e-29,0.168558145624269,0.00122750267148743
"RUFY4","RUFY4","RUFY4","brown",0.454071706201771,5.74824696162679e-20,0.502324112669487,9.90044021971572e-25,0.333066531572487,6.63245726608226e-11,0.385533490004987,2.21296522781961e-14,0.296889252829495,7.3153116648895e-09
"FAIM2","FAIM2","FAIM2","brown",0.453716646736321,6.19249406651264e-20,0.566893391349334,2.02920939071338e-32,0.148917303154942,0.00435522541995469,0.182477668480462,0.000458781523676481,0.210705279573789,4.96322317855975e-05
"CXCL12","CXCL12","CXCL12","brown",0.451947496180399,8.96179270371133e-20,0.596114292274002,1.72287674790049e-36,0.058201868363433,0.267399353412526,0.0219751476127073,0.675621732173651,0.24159217083134,3.02486842786448e-06
"LPAR1","LPAR1","LPAR1","brown",0.449124304297671,1.60930027855716e-19,0.701070856683576,2.92724030377026e-55,0.261819878235695,3.90195583168301e-07,0.325704724683516,1.8186425721643e-10,0.395858732327274,3.83114059104279e-15
"ANXA5","ANXA5","ANXA5","brown",0.448273886363057,1.9176051082332e-19,0.682757751675716,2.04860956172068e-51,0.358002003565023,1.7735316010864e-12,0.532012148027793,4.62881191866753e-28,0.540799532394378,4.12253332876312e-29
"BCL2","BCL2","BCL2","brown",0.446543025316481,2.73548027628758e-19,0.739829192158501,1.87481165086306e-64,0.142820929321391,0.00627115784423591,0.327382111315774,1.44864714673139e-10,0.55592590982325,5.41002163419766e-31
"TIMP2","TIMP2","TIMP2","brown",0.446429946574382,2.79950908510275e-19,0.744915728880582,8.78583873296344e-66,0.362057076959332,9.54334369127255e-13,0.370440051238444,2.57700118039084e-13,0.439044823433283,1.24532013697234e-18
"PRNP","PRNP","PRNP","brown",0.444551736587568,4.10615008886409e-19,0.579077576083831,4.56590608937183e-34,0.336463314138863,4.12639195041433e-11,0.358655987858044,1.60579951565161e-12,0.385159071388995,2.35556099859556e-14
"SRPX","SRPX","SRPX","brown",0.443581619825559,4.99983028629242e-19,0.656389342731179,2.38254602332606e-46,0.094859735032626,0.0702709466683205,0.119098087657089,0.0228659881361781,0.24251937677729,2.7643194160582e-06
"PML","PML","PML","brown",0.443414822021151,5.17168105277562e-19,0.774381951408155,3.72686858407236e-74,0.33255622845907,7.11901322643867e-11,0.604049453935969,1.14135845761544e-37,0.624178287663348,8.19897876984994e-41
"IL6","IL6","IL6","brown",0.4424612927763,6.27158734889985e-19,0.506720522305069,3.3332217407345e-25,0.0505683901213754,0.335341597950761,0.0751442680864413,0.151934651258622,0.165276712325377,0.001531776940086
"PRKAR2B","PRKAR2B","PRKAR2B","brown",0.440675394747725,8.98504832812402e-19,0.660216573863183,4.71599797563641e-47,0.337751350905398,3.44155831746331e-11,0.324363779220125,2.17913371173387e-10,0.378117908112086,7.51080619106094e-14
"ICAM1","ICAM1","ICAM1","brown",0.439492612781692,1.13874524794542e-18,0.638772782769304,3.06858371617571e-43,0.0659385545332254,0.208825546989231,0.355094431796941,2.75091133882196e-12,0.553989613358764,9.53858268957911e-31
"TRIM22","TRIM22","TRIM22","brown",0.438432742599124,1.40701269281235e-18,0.53766399575401,9.85089545792513e-29,-0.280282157551943,5.15277780089974e-08,-0.0654865412982577,0.211969772151146,0.333485744250941,6.25712376724467e-11
"ABCC1","ABCC1","ABCC1","brown",0.436168603529791,2.20537685575605e-18,0.71605924073203,1.24181819514738e-58,0.448785291765044,1.72587022555843e-19,0.582062686323143,1.75872643565233e-34,0.552374906969336,1.52629384156783e-30
"GSN","GSN","GSN","brown",0.435200045594268,2.67014030541502e-18,0.521520809693117,7.58350189834505e-27,0.0461098338467373,0.379741452845233,0.156537919764116,0.00270953297632686,0.200921701103476,0.000111124775096538
"LAMP3","LAMP3","LAMP3","brown",0.432772528151815,4.30052356815534e-18,0.625289858942378,5.41303232969687e-41,0.279524233883558,5.61608087255964e-08,0.462915659330568,8.74862628799882e-21,0.492882958621254,9.73029825301305e-24
"PHLDA2","PHLDA2","PHLDA2","brown",0.432395364041722,4.62947718280438e-18,0.481849561264347,1.28710410307831e-22,0.557640436254204,3.26417623819895e-31,0.519823979313259,1.18125173317372e-26,0.17230913601799,0.000948320565129218
"FOXF1","FOXF1","FOXF1","brown",0.432332623347627,4.68654712677975e-18,0.712128094705963,9.98804408931124e-58,0.128982568042404,0.0136606404622099,0.147017745365892,0.00488616402892361,0.376708372180552,9.44162004456005e-14
"STAT1","STAT1","STAT1","brown",0.431036146193018,6.03337148910134e-18,0.604113012966978,1.1164677911874e-37,0.183817090058919,0.000415718819110754,0.419731371454858,5.21699896475279e-17,0.567024961730107,1.94938275923519e-32
"DCN","DCN","DCN","brown",0.431027268623658,6.04379406080937e-18,0.654465868844856,5.33000437761141e-46,0.030059583194663,0.567019140326934,0.0239248510682255,0.64869128744602,0.264670830422101,2.88251307626243e-07
"PTGS2","PTGS2","PTGS2","brown",0.42968622191556,7.83952919694392e-18,0.625356114022533,5.28043537201214e-41,0.0918262648087245,0.0797696646761965,0.165801843039578,0.00147884091751028,0.373901102568209,1.48424413344346e-13
"SOD2","SOD2","SOD2","brown",0.428842612085732,9.22795193040546e-18,0.384807466765994,2.49764173895063e-14,-0.141239688530717,0.00687816987283174,0.0204163348601418,0.697456545091623,0.196407037597599,0.000159158723342915
"PFKFB3","PFKFB3","PFKFB3","brown",0.428403197397735,1.00441410031902e-17,0.733249322988343,8.84812170801288e-63,0.320512787247606,3.64496234028786e-10,0.453369816970191,6.65901459525531e-20,0.621905296104101,1.90647620530047e-40
"ACP5","ACP5","ACP5","brown",0.427903920261128,1.10578213427137e-17,0.51588963189721,3.26949967029838e-26,0.366079553753011,5.11607405870303e-13,0.314969371841501,7.54683633899593e-10,0.175323466769635,0.000767784885626343
"GPR15","GPR15","GPR15","brown",0.426177558414955,1.54000011293653e-17,0.430720632987438,6.41486268423666e-18,0.141490239532293,0.00677861206875094,0.142486912963491,0.00639522610440118,0.220083265007167,2.21150489645256e-05
"PSMB8","PSMB8","PSMB8","brown",0.42506696886786,1.90382487767527e-17,0.357154375700039,2.0165801955185e-12,0.0931925469286783,0.0753700848198735,0.287957204811675,2.12341768493794e-08,0.0895569518805823,0.0875345142141795
"IL3RA","IL3RA","IL3RA","brown",0.424266864476674,2.2170371641914e-17,0.520952395167211,8.79966165898067e-27,0.258856157063841,5.32558031133815e-07,0.277762045867369,6.85388558676429e-08,0.160539232460094,0.00209406987461778
"ITGA3","ITGA3","ITGA3","brown",0.423689602881709,2.47392785507593e-17,0.7711359459442,3.58757266657994e-73,0.431104745622251,5.95342692709575e-18,0.524857759054259,3.14909548280154e-27,0.53835971718285,8.12599726880051e-29
"STAT4","STAT4","STAT4","brown",0.41861373923682,6.42899618109964e-17,0.552020285284951,1.69171006197742e-30,0.224505230969726,1.49210690777721e-05,0.29697408868051,7.24036259093077e-09,0.33410198057141,5.74268340274668e-11
"PRKX","PRKX","PRKX","brown",0.415738531168959,1.09644477637732e-16,0.70151578969095,2.34093316685339e-55,0.44880872495835,1.71755211125698e-19,0.450387939167396,1.23917540920961e-19,0.512137601550739,8.52722691922033e-26
"CTSK","CTSK","CTSK","brown",0.41361567397786,1.62084609640265e-16,0.698445454048835,1.08539555153348e-54,0.327747442562672,1.37837440047374e-10,0.359970433221167,1.31422388727255e-12,0.419843310351364,5.10876140109111e-17
"S100A8","S100A8","S100A8","brown",0.413196836390635,1.75021849062178e-16,0.402227396460887,1.25918242194903e-15,0.276172203386797,8.19334521016098e-08,0.288990357195877,1.88070025996433e-08,0.0757022913199876,0.148907461232729
