"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change"
"NR0B1",0.368728717607155,0.336571085675388,2.76031645550546,0.00603022331040765,0.0107907581044213,-3.67794450800356,"NOT"
"RNF32",0.126351270867609,0.647974259777635,2.7592692333809,0.00604922789532525,0.0108224144613522,-3.68077981471384,"NOT"
"C16orf71",0.141115548926769,0.552905110100888,2.75925923963836,0.00604940951847873,0.0108224144613522,-3.68080686732604,"NOT"
"GPCPD1",-0.22676926216145,2.69725084302341,-2.7592359576572,0.00604983265704925,0.0108224144613522,-3.680869890237,"NOT"
"TEX13C",0.299419817581988,0.267945964157188,2.75918657913392,0.00605073017601339,0.0108228758254041,-3.6810035532085,"NOT"
"GNB5",0.311166657978118,2.62345532725354,2.75908735495451,0.00605253406869183,0.010824958141458,-3.68127213666409,"NOT"
"EIF5A",-0.242539339228579,7.49562600794305,-2.75777793995055,0.00607638478171423,0.0108664665917762,-3.68481563457576,"NOT"
"PHLDA3",0.621033852767834,3.28489259152439,2.75707382364156,0.00608924520734035,0.0108883142928676,-3.68672042173979,"UP"
"ISOC2",-0.286782996758908,6.14446013841176,-2.75691795252974,0.00609209546009007,0.010892259856317,-3.68714202348376,"NOT"
"TRPC1",0.21957467755091,0.817843126285552,2.7566858583115,0.00609634176032802,0.010897675770412,-3.6877697516716,"NOT"
"TLL2",0.104714056786823,0.148304130967544,2.75668198359909,0.00609641267317059,0.010897675770412,-3.68778023088934,"NOT"
"SYPL2",-0.529211803628785,2.258370312617,-2.75604709942455,0.00610804204748809,0.0109173106037336,-3.68949709289099,"DOWN"
"CMTR1",0.187128052830386,4.52622782435358,2.7559023918603,0.00611069550625075,0.010920899731862,-3.68988835961405,"NOT"
"XBP1",-0.28533092421419,8.52814075563211,-2.75578326958947,0.00611288059709111,0.0109236511335282,-3.69021043282598,"NOT"
"PPIC",0.272433105602324,4.89028042724493,2.75535432322384,0.00612075472370313,0.0109365671256368,-3.69137007232996,"NOT"
"H2BC3",0.0790527752992956,0.107292628853905,2.75501798134197,0.00612693533023617,0.0109464547273705,-3.69227923756297,"NOT"
"HRH1",0.169121199573779,0.756977905061812,2.75423706006985,0.0061413072709061,0.0109709734302156,-3.69438973208211,"NOT"
"TMEM217",-0.143624005981407,0.473213465918766,-2.75402203576475,0.00614526988751732,0.0109768934621219,-3.69497074907851,"NOT"
"RUSF1",-0.391949566876322,4.44899925182088,-2.75363431045571,0.00615242099837852,0.0109885070417525,-3.69601831079581,"NOT"
"EFCAB6",-0.0841726448652206,0.263545094009233,-2.75090107472149,0.00620304588229946,0.0110776147823445,-3.70339897150273,"NOT"
"NUP214",0.145131881791425,3.26563773781326,2.75087011869311,0.00620362139811457,0.0110776147823445,-3.70348252277766,"NOT"
"RDH8",0.246970473882121,0.23158416410366,2.75073485276045,0.00620613674687053,0.011080936994175,-3.70384759906602,"NOT"
"EXD3",0.212987951257295,1.99306088041739,2.75036248722458,0.00621306586191666,0.0110920715730029,-3.70485250645076,"NOT"
"TLCD3A",0.326675710896708,2.17772716743098,2.75032928883466,0.0062136839690618,0.0110920715730029,-3.70494209297993,"NOT"
"ZNF501",0.182076726172407,0.777093304554398,2.75025990145594,0.00621497604351636,0.0110932077671245,-3.70512933286327,"NOT"
"MYO7B",0.409036685267389,1.08633669383967,2.75011958730769,0.00621758959955763,0.0110967022058976,-3.70550795271581,"NOT"
"SELENOW",-0.477647320220904,4.80206340342844,-2.75006716703823,0.00621856625845762,0.0110972748006076,-3.70564939735582,"NOT"
"ROS1",0.153660988405109,0.181001169088358,2.74997994461809,0.00622019163464399,0.0110990048138575,-3.70588474223216,"NOT"
"TCAF1",-0.240327723148722,3.01459956247449,-2.74972534982362,0.00622493816467285,0.0111053507706901,-3.70657165266353,"NOT"
"USP51",-0.236820025157634,0.807375510411315,-2.74970869351388,0.00622524881008777,0.0111053507706901,-3.70661659014498,"NOT"
"ELP5",-0.24166219517825,4.61280755945775,-2.74968359116895,0.00622571700317748,0.0111053507706901,-3.70668431390365,"NOT"
"FAM136A",0.219585593176365,4.8163975196634,2.74900215281819,0.00623843892229698,0.0111268709817842,-3.70852254256508,"NOT"
"SET",0.230749921503463,6.45622098366561,2.74832673884655,0.00625107154425062,0.0111482274030633,-3.71034408656014,"NOT"
"CYSRT1",0.293747253860672,1.41918948719565,2.74802420194525,0.00625673754178245,0.0111571562803774,-3.71115986736519,"NOT"
"DEPP1",-0.538318462485314,6.88760388255427,-2.74790278758635,0.00625901272898861,0.0111600373432262,-3.71148723284319,"DOWN"
"PGAP3",-0.256034240525266,5.20637429277246,-2.74760191052555,0.00626465409460414,0.0111689191797278,-3.71229841750547,"NOT"
"EPS8",-0.271137507876066,3.68883336863599,-2.74750928928756,0.00626639164290015,0.0111708399693967,-3.71254811331257,"NOT"
"DUSP13",0.253454839401713,0.237437289377359,2.74684446358864,0.0062788763695094,0.0111916827478277,-3.71434016587424,"NOT"
"CDH16",0.471043095126482,0.814219922629044,2.74681626431958,0.00627940641852584,0.0111916827478277,-3.71441616839113,"NOT"
"PCDH1",-0.364382416994723,4.05911169305461,-2.74580994414484,0.00629834824834855,0.0112242602117226,-3.71712790459653,"NOT"
"PPAT",0.19962589241125,2.26282536163963,2.74528757934372,0.00630820098755442,0.0112406348894701,-3.71853514599191,"NOT"
"IDH2",-0.354599795689655,7.82267281694212,-2.74504611669346,0.00631276011084543,0.011247001063103,-3.71918555478613,"NOT"
"ZNF763",0.170967878392542,0.767610986048685,2.74502796205692,0.0063131030138498,0.011247001063103,-3.71923445426128,"NOT"
"MALL",0.173318972474693,0.49701079940947,2.74495168552663,0.00631454390136903,0.0112483837619818,-3.71943990152697,"NOT"
"NUDT4",-0.219538264478458,2.76648825769198,-2.74486657256031,0.00631615206260067,0.0112500641106596,-3.71966914282142,"NOT"
"GRIN2D",0.213192612412466,0.582954824239876,2.74461727299891,0.00632086456542567,0.0112572728461812,-3.72034056105266,"NOT"
"ATP9A",0.372242306520151,3.77247529505855,2.74446168759907,0.00632380720130309,0.0112613283154335,-3.72075955675389,"NOT"
"ARFGEF1",0.202783260787678,3.2682514829439,2.74423287920772,0.00632813697479767,0.011267852862312,-3.72137570234809,"NOT"
"INTS11",0.187167256323918,4.20921789398606,2.7434074266152,0.00634377939477227,0.0112945171652927,-3.72359810675266,"NOT"
"TRNT1",0.150153749428295,2.36310036624339,2.74316027047012,0.00634846982087489,0.0113006665647905,-3.72426341131709,"NOT"
"PARM1",0.39595410242847,1.73792163635925,2.74315504514742,0.00634856901866904,0.0113006665647905,-3.72427747642092,"NOT"
"BCL6",-0.323495354404215,4.04383382629442,-2.74260562196127,0.00635900711234521,0.0113180561005568,-3.72575622543497,"NOT"
"PLIN4",-0.515103670582018,3.67240402983989,-2.74242559194269,0.00636243074249878,0.0113229586236666,-3.7262407064013,"DOWN"
"SKI",-0.248878192988244,4.19005598653778,-2.74194492796797,0.00637157968475061,0.011338048148666,-3.72753407680233,"NOT"
"APOLD1",0.402654459504089,3.02325269405303,2.74160169226493,0.00637812009147858,0.0113484931722302,-3.72845752147633,"NOT"
"SCLT1",0.11467164233451,0.998669910133577,2.74150520866759,0.00637995969200962,0.0113505728050147,-3.72871708181199,"NOT"
"BIN1",0.304530165758016,4.30609952108746,2.74137404060489,0.00638246137098671,0.011353829779065,-3.7290699362264,"NOT"
"CHUK",-0.173071348471349,3.07464771014785,-2.74132472432836,0.00638340217581366,0.0113543097042934,-3.72920259743315,"NOT"
"BRINP3",0.190158707229656,0.173031192332701,2.74093823328162,0.00639077958941871,0.0113662372748112,-3.73024218196861,"NOT"
"HSPA1B",0.552710982883835,5.29645012588417,2.7402320852637,0.00640427856375399,0.011389048615584,-3.73214121551754,"UP"
"SMARCE1",0.120561910099283,0.772479033693297,2.73907302804625,0.00642649133457769,0.0114273497133658,-3.73525722823436,"NOT"
"TMEM200A",0.192344297591053,0.512472431996561,2.73761336672173,0.00645456399874147,0.011476061513366,-3.7391795771611,"NOT"
"ARHGEF9",0.170360945489328,1.49003484777683,2.73730333223698,0.00646054091638066,0.0114854814925486,-3.74001243094319,"NOT"
"ZFAND2A",0.308503614414253,5.21751145249211,2.73698941772877,0.00646659772480366,0.0114950415066081,-3.7408556150468,"NOT"
"PELI3",0.271278666854014,2.19694583632472,2.73695391799468,0.00646728299528248,0.0114950520549553,-3.7409509625635,"NOT"
"STEAP1B",0.131386453853876,0.13889726088394,2.73687367167204,0.00646883227486503,0.0114965981433664,-3.74116648901043,"NOT"
"ARHGAP31",-0.232626439850546,1.68327218131438,-2.73679195587493,0.006470410269263,0.0114981949344885,-3.74138595592485,"NOT"
"CASQ1",0.144299964149209,0.245288860257077,2.73665197851359,0.00647311414648016,0.0115013544682499,-3.74176188323204,"NOT"
"EPOR",-0.246521302497192,2.57931158208196,-2.73662954080554,0.00647354766004444,0.0115013544682499,-3.74182214087431,"NOT"
"UFSP1",0.331524326591991,2.44265169956198,2.73580217092854,0.00648955138934253,0.0115285773290357,-3.74404375335822,"NOT"
"ANK2",-0.141870242929413,0.405850290530447,-2.73396972708627,0.00652512338453591,0.0115905535156133,-3.74896183390648,"NOT"
"SDHAF1",0.273129472947894,4.91740726681011,2.73382357361186,0.00652796812823868,0.0115943894928022,-3.74935395712241,"NOT"
"CTDP1",0.157339588921534,3.39176241828186,2.73375061203863,0.00652938867742059,0.0115956954041387,-3.74954970218431,"NOT"
"C16orf74",0.245205223188211,0.646190531461216,2.73311278593682,0.00654181892792771,0.0116165513778429,-3.75126068029176,"NOT"
"PCSK1N",0.706430407039584,1.17308982763581,2.73229422595621,0.00655780269866423,0.0116437124306503,-3.75345591551105,"UP"
"VSTM5",0.0686948594080831,0.0985469120347951,2.7313125445658,0.0065770181717674,0.0116766052339184,-3.75608777745858,"NOT"
"MYO1H",0.047013629050277,0.0580843213092876,2.73093403721869,0.00658444065434118,0.0116885564742034,-3.75710230199792,"NOT"
"ANKRD33",0.302177949798596,0.294284234987201,2.73004548619865,0.00660189474359391,0.01171831123008,-3.75948337890972,"NOT"
"SP100",-0.21162451049003,3.56316130134807,-2.72946787342018,0.00661326335697111,0.0117372592052977,-3.76103082438836,"NOT"
"MEPE",0.0841111911092881,0.101506017386097,2.72921137425829,0.00661831745281241,0.0117449973381268,-3.76171789362455,"NOT"
"CAPN14",0.0746969028580645,0.0919065281646309,2.72904822846494,0.00662153391393735,0.0117494730870107,-3.76215487026843,"NOT"
"ZNF226",0.206834464508192,1.99907812344635,2.72877647401409,0.00662689475448666,0.0117577525574781,-3.76288269302204,"NOT"
"PGLS",0.26836953175635,5.26823775186594,2.72855818899659,0.00663120365131148,0.0117641640788259,-3.76346726133884,"NOT"
"FOXJ1",0.52257246988722,0.826366899263616,2.7282357389756,0.00663757336750013,0.0117742298932246,-3.76433070149242,"UP"
"ABRAXAS2",-0.144972623197958,3.83034068863115,-2.72803265315863,0.00664158798212024,0.0117801163779305,-3.76487446376929,"NOT"
"AC069544.2",0.149313664743897,2.09566647663361,2.72729226717965,0.00665624254498963,0.011804871617626,-3.76685651655399,"NOT"
"HECTD4",0.171316382175331,1.97614240156338,2.72670723572144,0.006667842782538,0.0118242053786759,-3.76842230991281,"NOT"
"NR2C1",0.169235603709549,2.73496997691843,2.72633437355525,0.00667524555676165,0.0118360924306784,-3.76942007879366,"NOT"
"FIS1",0.222647416935677,7.42944408547948,2.72526563908401,0.00669650522730071,0.0118725445254773,-3.7722792533855,"NOT"
"GDF3",0.0507241240875878,0.0747179273398103,2.72477067117439,0.00670637199740689,0.0118887616552381,-3.77360306962792,"NOT"
"TMEM107",0.190323990208368,1.60178725179521,2.72473631079791,0.00670705742928331,0.0118887616552381,-3.77369495954933,"NOT"
"MRPL37",-0.203585715739068,6.56921487638031,-2.72384637195943,0.00672483224733678,0.0119190202636625,-3.77607453266779,"NOT"
"ANKRD35",-0.474655912902969,1.46362187370507,-2.72363437583449,0.00672907272473896,0.0119252869266137,-3.77664127032169,"NOT"
"LHFPL4",0.288855291316468,0.290598832705194,2.72318876007985,0.00673799407118194,0.0119396460356882,-3.77783241385529,"NOT"
"EEF1AKMT1",-0.290271536183623,3.54974156065168,-2.72315919492493,0.00673858635073707,0.0119396460356882,-3.77791143569998,"NOT"
"B4GALNT4",0.489755932968434,0.65165954295153,2.72288901419974,0.00674400106455927,0.0119479889030895,-3.77863353729849,"NOT"
"RASGRF1",0.311684772463963,0.337972440874912,2.7227970687377,0.006745844645911,0.0119500039000691,-3.77887926062178,"NOT"
"XAGE1B",0.0725242212044067,0.0687685527606538,2.72271038374371,0.00674758316692011,0.0119518323843248,-3.77911091806539,"NOT"
"NXT1",0.252991570931406,4.65974277006102,2.72266810692676,0.00674843120116601,0.0119520833530385,-3.77922389627659,"NOT"
"CAPN5",-0.422315065808149,4.91946723230208,-2.7224670652139,0.00675246522964776,0.0119579763632517,-3.77976112579211,"NOT"
"ZDHHC20",-0.253235608700222,3.55967711567822,-2.72227590123584,0.00675630307252396,0.0119635207503326,-3.78027192423682,"NOT"
"PRPS2",-0.35823940644405,4.35950607319442,-2.721740101311,0.00676707037746696,0.0119813328300846,-3.78170342045512,"NOT"
"ABCC2",-0.546952339889352,5.41093404902679,-2.72166177610911,0.00676864567767085,0.0119828681221875,-3.78191265905636,"DOWN"
"TM7SF3",-0.317992682214683,5.01197669572972,-2.72142435602622,0.00677342276344986,0.0119900707794053,-3.78254686956063,"NOT"
"ITPK1",0.28447157649942,5.18216156591324,2.72120311103814,0.00677787713017948,0.011996700723825,-3.78313782414848,"NOT"
"KHDC1",0.111792812364471,0.149696096736433,2.72038687417186,0.00679433344306739,0.0120245702531266,-3.78531762585902,"NOT"
"FAM50B",-0.499063389460995,4.00473651588289,-2.72012695821656,0.00679958121944445,0.0120325992275904,-3.78601161207374,"NOT"
"PDHB",-0.195391252789679,4.72602427131363,-2.71931156334503,0.00681606800281652,0.012059883891236,-3.78818833447708,"NOT"
"ADGRG2",0.392145791394419,0.816273182752471,2.71929392068202,0.0068164251247433,0.012059883891236,-3.78823542516433,"NOT"
"NKAIN2",0.192970141251303,0.284605262640911,2.71899109209738,0.00682255759741926,0.012068479438734,-3.78904367023259,"NOT"
"TERF1",0.180632231337976,2.04247681928111,2.71898357407308,0.00682270990549785,0.012068479438734,-3.78906373462475,"NOT"
"ALPI",0.576547471769933,0.54515673805419,2.71873723062163,0.00682770228807154,0.0120760479164271,-3.78972115587847,"UP"
"SAR1A",-0.14605802122245,5.06432275414751,-2.7174317707156,0.00685421369394756,0.0121216711867984,-3.79320410113193,"NOT"
"HGD",-0.573355120921426,8.01178497986137,-2.71663745185556,0.00687039018655049,0.0121490095460989,-3.79532254071351,"DOWN"
"CCDC87",0.157014843424425,0.524085110229988,2.71614175268998,0.00688050265466305,0.0121656202110296,-3.79664426203663,"NOT"
"C5orf24",-0.230232273952562,4.27307789447862,-2.71610589947457,0.00688123459529239,0.0121656431498216,-3.79673985123358,"NOT"
"APOC2",0.486595852898035,3.48315855619629,2.71531006782983,0.0068974995220489,0.012193124677454,-3.79886132535397,"NOT"
"GPN2",0.164110100272069,3.43977335657556,2.71469796800521,0.00691003297635115,0.0122140048044331,-3.80049261145963,"NOT"
"UPP2",-0.740845404862513,1.84852283611404,-2.71396214422891,0.00692512699803208,0.0122394060929289,-3.80245316022578,"DOWN"
"VCX3A",0.29284610651576,0.267646430005364,2.71382006057134,0.006928044995001,0.0122432845285026,-3.80283167268386,"NOT"
"CSAG3",0.475259582339172,0.679196072072434,2.7136180484293,0.00693219566212954,0.0122493403089906,-3.80336980237269,"NOT"
"PPM1M",0.285961569713362,2.99214011436871,2.71351012848828,0.00693441397096778,0.0122519806622894,-3.80365726887471,"NOT"
"B4GALT2",0.237395033375961,4.2858214393015,2.71293475592235,0.00694625163576237,0.012271614525865,-3.80518970338632,"NOT"
"CUBN",0.0877238777978941,0.17661366827639,2.7128685128282,0.00694761568413316,0.0122727429785173,-3.80536611363975,"NOT"
"ZNF117",0.22009196836707,0.928277803796364,2.71238688561765,0.00695754039998678,0.0122889917649453,-3.8066485974938,"NOT"
"COL1A2",0.695717800525649,4.99444008858055,2.71193549134124,0.00696685371703398,0.0123041573683261,-3.80785037716113,"UP"
"TBL3",0.205011590887681,3.9922012942755,2.71178727094241,0.00696991429963871,0.0123082780071161,-3.80824495296258,"NOT"
"CELF3",0.0599867095586654,0.0680800760556359,2.71174190902552,0.00697085121380263,0.0123086479587555,-3.80836570623482,"NOT"
"REN",0.512854438064098,1.2988617175905,2.71146442734236,0.00697658484796886,0.0123174866665777,-3.8091043191197,"UP"
"IFITM2",-0.425970617789425,7.96440302803149,-2.7112698768315,0.00698060740104438,0.0123231152280912,-3.80962213868014,"NOT"
"PEX1",-0.213548551918265,2.28408295497218,-2.71123980320331,0.00698122939403597,0.0123231152280912,-3.80970218005507,"NOT"
"TMIGD1",0.0789718804859268,0.0783849879036551,2.71090119281206,0.00698823609771807,0.0123341966214131,-3.81060333712942,"NOT"
"C7orf26",0.164712082385852,4.28911154162104,2.71074699084069,0.0069914290257879,0.0123385451131995,-3.81101368486711,"NOT"
"PARP10",0.316244435301895,5.41073467347244,2.71027276123097,0.00700125673386981,0.0123546006042143,-3.81227551878611,"NOT"
"AC009879.3",0.102548466732029,0.291822343548174,2.70946703544427,0.00701798276317293,0.012382824435417,-3.81441891182479,"NOT"
"GCM1",0.140005141870024,0.138550822627339,2.70876391067644,0.00703260831964497,0.0124073366048079,-3.81628886287851,"NOT"
"SNX29",0.191977770829639,1.73469454925839,2.70846582720285,0.0070388169808253,0.0124169956351694,-3.817081470562,"NOT"
"SLC17A5",0.310382937656421,4.76074966120875,2.70736576661017,0.0070617724784332,0.0124561922347095,-3.82000581677306,"NOT"
"CC2D1A",0.236500462796763,4.36233973804333,2.70698901674086,0.00706964979617189,0.012468787179594,-3.82100708623492,"NOT"
"UNC5B",0.365689386587847,2.34461702349702,2.70689817888573,0.0070715502742192,0.0124708392068852,-3.82124848137845,"NOT"
"NSMCE3",-0.160412120620528,2.92767284296942,-2.70669052472404,0.00707589647168388,0.0124767964256159,-3.82180027818709,"NOT"
"PBX3",-0.30616143116111,3.41193814909168,-2.7066663307362,0.00707640300789762,0.0124767964256159,-3.82186456591097,"NOT"
"ELK4",0.233094411033918,3.43040809544173,2.70655079146338,0.0070788224407368,0.0124797618795277,-3.82217156663602,"NOT"
"ST6GALNAC2",0.227234522503875,0.551224576137937,2.70551971143852,0.00710044664750575,0.0125165806565731,-3.82491070103272,"NOT"
"VWA5B2",0.149834066085905,0.203848251321897,2.70520699577344,0.00710701679416783,0.0125268574139702,-3.82574125241723,"NOT"
"INHBE",-0.775737858350919,5.06909015426707,-2.70434552224085,0.00712514466707209,0.0125575016052002,-3.82802878782532,"DOWN"
"SH3RF3",0.389658769652023,1.48014392161801,2.70409540394527,0.00713041567115118,0.012565482563169,-3.82869281399377,"NOT"
"SPATA17",0.115656214840216,0.177566835541753,2.70400461885192,0.00713232974909173,0.0125675467754224,-3.82893381999324,"NOT"
"DNAJB13",0.0608587734872329,0.0841561422309213,2.70368679761418,0.00713903421724175,0.0125780506028683,-3.82977747434027,"NOT"
"BCL2L10",-0.834880174679025,2.68357943063487,-2.70357527781247,0.0071413880830663,0.0125805390263616,-3.83007348021957,"DOWN"
"TMED4",0.156806292180499,5.72433554317187,2.70354943898427,0.00714193356700133,0.0125805390263616,-3.8301420622776,"NOT"
"MAT2B",-0.227601222914369,4.75118530338276,-2.70263170402591,0.00716133224573011,0.0126133967867179,-3.83257752681312,"NOT"
"TTLL12",0.250668517807466,4.79644543226179,2.70223915049827,0.00716964435452633,0.012626722743853,-3.83361903286486,"NOT"
"NEURL3",0.52063122014369,1.98189838954576,2.70153635158508,0.00718454745361688,0.0126516523532783,-3.83548330377253,"UP"
"NOTCH2",-0.304119853470703,3.12546729098315,-2.70122031208779,0.00719125827414211,0.0126621520558542,-3.83632148947879,"NOT"
"LMTK3",0.329643151447359,0.682330377056286,2.69975855875064,0.00722237083295843,0.0127156109525013,-3.84019705427243,"NOT"
"GTPBP6",0.215494814699755,5.42564107745904,2.69964825633178,0.00722472346737798,0.0127184296495529,-3.84048941827072,"NOT"
"MAML2",-0.223006344520756,1.32793988187185,-2.69934340788678,0.00723122915414255,0.0127285580481895,-3.84129737965066,"NOT"
"LSM14A",0.178936933441935,5.44537889060222,2.69806731454717,0.00725851922060408,0.0127752656263617,-3.84467854390583,"NOT"
"H2AC21",0.100875724450336,0.18913293638112,2.69789324000936,0.00726224909586183,0.0127805009829514,-3.84513965589138,"NOT"
"CCN2",-0.561807728682338,5.91919747173854,-2.69741588293844,0.00727248623001528,0.0127971858879044,-3.84640399595006,"DOWN"
"ACKR2",-0.440877898861457,2.13136019335585,-2.69680380070444,0.00728563161976491,0.0128189843649831,-3.84802485644891,"NOT"
"CLCN3",-0.270407664691491,3.73532561884747,-2.6966356390782,0.00728924688949055,0.0128240119169338,-3.8484701045844,"NOT"
"FASLG",-0.237575539212128,0.745690762913775,-2.69603821076641,0.0073021039378454,0.0128452958449196,-3.85005172217665,"NOT"
"ARMH1",-0.268317838012666,1.2683727568653,-2.69560614373777,0.00731141502433039,0.0128603382148331,-3.85119535538418,"NOT"
"POLDIP2",0.154220335344433,7.6937679683429,2.6951911511331,0.00732036821969978,0.0128747480142958,-3.85229362787826,"NOT"
"PNISR",0.238223432392418,3.07880777946696,2.69456766594949,0.00733383806536953,0.0128970976828225,-3.85394336634958,"NOT"
"TBP",0.166959849359904,3.32651872394503,2.69422593588558,0.00734123030529266,0.0129087558968988,-3.85484742592837,"NOT"
"PACSIN3",-0.444948759406005,4.78798128848982,-2.69365815248309,0.00735352732297032,0.0129290353108874,-3.85634927322642,"NOT"
"GUCY1A2",-0.150914035171933,0.732829539734639,-2.69314521967222,0.00736465233165668,0.0129472500887234,-3.85770577212529,"NOT"
"ATP6AP1L",0.184517012310739,1.00631350806654,2.69310745891695,0.00736547192386582,0.0129473457743334,-3.85780562412487,"NOT"
"KCNH6",0.263938011649441,0.262324210605725,2.69259813808038,0.00737653469197096,0.0129654454682498,-3.85915230577625,"NOT"
"ZBTB16",-0.487569099210594,2.46705942597372,-2.69224452028251,0.00738422428868761,0.0129776131272209,-3.86008715251733,"NOT"
"SYT5",0.139696985461984,0.166374898274515,2.69211841067174,0.00738696835079466,0.0129810874923457,-3.86042051531154,"NOT"
"LTA",0.199469586830567,0.598709646523236,2.69183324440884,0.00739317676625688,0.0129906483968674,-3.86117427872541,"NOT"
"IDI1",0.359819760923712,6.09362752794925,2.69047894425744,0.0074227256992718,0.0130412149888255,-3.8647529690444,"NOT"
"FAM90A1",0.149549313745966,0.280699121720519,2.69017597749102,0.00742935054394952,0.0130514992269695,-3.86555330999141,"NOT"
"IGFBP5",-0.578670926159146,4.38656627021624,-2.68943665539869,0.00744553933070556,0.0130785810251083,-3.86750599631318,"DOWN"
"MYBBP1A",0.228120306264939,3.93169688196717,2.68899047750165,0.00745532455482051,0.013094410088449,-3.86868418384928,"NOT"
"MERTK",-0.431492264263564,3.192136209635,-2.6888958805375,0.00745740066797433,0.013096697114976,-3.86893395449806,"NOT"
"TRAPPC3",0.157472280860962,4.91374222209479,2.68882556093557,0.00745894430468168,0.0130980486280115,-3.86911961851626,"NOT"
"ALOX15",0.136211293921752,0.229555710278672,2.6883653738738,0.00746905330690666,0.0131144392452182,-3.87033452925766,"NOT"
"NXT2",0.258951330516649,3.23240100451205,2.68798549412773,0.00747740747489994,0.0131277455782094,-3.87133727443255,"NOT"
"AEBP1",-0.735505934091159,4.41951435834225,-2.68787688336357,0.0074797975461814,0.013130579342145,-3.87162394242402,"DOWN"
"SSX5",0.244523603519835,0.220481079084813,2.6872997556234,0.0074925092656344,0.013151507260222,-3.87314702967333,"NOT"
"GOLGA6A",-0.0963735350420895,0.133635608087751,-2.68726508491574,0.00749327353559485,0.013151507260222,-3.87323851844573,"NOT"
"VASH1",0.217899058570797,1.52507974085358,2.68663901921453,0.00750708640494315,0.0131743838475465,-3.8748903792261,"NOT"
"INPP5A",-0.212506067701746,3.37654064180757,-2.68601505876784,0.00752087562123995,0.0131972141851085,-3.87653631551284,"NOT"
"MYO18A",-0.308866110249156,3.85633996943263,-2.68594928901639,0.00752233042722512,0.0131983982952174,-3.87670978708445,"NOT"
"VCAN",0.54258213625119,1.71087248023087,2.68477291854082,0.00754839417690666,0.0132427556109318,-3.87981184024246,"UP"
"MTAP",-0.173176188718928,2.1330374689633,-2.68397568899314,0.00756610382019221,0.0132724489676003,-3.88191336421568,"NOT"
"DGCR6L",-0.274067964258528,6.94236050531374,-2.68327317335853,0.00758174046822685,0.01329850009981,-3.88376471950196,"NOT"
"ANKRD13C",-0.163554197162346,2.61071082206252,-2.68283826369784,0.00759143528755429,0.0133141248446005,-3.88491061214992,"NOT"
"CAV2",-0.492037135335674,3.93415678927989,-2.68276379021277,0.00759309653655346,0.0133156582542254,-3.88510681564401,"NOT"
"TBCEL-TECTA",0.0683376380614459,0.144975129307165,2.68271749607551,0.00759412936542966,0.0133160894292679,-3.88522877682288,"NOT"
"TAS2R60",-0.088399324084216,0.0827980087812814,-2.68239488563372,0.00760133036118077,0.013327335099113,-3.88607863253509,"NOT"
"ESYT1",0.220519974319046,5.96294886128126,2.68170060584707,0.00761684823827857,0.0133531588313211,-3.88790724547482,"NOT"
"FAM114A1",-0.215016320474255,5.06194359735988,-2.68107385524964,0.00763088123861433,0.0133763743332221,-3.88955760554927,"NOT"
"TGFB2",0.33173445566178,1.0018882729302,2.6803018227588,0.00764819908164399,0.0134053425171429,-3.89159000984432,"NOT"
"UBC",0.21511426647438,8.28529590260949,2.67922535058009,0.0076724049789884,0.0134463764525596,-3.89442291922095,"NOT"
"KLRK1",-0.0619745378009353,0.122805254965875,-2.67908854531217,0.0076754861562326,0.0134503833108546,-3.89478286552571,"NOT"
"CPA3",-0.44863720819494,1.1950992096502,-2.67858100050394,0.00768692698905553,0.0134690371318017,-3.89611810400649,"NOT"
"GREB1",0.452401475424492,1.50107028036747,2.67818485153413,0.00769586744618871,0.0134833063840297,-3.89716011479931,"NOT"
"SMNDC1",-0.126459260441884,3.18010852546011,-2.67793732229794,0.00770145853718661,0.0134917051359079,-3.89781112797326,"NOT"
"SPG11",-0.230803322716679,3.13093620673948,-2.67778078510986,0.00770499622186837,0.0134965052867738,-3.89822279791205,"NOT"
"RCBTB1",0.262787604811647,3.09386678173021,2.67766648032995,0.00770758039241188,0.0134996343877447,-3.89852338810221,"NOT"
"HTR1B",0.0910167743073015,0.105145453739679,2.67734201247612,0.00771492011862335,0.0135110912158172,-3.89937658195106,"NOT"
"WHAMM",-0.159693046639214,2.76682030106404,-2.67685571985051,0.00772593222386071,0.0135289764213957,-3.90065510983261,"NOT"
"DUSP3",0.215910694011222,6.13679056895748,2.67668508341772,0.0077297996382093,0.0135343480627214,-3.9011036825004,"NOT"
"ZNF578",0.123291026529322,0.226269220164692,2.67648401410291,0.00773435903759078,0.0135409300853672,-3.90163222232142,"NOT"
"FMO1",0.540592889778325,1.20336174897813,2.67609451743208,0.00774319805155383,0.01355500250676,-3.90265596163368,"UP"
"SH2D4B",0.0677059331739081,0.0706665444980612,2.67596226689658,0.00774620133465004,0.0135588572239178,-3.90300353154618,"NOT"
"DHRS3",-0.266633097307389,7.48049016302434,-2.67532581757293,0.00776066914630465,0.0135827764402794,-3.9046759629147,"NOT"
"HEXIM1",-0.247329322040183,4.51962210523378,-2.67467262202961,0.00777554289777941,0.013607401114213,-3.90639199960728,"NOT"
"PDP2",-0.213151604461376,2.27997155650306,-2.67377543959954,0.00779601419822842,0.0136418155375619,-3.90874836437247,"NOT"
"ERAS",0.102486727533517,0.233209443696312,2.6715934095776,0.0078460046892816,0.0137278715073244,-3.91447607231843,"NOT"
