B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
IL1A	2.04335053617895	1.98984357910442	1.97854975452017	1.93362382069926	1.97512413145825	1.96590881410206	2.01378493216779	1.90902180382294	1.89677512326638	1.98094949367349	1.95679413881293	1.94899582008578	1.92539713470503	2.125655821769	1.96660047406194	1.82313338311218	1.98413976218251	2.09205980021044	2.00930163512381	2.21552034588061	2.19590790845296	2.04217161533237
IL1B	2.11128599215191	2.08755170877077	2.03963733719078	2.0116631668604	2.00696883883851	2.0587916623488	2.04032387046038	2.04192446292098	2.06853299707396	2.08490675556466	2.05845373772613	2.05569161757966	2.1692463813207	2.17000533925086	2.13049261702264	2.07062145334955	2.10067472742651	2.2132508366512	2.22175190945092	2.29810907564358	2.16330968059305	2.2188268095354
IL1RL1	2.02162104112306	1.97746208442688	1.98625009605274	1.85643826023804	1.77321669774383	1.94051356654489	1.97293416170521	1.93875899434007	1.92409951531485	1.97538387284534	1.9328325867933	1.99858135453665	1.86673653245456	1.97519277804899	1.97016012211776	1.94925924398054	1.97741331521454	1.88777436829693	2.13564360912737	2.17146789575932	2.15366613548586	1.97991770072393
IL21	2.08359808528198	2.07269722721033	2.02188292108969	1.92224998857415	1.78853266899742	1.95651522348643	2.08075463508667	2.17824141550503	1.88143963074571	1.96428914612464	1.87094467501348	1.9372372975166	1.98054549581233	1.95902518106784	1.92266620221723	1.88323004239163	1.9519935777741	1.92794159330443	1.97318869750936	1.92337118605813	1.97029527935835	2.04060703586507
IL26	1.55488455424222	1.60338411595783	1.81898666984359	1.59733139193289	1.61096780095428	1.64912841059963	2.06558277694378	1.99196271695807	1.78476717786838	1.67212343654189	1.60525679139444	1.51347764799385	1.40779032485673	1.31459730626441	1.47068912231789	1.47281967877694	1.4722036997326	1.48233732476038	1.37324146814666	1.86874076000634	1.49555597424428	1.48377542847687
IL2RA	2.01595135158277	2.04656250511337	1.95423041515815	1.96173693855899	1.96331768919706	2.08663705531249	2.24225662663509	2.03328436787326	2.22940939964089	1.84274198886734	1.88139613344371	2.12571452249759	1.81425947199074	1.85423260748784	2.23119181337406	2.01305458115413	1.88959712591253	2.20135370003799	2.03725986657589	2.07527531856395	2.00483231715603	1.84292577258662
IL2RB	2.1987767019434	2.19412509352494	2.14524838466497	2.23164326258067	2.1429754542906	2.21695939703711	2.2616626831459	2.25993694980136	2.2841287335785	2.27798244061586	2.29868572470634	2.3011991010903	2.07816016200886	2.07134122696074	2.04880414362638	2.02775603964155	2.05743329839009	2.08779949833527	2.08271047084549	2.10157283907817	2.09076839220807	2.15814999177309
IL3	1.77957338288637	1.70140299195578	1.71788292620998	1.64115946259448	1.64815074737492	1.62857581196684	2.1862816017688	1.7414701424013	1.8662858827514	1.54939363135514	1.71504377998089	1.83195329107377	1.68538671859252	1.65380847628433	1.65937435561432	1.5943682690338	1.65637743770624	1.70641421370228	1.62294524043895	2.09630286647797	1.98858502928211	1.69658985223208
IL4	1.66007820131189	1.83209774510921	1.87238036703772	1.70950245850894	1.66688659964216	1.6728474651041	2.05266125207068	1.99309994744991	1.8456839758305	1.84885010021099	1.69655991243032	1.65101988771524	1.63481361417132	1.6045159631848	1.63022276498302	1.59785707538324	1.64948218755443	1.64390607076866	1.59357054691381	1.6612825563744	1.90822088381626	1.85652534929391
IL4R	2.27817985864061	2.19234389241244	2.07043688953936	2.14786161104446	2.19895230372176	2.16388309200168	2.14639070905608	2.09681931867683	2.21887593635122	2.14987411857072	2.14544254972466	2.18355329158654	2.16609934427068	2.15869743626405	2.21728517545004	2.14509380511282	2.16092611150681	2.20571324375209	2.21894439458719	2.23901210698664	2.16222838087131	2.21375661813538
IL5	1.57256526563928	1.68675285389563	1.65244393824784	1.76818717213558	1.68284107896239	1.85835586745002	2.0209132518026	1.82834499413075	1.96214852336759	1.85697131055008	1.61791170118211	1.71788292620998	1.6846253920515	1.68217320543221	1.89894827892613	1.76924780671744	1.74246412653117	1.79672401019298	1.70119125737003	2.07714480774483	1.79853255185474	1.71068373936705
IL5RA	1.99646495665294	1.97860693789282	2.03897637503418	1.88401368901633	1.82071743396768	1.9304131222483	1.8859311303528	1.84707845287874	1.98019326051581	1.99344286930085	1.89154792820863	1.88774054859902	1.87834178920533	1.86224458232703	1.88626485718633	1.79340932091565	1.9060110704361	1.91524540727523	2.01785224161325	1.9825152066472	2.13408329981473	2.06035109730968
IL7	2.05873527255769	2.12391153266742	1.87546324454214	1.88001666456429	1.85698318484124	1.93915816753429	1.83897297287471	1.93779290361374	1.88461885060525	1.82492417665454	1.81052610403923	1.81878178817295	1.90558217731683	1.97042085808351	2.00461131435661	1.95342771734216	1.93857168606434	2.01121554203333	1.91467863257649	1.81208559594455	1.76319426244361	1.73079318153732
IL7R	2.06676210907226	2.10346631613435	1.99933610378453	2.29172419790685	2.30186554002069	2.29881866118963	2.19467573367003	2.21827691389645	2.11115170838505	2.19878614010914	2.16442948179928	2.08263599099507	2.02273819715553	2.24320699578384	2.19991291893304	1.96145899707805	2.19973294713952	2.26305212139196	1.86374138924662	2.07904271802131	2.08614893706485	2.13671660817112
IL9	1.92345184214896	1.8833262822666	1.75024838069109	1.88435853694622	1.84352572551584	1.96646173024042	2.25494499907615	1.89330762787491	1.73618113178004	1.89615398472072	1.89191103926644	1.84550887058018	1.74017758074254	1.79808464639325	1.83204582465775	1.65985754101283	1.84417960906013	1.85641166942002	1.45808102845704	1.73848631449725	1.91712378176368	1.80797425208602
IRF8	2.27182163163188	2.26354670248448	2.04743490802642	2.08452230186125	2.06731549445469	1.89083723425687	2.10840532417185	2.12381252361514	2.03871165740703	2.15499512358126	2.18409520287272	2.20961079393742	2.20676493997871	2.19367462835864	2.28227120072101	2.22492756991348	2.18502567553644	2.21355566837614	2.08730905818694	2.14141170618703	2.11288175177869	2.06770010817384
ITK	2.10567865138941	2.09603428020041	2.03680015335333	2.2545656468916	2.27215398650121	2.26250125846715	2.23108058787093	2.26945229608581	2.25929112287513	2.24937440881802	2.21812083814512	2.23141498245468	1.99784455120376	1.99066791521505	1.96682615174842	1.94224314864886	1.9791241155381	2.02426719247506	2.17318819076256	2.16036130752665	2.12846457095425	2.09062866678641
KCNA3	2.07434813585931	2.09632172434859	2.16720991456946	2.11963761217813	2.10514738641478	2.15395010173775	2.07866335014307	2.06275043396969	1.94768174289036	2.10125732079597	2.09632295446963	2.12002261205562	2.01124469536526	1.97994848940984	2.00210613068357	1.78326055339285	1.80318039936412	1.80599688413626	1.71790752709759	1.76206644458037	1.99508359238598	1.9323004508509
KCNG2	1.7006239358643	1.79050640741597	2.04169252542516	1.76337439992914	1.61154614510342	1.69396371928338	1.7006239358643	1.70845134005063	1.6117953287623	1.5935484880466	1.76097370609904	1.7414701424013	1.76929031539463	1.78813274042037	1.84892727169128	1.7421292118487	1.74650216168994	1.73779203898441	1.76355010383505	1.79004833267609	1.82130312392849	1.6882265586598
KIAA0226L	2.25949853051864	2.24494696874685	2.0136186302241	1.88036997846572	1.95803694623228	1.93203257569183	1.90320972240262	1.8204299989909	1.96347242077067	1.97413867162399	1.91207021835441	1.83914182921229	2.02945425655869	1.98150982487675	2.04440844753353	2.13394678705613	1.92667340852046	1.88538628219026	1.98498103272642	1.96681567037528	2.100409358813	2.19689118940998
KIAA0754	1.65595810985429	1.59007309982917	1.49772257987439	1.80048868010984	1.95572320778926	1.61035088393665	1.47281967877694	1.94925924398054	1.91586056377337	1.92376895507181	2.01582126164576	2.01535392359431	1.8891630089924	1.60873796121714	2.09691946855619	2.01968875911977	1.61229745432672	1.488797924606	1.60522555471215	1.91270330492322	1.96122682368209	1.61010706204861
KIR2DL1	1.59720158632241	1.51444501911723	1.48015575260523	1.61397188600144	1.7043236299412	1.56265330281969	1.45815051458075	1.55777604408998	1.80930750318751	1.80706253842706	2.06795417633522	2.11448970957882	1.51251710644552	1.49427373100463	1.62857581196684	1.62662509383186	1.48233732476038	1.58569536333299	1.84153339290493	1.81561614133895	1.59855104784905	1.69791680843666
KIR2DL4	2.08043364917527	2.05602635303411	2.07923691757574	1.99641543823943	1.99876144489083	1.95316927626653	1.92797803860824	1.94184620861128	1.99437944169257	2.05748695032069	2.12297408830205	2.18637876664187	2.00132587345991	1.97684610562524	2.07275947132734	1.94780215459749	1.98706397634635	2.01628490141729	1.97431175738134	1.99228257168365	2.03452889651077	2.06818205646683
KIR2DS4	2.12502423440209	2.10068702417448	2.11187228115387	2.06744765688365	1.98948474837158	1.99507712121595	1.96408085697767	2.00178382193655	2.0357381073207	2.11609225503298	2.16512122552007	2.2174550225364	2.00151318465766	1.98992054745484	2.00638092637375	1.92872582373151	2.00725143379563	1.98349473290258	2.01360078022168	2.00568435115139	1.9958149852109	2.0833401938314
KIR3DL2	1.69646789775797	1.66930382417065	1.60259830741079	1.79351583264675	1.72224492136134	1.64319433607169	1.70942348658299	1.65705690795417	1.83764411696378	2.04597675001847	2.11171489212739	2.16466514230013	1.68316528985303	1.65070150577438	1.82805995909555	1.71728708844792	1.67041912874777	1.65128653503016	1.75471220325235	1.72886872136221	1.7156906501574	1.77874108969166
KIRREL	1.73786154171203	1.71650995546786	1.82863495290677	1.85518215869734	1.82174948350127	1.65244393824784	1.70658257538852	1.80569928964761	2.02699880026392	1.83943499493955	1.76386772514634	1.69487875447233	1.71566937461136	1.67453235309221	1.79806799072943	1.86856525143013	1.72392673279547	1.68190455290651	1.88160622937649	1.77694607657459	1.85467519791805	1.74015274577446
KLRB1	1.99434918620571	2.05560287070143	1.87319154857131	2.26851894893102	2.07711478250957	2.27414214190115	2.11025888778557	2.23715718099907	2.1693783984736	2.28403588753731	2.28509753697923	2.24763812735699	1.9668505650938	1.82122943050573	1.85192902028617	1.71401410405184	1.97179780165519	1.86528397365747	1.86695312114252	1.94354727597725	2.06640121186264	2.07831438655021
KLRC3	1.71820694600422	1.88868888811788	1.63984180962453	2.13513483644598	1.70974268334929	1.84631755260691	1.69890161139226	1.52741804536338	1.89551560055654	2.12115779795947	2.17898351556216	2.12921235516667	1.70140488505331	1.55951468697315	1.72558172535824	1.65362295254298	1.76789018418582	1.64736764900933	1.62072449691489	1.73441964591228	1.85620470846213	1.63255087007027
KLRC4	1.9375739120483	1.96083841572206	1.80878874286485	2.04738262716146	1.89947404354962	1.75912069092819	1.79450708764596	1.65101988771524	1.85336214356428	1.9983715091801	2.04228771311582	1.9946744753125	1.77901313476697	1.81151632490792	1.75339308292102	1.56710006541091	1.66621012071934	1.52359870475523	1.72201898961654	1.69653503569014	1.50195570086468	1.88827217555031
KLRD1	2.04180952755164	2.02635738271702	2.05667139675944	2.18563388361375	1.9487919354549	2.04337927037314	2.01867509636723	2.01461573982181	1.92334107827535	2.22612866911506	2.25993008059523	2.2525525903933	1.95579631821414	1.90954799420053	1.928597240219	1.94858989014328	1.9653900243223	1.92663295389235	1.94028601484559	1.89741271207385	1.92048951791758	2.03817551303172
KLRF1	2.01705690953607	2.03956125848492	1.98885816492564	2.1454341921844	1.79247379548115	2.00017362837018	1.86547595779417	1.70752415426372	1.62704703585725	2.24210501482644	2.27604166909121	2.25036581135511	1.97721232365917	1.87914925193093	1.94931485981711	2.03239698257921	1.94790840441777	1.932288840909	1.93966792252949	1.92258665401177	1.98373923930325	1.99617166526985
KLRG1	2.17347749875302	2.15995566705267	2.10771312115684	2.2298688182775	2.10544870619524	2.19396727395966	2.06613991153028	2.0682907587957	2.08923398684586	2.23879408545166	2.18665488636375	2.14978386468037	2.07414013494013	2.0646090657154	2.05942514164163	2.0143379499773	2.05846561296139	2.04962131872507	2.17167666085172	2.1718168611023	2.10252599737341	2.12324349365799
KLRK1	2.13001754984837	2.06753407241483	1.9516162047705	2.26544681304119	2.08526283615346	2.06634615644665	1.93898557390139	1.98202005520601	1.8878859441506	2.24432898912987	2.268379612355	2.24659657797814	1.95305120482689	1.88740041949392	1.87055239906937	1.92785457538952	1.94216217131957	1.89564244386599	1.96431603225215	1.95181258609787	2.10138173145482	2.05729156664737
KRT18P50	1.80580609069989	1.82873443738232	1.96408085697767	1.80481129764053	1.88732656468782	1.79892093226111	1.76819241032977	1.83962213062457	1.94512415878972	2.02208044840007	1.80443553088143	1.75202140831431	1.9199188242032	1.77998088645036	1.9174844924559	1.779912303164	1.65955894959963	1.90610766354247	1.7317641698897	1.76279309682647	2.02259464522577	1.93779291993018
KYNU	2.07179875817997	2.11956073745659	1.97451814705145	1.89225799893201	1.87934794778941	1.87265374218573	1.82484183334108	1.79806799072943	2.00096739109609	1.99235938602118	1.94042429844851	1.93508189069034	2.14599197485142	2.21866135569619	2.25344496889311	2.15897545249809	2.19491219674549	2.26011914915712	2.00362206901382	2.07949739056726	1.92786950227381	1.97720721858302
LAG3	1.86280113606954	1.63159765409892	1.66132936546489	2.11305908692941	1.56019312529644	2.02885909400238	2.15544772128805	2.17107064555711	2.12867884268492	2.14788123928509	2.00887562965837	1.80292787863239	1.61151117007162	1.57724816010577	2.17667775748668	1.97477533685516	1.78505604895743	2.0462396735752	1.70386953341884	1.79531786812195	1.51032612859366	1.6179484474053
LAIR2	2.09858002888652	2.05454449777908	2.02467548326021	2.16006995925744	2.04521361298187	2.08877993082571	1.95631931214875	2.05322915693331	2.21753731690885	2.17215032513607	2.18309111634734	2.18451629934061	1.9800065359431	1.96140598831317	2.04337927037314	1.96514422164148	1.97328891281031	1.95217676461162	1.9610836952943	1.9905389698092	2.08980978932082	2.06182527276742
LAMP3	1.89570229516573	1.89413128985256	2.0010423573626	2.00549998814835	1.99541101699081	2.02110579833227	2.08830038433995	2.02395355215968	2.0627876623327	2.00371931779277	2.04454879949946	2.09759521023447	1.87121328153974	2.07692532978826	2.29659026991694	1.98909322338951	2.15632729329417	2.30896492778493	1.95697405821088	2.00221050764437	2.11555524296687	2.07791484402859
LAT	2.01949642818656	2.00437891498395	1.98762600338469	2.22085462051563	2.24841387165745	2.2217492846589	2.1774826537393	2.26678982690696	2.22046985396629	2.2124282770775	2.18736714879414	2.16948362595524	2.05501826758087	2.12305359957852	2.02247310685639	2.03212266944899	2.0423232602326	2.04759819094766	2.22829467462628	2.20716766689602	2.09531423487642	2.04408593818096
LCK	2.0817090431199	2.07936291862468	1.8776895372929	2.26824546068018	2.26916517951046	2.26297417144689	2.23215970636721	2.27215398650121	2.25640791230339	2.23518270761988	2.22647007026117	2.21373920668718	1.95545878203535	1.93131415585814	1.81751188559525	1.79882230962866	1.88641043764314	1.91876199437996	1.85387884552497	1.78497902593318	2.05689588396254	2.03440205480949
LEF1	1.84155680130473	1.83037850713412	1.91649748678566	2.16672635998592	2.21178381174333	2.16416460181753	2.09659190900926	2.10958537051898	2.08754213001258	2.01174112008535	1.99080904552713	1.9913530076336	1.70077649376741	1.68525719143365	1.69019775790933	1.74081923348409	1.68675062216915	1.75137550181315	1.78111954453571	1.76634083812258	1.98384860087852	1.84315309627518
LHCGR	2.01794699149948	2.03817948552011	1.92221098632712	1.65648802524566	1.80878874286485	1.62009027314241	1.53414063668641	1.64678099166231	2.00837660516601	1.9999512792372	1.79114301415439	1.81790754687034	1.68448227069482	1.84521719858532	1.79997362277739	1.79332014346163	1.78341487755193	1.78834782970137	1.84519143268407	1.7947046686343	1.90525320162902	1.95819089897565
LILRA2	1.78521491983209	1.77836915693239	1.7103942480571	1.77983882574357	1.82494661848221	1.76222927096495	1.71475873013111	1.72786671815183	1.68637121896224	2.01629552313682	1.97846328861383	1.87124408738416	2.18872299902862	2.14550037175107	2.07714354876254	2.04813517813907	2.0058603243471	1.93648270801784	2.00487829876221	1.98381616818137	2.06832587401413	2.20635505991408
LILRA3	1.58968047426792	1.5781714143371	1.53350503552506	1.63816279186234	1.82854262266192	1.55231674736148	1.59651866268119	1.53524854427308	1.87741690740484	1.77266965495701	1.78148640022424	1.69432218381505	2.1475628266195	1.91018222972586	2.15379312687574	2.01784994072653	1.82317799327702	2.09336098968751	1.86725472902968	1.76425799636375	1.95594942603465	1.99266198701567
LILRA4	1.85042120368743	1.98787141451256	1.93238806657554	1.81062500679942	1.75711370224623	1.9192204433796	1.76580242676967	1.65193470503471	2.11018955848477	1.87522714734762	1.77464641652989	1.76310007364698	1.93339704718065	1.88814002340976	1.96934216972673	1.87063551866181	1.85490516978311	1.84275804920762	1.73430328011172	1.6219651295153	1.73897595949951	1.92897966056983
LILRB2	1.84146204369427	1.8285489186046	1.73826167699147	1.81517675338121	1.57351132131025	1.65842587322666	1.63959081183622	1.69926576694939	1.92682772283397	2.08605223848668	2.04086564656481	1.862067721002	2.22269549718964	2.11566134620748	2.2404763003006	2.16577907208531	2.05850160860818	2.07061251191881	2.08101812780787	2.07967255612029	2.15627974551989	2.21551280927056
LIME1	1.80550367310757	1.88649818223813	2.15676322896895	2.17066122928368	2.15516198765373	2.16774073481014	2.02722169959026	2.14164635405375	2.09114833244128	2.1296760724861	2.03189865918313	1.89615708438783	1.95204611830289	1.88075900820268	1.85634030714241	1.90313654523192	1.88251882931579	1.89876703440731	1.88984135183059	1.98121850837745	1.90821280081311	1.95387189446742
LINC00597	1.74266855910964	1.76489527773263	1.59152324235449	1.57993547442918	1.92416044899645	1.42766731895977	1.43056756861504	1.85411652501822	1.70629875095019	1.93294372060859	2.00073956314868	1.94441802746905	1.80092099680644	1.68286523469774	1.96378369866321	1.99951966240973	1.60194593964631	1.56396826040378	1.93872764276798	2.07619120166455	2.01050257786162	1.78398619483973
LINC00921	2.13049261702264	2.05084688827657	2.01252153850063	2.0041437725608	1.87718105706978	2.01285976005088	1.7983789404061	1.98029999585765	1.9427708963825	1.9416640790726	1.99167529762059	1.94104068990571	1.93881857190456	1.78954211772114	1.88551659314359	1.94153397114686	1.79180606578416	1.84060020471975	1.81151544576755	1.96423149988821	2.09910410488688	2.06951950400654
LOC100130100	1.77740484998858	1.83165739752378	2.26143983558004	1.80005489656966	1.77158800875084	1.74385575013511	1.7414701424013	1.75440256519844	1.69632458311208	1.75416070924805	1.66517528110579	1.72869063774145	1.74427207743253	1.71720173021238	1.7421292118487	1.72758768638665	1.74402169478572	1.7359873949079	1.76903051384541	1.70800973395219	1.73832105846671	1.75499401280542
LOC126987	2.00603293596142	1.98051813246568	2.03831573725964	1.94401397041691	1.98308968781272	1.96800276308017	1.97827074644489	1.80353541932891	2.13733418426096	1.80455978283654	1.9623946149905	1.94995346156561	1.93748148368705	1.90056049451975	1.99478679111658	1.97847374001815	1.96116739913567	1.96868275466845	1.90878011497936	1.81201395756232	1.94373311780836	1.96799345965527
LRMP	2.1984781694739	2.21624738531866	2.15802737647656	2.12611164744312	2.1462056112447	2.07945290699407	2.03362996263093	2.19573148653839	2.00630294792672	2.12408978847458	2.16870088653883	2.1005945573143	2.15837285381785	2.01829972119169	1.87133432746224	2.13933799284957	2.11496015095166	1.99037936488861	2.13534997349448	2.12497939902152	2.25355348568292	2.22095951187599
LST1	1.83743006834391	1.78566885771245	1.87501627765975	2.11293395439928	2.06295580914321	2.08056924879677	2.00294687389771	1.86482917491847	1.94229197213166	2.17530242992373	2.13028134881627	2.07048791452853	2.25086748201788	2.20061045166937	2.20187539149127	2.2028838267774	2.2276552208918	2.15208116737423	2.1677117053638	2.18466965996935	2.23387424066231	2.2738236297353
LTA	1.68784716798488	1.69301436750622	1.70164836053492	1.78726917179364	2.06107179685024	1.82646636711316	2.21482577964879	2.11347573420584	2.0078564080876	1.71098736602251	1.80712708618639	2.215064528544	1.70041160984837	1.70059088534586	1.9899033261659	1.73181701813188	1.72742419096232	1.7047725742088	1.70658994025035	1.76013301053966	1.81926857075274	1.75122219405912
LTB	2.27552645593393	2.28227120072101	1.98337935510616	2.27328129667142	2.28602697746856	2.28188953547215	2.24485472392628	2.27281519197645	2.29745456287089	2.22312455171918	2.15607120172975	2.29598303497231	2.07801734640042	2.0002321441307	1.99170838193052	2.02148845093174	2.03333522263768	1.98817371320427	2.04890754788538	2.0944508058349	2.199248978235	2.24662697398466
LTC4S	1.9254330859063	1.81722799744231	1.93445484648018	2.00382887067943	1.95063404548935	1.95237536390028	1.90256559205959	1.98856144346044	1.71370806204523	1.99304367784551	2.02249656895174	1.97507763419015	1.96865618498598	1.98647282666237	2.01272472961091	2.12054807585165	2.04966772073474	1.93559876327586	2.16426281001573	2.15762634341162	2.12218192084746	1.98997753722692
LY86	2.25781916899628	2.26284619787621	2.14268080546336	2.09110591122885	2.09408096176214	2.03953678386601	2.02962439564521	2.04362591523294	2.09040963513271	2.18264394487869	2.05619851345431	2.0495751568056	2.2444980057824	2.19082689896596	2.1687479327942	2.25401885340835	2.19556419562461	2.12276517108365	2.07209059034195	2.04848624399189	2.12844156513302	2.13209425967039
LY9	2.06988673282556	2.12351343750089	2.11699212413351	2.17171124184625	2.19139717747668	2.17114762756585	1.90478443390367	2.15416191363544	2.03983740829106	2.16301482319358	2.06512247451297	1.83047185756345	1.83750600054362	1.85433860252138	1.82943737053689	2.05916577218882	1.94652142976927	1.84952661571167	1.9105325766087	1.81744680492913	1.94275924261207	1.92322668802613
MAGEA11	1.79310446185202	1.84923287971886	1.85309547271115	1.7840837519518	1.64365158730211	1.89452011363593	1.84407682433274	1.72347160252272	1.95256701117075	1.95963518117684	1.77765596340359	1.65867822708953	1.5476974555794	1.61780884424847	1.58121954643066	1.5287727170245	1.6993236166755	1.58945021072105	1.54896306267888	1.83136849703199	1.91286767263733	1.76253959288
MAK	1.77946317254763	1.78080218243077	1.73266487337643	1.61747112550193	1.71308732725463	1.65501640122007	1.87803807515092	1.71820694600422	1.6577147972393	1.79361509771006	1.68450492776521	1.73154432485688	1.81083458067309	1.68919354780752	1.87742559810941	1.98301512534004	1.71807363047748	1.91136326981014	1.82753135170886	1.92002122231635	2.08578257164574	2.16236380165399
MAN1A1	2.07107159930041	2.06217929223899	2.23334454338811	2.05496261283399	1.97343097787528	2.0478529189327	2.08176189025675	2.06757921666113	2.05584518770211	2.07129177271302	2.09092164901094	2.07494329373127	2.04242912224348	2.11567829140834	2.10930240380527	2.11481894611795	2.08788132563507	2.10189763543324	2.12713911991248	2.11282990028276	2.02591992913657	2.12920890405252
MANEA	1.40876641612878	1.75844493735838	2.12883172114532	1.90848615448741	1.89840410056279	1.92986591690228	2.08297923410684	1.96164532803373	1.85128214327609	1.8118082156583	1.94359809913241	2.00425576876956	1.93572358610821	1.99489454759445	1.95665277865877	1.99229629309737	1.98756462037336	2.00232418106752	1.96327967518793	1.85477805462266	1.47770420713494	1.3746982240511
MAP3K13	1.51422742889117	1.50129503256709	1.66711002943559	1.59648997876513	1.63513851855407	1.56442048448867	1.5999138604925	1.50416908424252	1.64306193200502	1.56859887367732	1.59037875413917	1.56120652482577	1.58657423208088	1.59228090055373	1.86556798936029	1.60938384621357	1.61260357290066	2.03833979739857	1.53186254305563	1.55406051208648	1.60732447205217	1.61337683917194
MAP4K1	1.89910546890718	2.15054370139003	2.04075960812372	2.18732293079035	2.20617451571205	2.17502516597249	2.16803520525316	2.23494196112454	2.19648638325944	2.18140098692203	2.13711965637009	2.10298052475785	2.07721092698786	1.81536663743351	1.8424101100866	2.08802696777415	1.9214193220661	1.80041410396126	2.08690350871423	2.0753475050077	2.0654109809536	1.85875937552504
MAP4K2	1.67058079238713	1.70207137605064	1.62433179450077	1.75939033526705	2.01196198931535	1.77867822057579	1.96098102547593	1.7526328527944	1.84671232750976	1.67286619769017	1.67880253757525	1.66664906652742	1.69341969908983	1.73262777540477	1.63882300996664	1.68655989873922	1.68144679759758	1.6804974936146	1.63333138954506	1.66105653820423	1.67370695671502	1.69639399504531
MAP9	1.66416373824231	1.70832972485991	1.6209171089341	1.97031066442539	1.97321695307422	1.81365949770906	1.91499716287963	1.93135790179171	1.7952108434824	1.4019372165686	1.86746295387888	1.88618237002071	1.12845932801726	1.26699084976998	1.30150282295501	1.4352277419916	1.32464229526506	1.34696496278849	1.3475752437985	1.35154522051481	1.63175331723294	1.34326952576177
MARCH3	2.12396994452359	2.06305736517024	2.06908183389318	1.95299663053399	1.98717283542041	1.95262470086332	1.95413180698202	2.03291381233132	2.04232004801787	1.96167234558326	2.0360705623771	2.03769309783273	1.98053961430121	2.02919880808101	2.07958570224121	1.91663378109531	2.0076960407374	1.99870691476192	2.18807646715591	2.21385254732502	2.16406874426214	2.04224601705185
MARCO	1.63834651432863	1.67219859245155	1.72586994063135	1.72574491247317	1.87055239906937	1.6716427723503	1.72614500200161	1.80601737134494	1.82421412187871	1.7047048219971	1.74404303020475	1.71679997841358	2.05405157054621	2.20587989846718	1.89940478170472	1.99241220017874	1.75769523518223	1.73375904035593	1.72299678117073	1.82085956259805	1.78652305008524	1.72791914294341
MAST1	1.64319433607169	1.7309524671979	2.14503667215958	1.57330271535706	1.66203266190285	1.61919690113388	1.67915391797331	1.77207751791404	1.76938708729703	1.61622432979576	1.67172333603942	1.60396360964391	1.62591461918745	1.59506440336729	1.64103539659326	1.62689321137164	1.59526430967501	1.60423396268556	1.83177075532198	1.7849606944677	1.73862575487726	1.80590317294822
MBL2	1.92155278511662	1.97318515873402	1.73960250220996	1.33472102981133	1.78875864156642	1.556778496691	1.4211351751122	1.43199595396074	2.0047106343084	1.86914182661641	1.72206526689598	1.56265330281969	1.50388257473365	1.64772717705889	1.52545835197311	1.64199794194042	1.61971321226289	1.80479395363716	1.50053350119389	1.53315741778576	1.2941528229257	1.79141776408391
MEFV	1.82435526778005	1.82407902114545	1.72316258816047	1.6641147558459	1.59187669032364	1.70263290435946	1.61950481837639	1.68747562325811	1.72904763680852	1.8877695204803	1.77674590388497	1.72937533611865	2.11707600333388	1.70011968990169	1.66007820131189	1.64151460825789	1.67785105981331	1.67434112949322	1.76257767474153	1.74567024521767	1.7861847408373	2.14694320507128
MEP1A	2.15162250735755	2.09266547643837	2.04895467165275	1.91171315210765	1.79599929459747	2.0097652496635	1.88454348866474	1.91328947721383	2.02601977372725	2.00644144009093	1.96150335593686	1.96590881410206	1.97536613234462	2.02723503232622	1.81466090892632	1.93468740474278	2.03428744068816	2.0781417998176	1.81361680721258	1.97377967989569	2.06079956403515	2.0238407929102
MGAM	1.61468738519467	1.52156134469386	1.51490112211082	1.44759364538906	1.50340723763378	1.55633025978322	1.51136638771597	1.54176839612294	1.64100649894507	1.89877173697344	2.07638535583142	1.89719214539781	2.02077949477973	1.721833020019	1.51490112211082	1.53694562636146	1.63502624667683	1.57280588171182	2.05323142619834	2.00747112512978	2.1236622319692	2.24255627020648
MICAL3	2.07979472406061	2.07764185766127	1.9657774986048	1.97768997790513	1.77310430379684	1.99977256210053	2.00319486832189	1.97050960725311	1.72545108077227	1.87120639942512	1.87532880711943	1.99302609436003	1.73830580885416	1.77738553170477	1.81395793064149	1.76034760346378	1.79118061232925	1.79703062505042	2.01551660684817	2.00045984477105	1.89670985312234	1.67038145287753
MMP12	2.13708599902642	2.10859543348106	2.02305812041081	1.9535210475282	1.90853088476369	1.9905455726847	1.98202005520601	1.95665277865877	2.0631163185293	2.05285134947624	1.97526783720921	1.96069171957632	1.97289923852346	2.05617954945357	2.09413889407439	2.04865429484475	2.29382341245647	2.23076103099197	2.04334429918405	2.21402736622814	2.0555745923912	2.07182816717878
MMP25	2.00651712684064	1.99891699693099	2.03854394808655	2.04482614759594	2.05257374037348	2.02530030770603	1.99120463197235	2.02244273085962	2.08859486799486	2.00546512801073	2.01516247288932	2.10389813436958	2.10219365590993	1.9941437205108	2.16126599366097	2.12081150253639	2.11837074420658	2.16292414273317	2.01346210541987	2.03174272415033	2.1690793053522	2.23497831033357
