Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-DD-AAEG	0	0	0	0	0.102672502083024	0	0.176058902021275	0	0.00142327632712945	0	0.211157630968333	0.0422283416750641	0.148060226108112	0.186016605219457	0	0	0.0527378864926273	0.0193298082819763	0	0.0603148208230014	0	0	0.588	0.00617073190826479	1.24331480758833
TCGA-G3-A25S	0	0	0	0	0.168719190097532	0	0.167704799614823	0	0.0373039995469752	0.0488875598756532	0.0645590753370928	0.0161764565840547	0.116646330179631	0.103901118697257	0	0.0827024751524406	0.155330002973782	0	0	0.0380689919407573	0	0	0.588	0.00610591495064237	1.23256512941928
TCGA-G3-A3CJ	0	0.0274868334264855	0	0.010084458262479	0.183706792088297	0	0.139384830822868	0	0	0	0	0.0764784251837336	0.123051976145664	0.0303240883875476	0.176369209308253	0.0401553457018193	0.113183085301813	0	0.0797749553710388	0	0	0	0.613	0.00188079167274826	1.23540757249876
TCGA-G3-A3CI	0	0.0377465341712194	0	0	0	0.0266654943407938	0.0780201613130448	0	0	0.0530030510220271	0.319750038373581	0	0.112299599478133	0.057339405586376	0.0383707247912096	0	0.171169415458096	0	0.0735084086712237	0.0321271667942959	0	0	0.402	0.0276259730076062	1.23022666889442
TCGA-2Y-A9H2	0	0.052742947227315	0	0	0.0640173364854055	0.0605523706172476	0.016754774051662	0	0	0	0	0.102245275011114	0.136257306226208	0.117330074221364	0	0	0.188759859995892	0.177722357530545	0	0.083617698633247	0	0	0	0.181376299425914	1.14744244028138
TCGA-DD-A4NG	0	0.0197446528737669	0	0.0114580098751987	0.0850613633939896	0.0160805905988637	0.136514906946936	0	0.0294760746845184	0	0.0767810581484399	0.0282206650318008	0.0979112350376205	0.26469693132368	0.0370109020309836	0	0.097430953470476	0.0564335918670146	0.0431790647167109	0	0	0	0.28	0.0398824073978621	1.22803463714313
TCGA-K7-A6G5	0	0.0415222566236746	0	0.0742541873328554	0.157261592661087	0	0.131874181055439	0	0	0.00050443189164823	0	0.0559308452711686	0.123911468958518	0.0785267201652364	0.0511436910909168	0	0.144766148588033	0.0774992096887984	0.0628052666726247	0	0	0	0.744	-0.0168646222952099	1.25217923014087
TCGA-DD-AADG	0	0	0.0426389504905658	0	0.147940856837772	0	0.155197209338663	0	0.028256870880608	0	0.288731381154343	0	0.0784512503430635	0.0662327075700894	0.0489247283821497	0.0150406438151721	0.0196086956006218	0.0367495564549882	0.0722271491319637	0	0	0	0.651	-0.00302944306666646	1.23238698096247
TCGA-LG-A9QC	0	0	0.030340304080498	0	0.128997699983288	0.00573551675255319	0.0913242830001543	0	0.00625905665503888	0	0.0957899922037659	0.0312878749440711	0.149913393513272	0.130455182641698	0.0501490125702881	0	0.271200767405526	0.00854691624984629	0	0	0	0	0.438	0.024284781707902	1.23908512647065
TCGA-DD-AACJ	0	0.0191088260718666	0	0.00825591838395051	0.151232199580583	0	0.0842885112541933	0	0.0427718191191294	0	0.0474710916418224	0.0257203114578391	0.0894421077949235	0.298147341975909	0	0.186554672240917	0.0283796742452774	0.0139302255337572	0.00469730069983203	0	0	0	0.112	0.0628093588498482	1.21511065717576
TCGA-DD-A1EA	0	0.0686780927642278	0	0	0.0443917767951454	0	0.117830141286668	0.0197209809950245	0.0641802681218978	0.0390451437030854	0.0568047359513373	0.117341228447193	0.188935271036059	0.029850245997116	0.0452724916301201	0	0.126062200137182	0.0424084934798248	0.0394789296551193	0	0	0	0.386	0.0291550142810329	1.21887159608316
TCGA-LG-A9QD	0	0	0	0	0.0211448157197549	0	0.0951040424725191	0.0297062138190182	0.081609083794382	0	0.23023078797165	0	0.187067207529523	0.103045460698511	0.0848376606203364	0	0.1265639737905	0	0	0.0406907535838052	0	0	0.529	0.0136626388468273	1.23313106132365
TCGA-ED-A7PY	0	0	0	0	0.129032846527883	0	0.141929839805703	0	0.00132994356149271	0	0.0316175815376879	0.184559627489603	0.23322241094091	0.120994632294568	0	0	0.114645314609549	0.0420727102783158	0	0.00059509295428636	0	0	0.55	0.0113628452599057	1.24552517664804
TCGA-NI-A4U2	0	0	0.0244771300398688	0	0.166995281344331	0	0.0531860919931867	0	0	0	0.119724168840885	0	0.122125137424189	0.0265276672656616	0.0379579684302292	0.0562683320618919	0.335417939629226	0.0337396570752558	0	0.0235806258952748	0	0	0.28	0.0398475005150973	1.22631704801507
TCGA-DD-A1EK	0	0.0243921986816997	0	0	0.0518662762903252	0	0.165100903598192	0	0.065655423507219	0	0	0.0959665660005327	0.12645358668368	0.243490758623924	0	0.111170466815178	0.030579605820679	0.0269080660104501	0.0584161479681205	0	0	0	0.436	0.0244581666911783	1.23376308636269
TCGA-DD-AADP	0	0.10327097385804	0	0.00885810173142344	0.0851409763281682	0	0.14930339064902	0	0.0445080726528724	0	0.157645373512591	0	0.127991283125201	0.0839819694909505	0.030677018130282	0	0.137149536325277	0.0633397050611801	0	0.00813359913499502	0	0	0.523	0.0146196876962154	1.23163228795423
TCGA-DD-AAVS	0	0	0	0	0.104955805540439	0.0439656032128463	0.160210455763719	0	0	0.00798770843588096	0.0580320578545773	0.0347821651159367	0.182397100000369	0.179334142041022	0	0	0.205890985696458	0	0.0224439763387525	0	0	0	0.438	0.0242243057449069	1.24481600795031
TCGA-ED-A82E	0	0.0911396061261416	0	0	0.163575695658504	0	0.079121632102944	0	0	0	0.0144186296033337	0.0538785886363715	0.159929100786001	0.170334740151414	0	0.0145201409097634	0.128570907122728	0.00924020487192723	0.115270754030871	0	0	0	0.013	0.100955527932535	1.18043981588359
TCGA-CC-A7II	0	0	0	0	0.0341296593129161	0	0.120100579514217	0.110534877766252	0	0.0258950695859678	0	0.147353594903277	0.0689806786544029	0.185458307502645	0.020523199723557	0.0605761514755366	0.185191360586553	0	0.0412565209746764	0	0	0	0.023	0.0935858930828815	1.19330999444275
TCGA-EP-A3JL	0	0.139724134987429	0	0.0397148240869216	0.107347556557447	0	0.109485486152922	0	0.0218638006393766	0.0126925680682712	0.0109145975834541	0.0778907880934232	0.0984855605089141	0.101138993273379	0	0	0.0716735137489061	0.140531763236506	0	0.068536413063051	0	0	0.158	0.0551006868902161	1.20897967846126
TCGA-DD-A3A4	0	0	0.0437627157664065	0	0.158581324217251	0	0.0554056001013521	0	0	0	0.14701958992488	0.0494791123037759	0.163292353967814	0.157437066880854	0.0101243002155388	0	0.126537437369422	0.0208172353950758	0.0675432638576292	0	0	0	0.548	0.012109972399902	1.23092099456772
TCGA-DD-AACP	0.0332518738380248	0	0	0.0564631911378081	0.0819514378554063	0	0.233972637212333	0	0.0552477978454321	0	0.0604525420581917	0	0.195554287794681	0.14642833866115	0.0119909578047887	0	0.0486570053307653	0.0713114256900683	0.00471850477135048	0	0	0	0.565	0.00927759981583009	1.24696743375825
TCGA-2Y-A9H6	0	0	0	0	0.109794288127372	0.000770568987385382	0.146900572278519	0	0.0273260351074208	0	0.22709908389154	0	0.207972933354331	0	0.0304801307211771	0	0.182766764132534	0	0	0.0668896233997211	0	0	0.488	0.0194706953701204	1.22726397368827
TCGA-UB-A7MB	0	0	0	0	0.0806666843866011	0.0556661320048566	0.106938153804439	0	0	0	0	0.124962068363186	0.194060413363471	0.0820163778611919	0.0709977336511481	0	0.176010191023921	0	0.108682245541186	0	0	0	0.79	-0.0243337863640251	1.263041400744
TCGA-UB-A7MD	0	0.0247050928284803	0	0	0.126141529226546	0	0.0896773876409625	0	0.0246338312152653	0	0	0.109407847666808	0.136340214222641	0.140712660524458	0	0	0.110942629933807	0.180588384871557	0	0.0568504218694747	0	0	0.0600000000000001	0.0756702951807838	1.20142196604435
TCGA-CC-5260	0	0.0237560618113616	0	0.0228552131149534	0.162631008137006	0.0458960557915723	0.125114193856005	0	0	0	0	0.0216688899677834	0.127270507367209	0.145579117927102	0.00122176419978556	0	0.196216854588257	0.0681932818567761	0.0595970513821891	0	0	0	0	0.163076995948808	1.14900266434891
TCGA-DD-A1EH	0	0.134002171643903	0	0.0430795924144304	0.10840813248424	0	0.136762301922511	0	0.00240808507353429	0	0	0.0500350593424752	0.187359232884908	0.143877425292779	0.0296292802325191	0	0	0.0943483348821483	0.0700903838265515	0	0	0	0.298	0.038291021892391	1.22331555829686
TCGA-ED-A4XI	0	0.000522713422340706	0	0.00916289110202811	0.0960212934279786	0	0.118615023586597	0	0.0725571765767277	0.0192629344753913	0.0743944564480674	0	0.255952131566889	0.221074410938918	0	0.0315238267521494	0.08781368276497	0.0130994589379434	0	0	0	0	0.099	0.0655523982106921	1.2143064048636
TCGA-DD-AADR	0	0.0155307552061637	0	0	0.0560671141413867	0	0.07691134558146	0.0131486420714082	0.000825680460935549	0.0519054317463034	0.133564902831785	0.0340749458950196	0.216474440160149	0.0588639261654824	0.0693841815420186	0	0.221692066234031	0.0233805590780853	0.01369512734262	0.0144808815431508	0	0	0.073	0.0721394916908989	1.20785228519005
TCGA-FV-A496	0	0.0809424327634993	0	0	0.0551857882340282	0.0269715783860204	0.125967698105843	0	0.0158276131971578	0	0.122023771880895	0.0467036370175848	0.197545310010156	0.110318414456693	0	0.0866956611724177	0	0.0704782620336216	0.0613398327420837	0	0	0	0.624	-0.000233717045336884	1.24214855831551
TCGA-G3-A3CG	0.0381371933821424	0.0437240962461784	0	0	0.0390784172792545	0	0.0964614807268158	0	0.0292159205298613	0	0.213917968569747	0.00904312672743501	0.206242392182909	0.0411434305046449	0.129828394622883	0	0.109313096490168	0.0438944827379611	0	0	0	0	0.415	0.026365749733601	1.23215294111603
TCGA-DD-AACS	0	0	0	0	0.116673627621858	0	0.135666172239429	0	0	0	0.0986110066244387	0.0706014098826053	0.169948542437343	0.115678859189365	0	0.0437297033427121	0.120820005018126	0.11841731932342	0.00985335432070408	0	0	0	0.639	-0.00157392253300395	1.24876971779212
TCGA-DD-AAVR	0	0.180428282257891	0	0	0.128994020539031	0	0.102006314486751	0	0.00438622220697464	0	0.102846563446967	0	0.110034168076291	0.0802019953843905	0.0632215974005896	0	0.19042740294041	0	0	0.0374534332607038	0	0	0.052	0.07781841122852	1.19652483293275
TCGA-BC-A10T	0	0	0	0	0.13091763474642	0	0.138043621821888	0	0.000898920699757399	0	0.0881718811079006	0	0.291945851222396	0	0	0.0552538450097818	0.190738943438684	0.00951462734203338	0.0945146746111391	0	0	0	0.419	0.025879602265698	1.2304801090886
TCGA-3K-AAZ8	0	0.00890662102876863	0	0.0143873392781992	0.180278720952525	0	0.0555323364167648	0	0.0344866986301783	0	0.0366401398593079	0.105881245571681	0.107102736550266	0.0201416746467606	0.0520541644573545	0	0.15077909331999	0.158873316597283	0	0.0749359126909203	0	0	0.516	0.0155540771618677	1.22451091751987
TCGA-DD-AAVV	0	0.177680479063962	0	0	0.0781911888596082	0	0.0981205471641027	0	0.00404935390713798	0	0.0902224003602098	0.0228675660632727	0.0756547484440353	0.178012949170669	0.0673591597616041	0	0.140803964925323	0.00659335814805522	0	0.0604442841320202	0	0	0.013	0.0997082704048318	1.18848843738032
TCGA-2Y-A9GS	0	0	0	0	0.122862503152601	0	0.204705435603024	0	0.000321565160454986	0	0.00205776818444206	0.0135592601735866	0.184550033092819	0.180132519189302	0.00886032403050699	0.0277108192572684	0.192471510519119	0	0.0627682616368759	0	0	0	0.421	0.0254664324561293	1.24311543565068
TCGA-RC-A6M6	0	0.0619066762079056	0	0	0.0815536839381549	0.0282196839660685	0.0912976139581881	0.0306297324062702	0.0753214778763986	0	0	0.0974502129239927	0.220991051686555	0.192789847161147	0	0.0630046025241498	0.0372835047936928	0.0195519125574764	0	0	0	0	0.341	0.0338781306060072	1.22737275329287
TCGA-G3-AAV6	0	0	0	0.0432863435195166	0.140165672058321	0	0.13494821958639	0	0	0	0	0.0470478264572079	0.244884912370205	0.10061723621482	0	0	0.1700159009062	0.0678572190209937	0.051176669866346	0	0	0	0.533	0.0133695871118202	1.24477576757878
TCGA-CC-5263	0	0.163489870259584	0	0	0.0629130800731739	0	0.0618974382202706	0.0395812111088158	0.0357486605893703	0.0560439313232491	0	0.0374601336743098	0.115262373753302	0.207615434604203	0	0	0.075121859548762	0.060514598466986	0.0841659831079452	0.000185425270028045	0	0	0.402	0.0276369078310732	1.22640324387377
TCGA-ZS-A9CE	0	0.0427968681804273	0.0600029816301713	0.00251570115478118	0.162432258559181	0	0.0756894815130901	0.0392588961130892	0.0270251311671817	0	0	0.120781525233462	0.0927327797332221	0.180932178873851	0	0.0666199477297081	0.0657603165189414	0.0384115589069822	0.0250403746859117	0	0	0	0.661	-0.00382619998744376	1.23607571104662
TCGA-DD-A4ND	0	0.0964949340485214	0	0	0.0473579783857277	0	0.150705435139834	0	0.0271075736997867	0	0.0614926346668664	0.0197621946615302	0.21467608310022	0.133375618176852	0.00551323466917591	0	0.0998906353413428	0.0923409478834981	0	0.0512827302266454	0	0	0.125	0.0604830458036004	1.21607514417751
TCGA-DD-AAVX	0	0.00289411410563925	0	0.0909030201253041	0.110948302518911	0	0.0460416018606772	0	0.0145109843884454	0.0481850172998762	0	0.14909695480131	0.115702690280142	0.108874595516946	0.0754081305510615	0	0.097670894354496	0.108621760348935	0.0311419338482577	0	0	0	0.094	0.0669945101422816	1.20369172904652
TCGA-DD-A4NE	0.144689898252427	0	0	0	0.0375522098099195	0	0.0961246338230075	0	0.0368584417033874	0	4.1520601761572e-05	0.0878217215317062	0.292563620683211	0.106352302907166	0.0289379490515432	0.00971257463474516	0	0	0.159345127001126	0	0	0	0.869	-0.0427758160265287	1.27526726883087
TCGA-2Y-A9HB	0	0.0126294893586667	0	0.0731252055208507	0.122676745519688	0	0.150508801016442	0	0.0390340120606391	0	0.0673166224508827	0.0490995652700979	0.118333149962373	0.036215888259094	0.0972118845787748	0	0.152032940865324	0.0818156951371675	0	0	0	0	0.56	0.00973943445919123	1.23859970435463
TCGA-DD-A39Y	0	0.0767382424647395	0	0	0.0481210320692848	0	0.152369491715227	0	0.106667207554439	0	0	0.0621743221065727	0.0907603224825941	0.221919195242281	0	0.0824474574736193	0.0491982165295241	0.0818464220709282	0	0.0277580902907898	0	0	0.278	0.0401153575744331	1.22297801976905
TCGA-CC-A5UC	0.00348630353875514	0	0	0	0.128021540212073	0	0.189806507431906	0	0.00889980613067643	0	0.0704124816991593	0.0268719722422844	0.175350127368028	0.231478647455368	0.0175925024297943	0	0.00893266659000199	0.033433957606823	0.10571348729513	0	0	0	0.27	0.0414900960556301	1.21917959419665
TCGA-DD-AACB	0	0.114055054170503	0	0.132203004679413	0.00253642458980157	0	0.155369517241646	0	0	0.100233281120169	0.0160473670257889	0.00536084427491605	0.090400012918306	0.120431348145401	0.116275339722034	0	0.0547693721069438	0	0.0923184340050777	0	0	0	0.099	0.0658099026371043	1.2087837840694
TCGA-HP-A5N0	0.0340657068325082	0	0	0	0.0769018668229662	0.0177895379233196	0.0896606036931847	0	0	0	0.182931079666262	0	0.1872075304905	0	0.091905532731888	0	0.214710960186357	0	0.104827181653014	0	0	0	0.419	0.0257854917955457	1.22660352583653
TCGA-ED-A8O6	0.0388590027193283	0	0	0	0.000394917364305977	0	0.157967644505474	0.0688641143316849	0.0645866906510821	0	0.113214105884928	0	0.248231084617358	0.176603553320586	0	0.000399380395479351	0.0208352306231322	0.0384263014182797	0.0716179741683613	0	0	0	0.286	0.0393057172584125	1.22241977256527
TCGA-ZS-A9CF	0	0.0549370253241405	0	0	0.0848327100431288	0.018795537869111	0.130207455799299	0	0.00399399846203159	0	0.134151668267208	0	0.154285238602169	0.00891445924506063	0.0215964130123507	0	0.283659612463723	0.0598988685546632	0	0.0447270123571141	0	0	0.506	0.0168140591614221	1.238652705592
TCGA-2Y-A9H4	0	0	0.0226365900380604	0.0591313152331758	0.151908393719836	0	0.0726176870030566	0	0	0.0242616920979016	0.019796628460266	0.0863229270739985	0.139621462980894	0.0237769288339342	0.0352658305884451	0	0.279541884803305	0.0490971506105387	0.0360215085565881	0	0	0	0.581	0.00674553415465878	1.23985802593975
TCGA-DD-A116	0	0.0402256063534863	0	0	0.096852507107102	0	0.177339305300678	0	0	0.0361546856732218	0.105467357395433	0	0.0871036620146671	0.10160927087858	0.14270452236779	0.00325756020515112	0.0690350402782753	0	0.140250482425615	0	0	0	0.34	0.0339275638311341	1.21234792398603
TCGA-G3-A7M5	0	0	0	0	0.183705585094211	0	0.153936592253009	0	0.051491002690861	0	0.121127350677535	0	0.149752949199601	0.11758156281474	0.0172146255329313	0.0281755551084453	0.177014776628666	0	0	0	0	0	0.466	0.0215464038208986	1.22681167536831
TCGA-BC-A112	0	0.144749371677807	0	0	0.122695285586966	0	0.0744744978450768	0	0.0829306035650956	0	0.0036208418382642	0	0.166864881675407	0.210429035451608	0.0288085497988366	0	0	0.0129488412685673	0.152478091292372	0	0	0	0.63	-0.000976138650782622	1.23541829760106
TCGA-DD-A4NV	0	0	0	0.0477095424945514	0.118316822961399	0	0.135490183097571	0	0.034905690272802	0	0.0175235441039181	0.0251065004393552	0.241813655197168	0.18994153537695	0	0	0.134541896775922	0	0.054650629280364	0	0	0	0.489	0.018992892912208	1.24275268922116
TCGA-DD-AAE6	0	0	0.0266380988792045	0	0	0.068406407291345	0.110334203200917	0	0.0592627171843498	0	0.0517085807960671	0.101148901384533	0.281060394430504	0.11314960197544	0	0.0716526867963604	0.0532276208948739	0.0375230775961077	0.0258877095702979	0	0	0	0.507	0.0167031742638825	1.24481102594963
TCGA-CC-A7IL	0	0	0.0515945421936236	0	0.167008989792616	0	0.177051384157576	0	0.0186671949687981	0	0.0642397292554376	0.0443680077052947	0.0618490187666989	0.151470988796727	0.021654596925193	0.0906776936081936	0.0995656933843678	0	0.0361072447505614	0	0.0157449156949121	0	0.587	0.00628249514661111	1.23008405350503
TCGA-5C-AAPD	0	0.0908222067001981	0	0.115105190040254	0.101062919771256	0	0.164531646801424	0	0	0.0702465521240205	0	0.0227069295765597	0	0.15105658926029	0.119744392934039	0	0.106502419378296	0.0497642324211357	0	0.00845692099252848	0	0	0	0.130306472060968	1.17290360569058
TCGA-DD-AAC9	0	0.0416718525318816	0	0	0.109148058738008	0	0.179210022516529	0	0.000543554855872691	0	0.156018366556446	0	0.0766591701482522	0.128926441841515	0.0974744007368489	0.0731467842132201	0.122363072535519	0	0	0.0148382753259088	0	0	0.294	0.03865877244627	1.22096842293083
TCGA-MI-A75C	0.0551718610534545	0	0	0	0.123922117801628	0	0.162874835677336	0	0.0432957157195274	0.00621550092687297	0.135533043867412	0.00120322968227284	0.204527589620835	0.118572195365873	0.038750668021881	0	0.0819949172448485	0.0279383250180584	0	0	0	0	0.416	0.0263456425481933	1.22655461596168
TCGA-FV-A23B	0	0.0695027952343891	0	0.0109577724303188	0.0635110142999993	0	0.13936717755762	0	0	0	0	0.0764855472536083	0.213686480491726	0.0344014008793484	0	0	0.210800096702672	0.144582488791877	0	0.0367052263584404	0	0	0.128	0.0596906512701578	1.22262675900895
TCGA-DD-AAVY	0	0.0314572156194003	0	0	0	0.0293312198315838	0.113540165099485	0	0.0430989075493743	0	0.316881397804793	0	0.165359435373918	0.169105511008329	0	0.028307861134521	0.0356852758972132	0	0.0672330106813834	0	0	0	0.527	0.0138626316182726	1.24069344629748
TCGA-DD-A3A6	0	0	0.0561910072158297	0.073772083749852	0.136885143750561	0	0.105058547460675	0	0.0557875613819236	0	0.121709921984632	0.0188599620703268	0.144330724436109	0.0117110772303618	0.0807224289364644	0	0.168320096259494	0	0	0.0266514455237696	0	0	0	0.138736780419624	1.14902438946888
TCGA-DD-AADD	0	0	0	0.065632393168585	0.0544560335314573	0	0.188395492983193	0	0.0509498242675117	0	0.100239475323963	0	0.226752039424785	0.114329670187418	0	0.0141210187126167	0.09697324615159	0.0881508062488803	0	0	0	0	0.266	0.0421893104474212	1.22691843849868
TCGA-G3-A25U	0	0	0	0	0.138822229262999	0	0.124487417818574	0	0	0	0.0211841716407381	0.108231376279613	0.296254472843228	0.0426301474979841	0.0442696497058814	0	0.140205082159585	0.0128582277393171	0.0710572250520812	0	0	0	0.175	0.0526149171337357	1.21481435068561
TCGA-DD-AAE2	0	0.0425529900946246	0	0	0.0411975121551929	0	0.162777310236339	0	0.00196571317934646	0.0405204621004915	0.109044291035391	0.0487849448288866	0.204777944007223	0.0964523434607387	0.0912025508996539	0	0.0710161422556046	0.0113577627381567	0.078350033008351	0	0	0	0.259	0.0426452917526316	1.2181383402525
TCGA-DD-AAW3	0	0	0	0.0679863263956372	0.132483823651671	0	0.156146669701248	0	0	0	0	0.0742752471111039	0.127178417189939	0.0884924797522168	0	0.0736226362348506	0.131406457563125	0.0702119251475158	0.0781960172526928	0	0	0	0.459	0.022192002403361	1.22964038364704
TCGA-DD-AA3A	0	0	0.0141536888140039	0	0.118700450625351	0	0.131506889826825	0.0558332671623281	0.0218023161902323	0	0.129743746060111	0.0251422617055652	0.101808525836177	0.153538090086959	0	0	0.167821499387582	0.0214191382420237	0	0.0533690265953922	0.00516109946744875	0	0.013	0.100297177533747	1.17786694445097
TCGA-XR-A8TD	0	0	0.0194203967910173	0.0311791675851215	0.0121762611948871	0	0.199232361198965	0.0176988091862607	0	0.128947030544435	0.136114196900383	0	0.04624452251703	0.139558886380917	0.0883224933252354	0	0.108268996165665	0	0	0.0728368782100818	0	0	0	0.162034301073544	1.14341905170355
TCGA-BC-A10S	0	0	0	0	0.0837060806714956	0.049047336262142	0.143810587320325	0	0	0.090551706901212	0.0841261725883494	0	0.170577156551878	0.0454641407203804	0.0358152327110554	0.0445748102034342	0.151462388006424	0	0	0.100864388063304	0	0	0.227	0.0458655806058123	1.21383483951542
TCGA-T1-A6J8	0.0224284522544196	0	0	0	0.0799262012416806	0.0286795815757722	0.130480183501918	0	0.00719136011195828	0	0.158682466089993	0	0.259916363412469	0.107831067024259	0	0	0.172197721925584	0	0.0326666028619471	0	0	0	0.199	0.0489351337436446	1.22478152011341
TCGA-KR-A7K0	0	0.0186653586273581	0	0	0.0523447150378604	0	0.163989440562286	0	0.0523333275636026	0	0.234970476928396	0	0.24015782861373	0.171975330990706	0.00512654239284712	0	0.0385518459847332	0	0.0218851332984808	0	0	0	0.38	0.0301120128313142	1.23039500203416
TCGA-DD-A4NK	0	0	0	0.0779474368165481	0.105267000064172	0	0.0848821225072091	0	0	0	0	0.127205421897262	0.107160095194461	0.0835445432806511	0.0474460792771845	0.0513664341758655	0.174710866117353	0.0638581055082214	0.0766118951610721	0	0	0	0.587	0.00633422619473457	1.24161572357959
TCGA-DD-A3A9	0	0	0	0.0021484299499829	0.162664815742623	0	0.12736632159319	0	0	0	0.200829493447363	0	0.125987009532881	0.0667986308994295	0	0	0.243880476426754	0.0479125815009446	0	0.0224122409068312	0	0	0.499	0.0176969445734189	1.23194857542516
