Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-DD-AAE4	0	0.115373157883294	0	0.0708997165090661	0.150543479582513	0	0.140782229160344	0	0.0309427972770837	0.0424175400543062	0.0362402120024721	0.0411798743185892	0.114027579831664	0.0601721195917396	0.0230158851835892	0	0.10490604478841	0.0610025783544149	0.00849678546251364	0	0	0	0.043	0.0811497095687645	1.1929475553447
TCGA-GJ-A3OU	0	0.106495283861626	0	0	0.112463316548549	0	0.046132404517352	0.0028965224951887	0	0.0871002442191881	0.11197494432444	0	0.00286505582558523	0.205516911059385	0.0635085456529986	0.0506835198041695	0.143443271095591	0.0420740213158055	0	0	0	0.024845959280123	0	0.225039778754201	1.10216786090872
TCGA-EP-A3RK	0	0.161281387640833	0	0	0.105828819220644	0.00243126377677977	0.107646184449792	0	0	0.0715231143939807	0.0350811804275719	0.0260986035453536	0	0.0689702803875015	0.0865609516851329	0.114169658618168	0.165708546249924	0	0	0.0547000096043191	0	0	0.334	0.0342820905605651	1.21892933447268
TCGA-MI-A75H	0	0.016440476382147	0	0.101157722514861	0.0538249430415473	0	0.123122309336444	0	0	0.220918572017705	0	0.0743728403305049	0.113717548571381	0	0.0481431216718205	0.00306667040598336	0.123620814153719	0.0480770859627841	0.0735378956111028	0	0	0	0.229	0.0453580826975462	1.21345477110453
TCGA-FV-A2QR	0.0060358736080314	0	0	0.00251820404309248	0	0	0.0624685502214335	0	0	0	0	0.137127346901843	0.127711848900917	0.298635823179473	0.054029561667401	0	0	0.0813441790056693	0.230128612472139	0	0	0	0.245	0.0438469801208714	1.23822907049394
TCGA-ED-A5KG	0	0.154405505706434	0	0.0388128017222895	0.118215942030951	0	0.0860594478971783	0	0.0873996553690698	0.00641503331947256	0.140640391502955	0	0.0528976018936537	0	0.10718100963638	0	0.0857758124839038	0.0673055675982773	0	0	0.0548912308394353	0	0.114	0.0622333194618778	1.19287381929284
TCGA-CC-A9FS	0	0	0	0	0.114854595057944	0	0.104757644163549	0.00932530075333344	0	0	0.0505546115120109	0.108884774303761	0.249350211822325	0.057219922211777	0	0.0276891932136861	0.220473531059692	0.0568902159019205	0	0	0	0	0.365	0.0319086699162489	1.23550122803358
TCGA-G3-A25T	0	0.0879999286645027	0	0	0.203367522899738	0	0.106810786732168	0	0	0	0.04121290611206	0	0.081230395699793	0.1607105563767	0.00705339967266989	0.117042672082228	0.113806372849286	0	0.0807654589108538	0	0	0	0	0.168718557497881	1.13382472994031
TCGA-UB-A7MC	0	0.00509474265723203	0.0737396386271584	0	0.0681130716156014	0	0.106267657977294	0.0578687363059124	0.0149093222577782	0	0.233223250009172	0	0.150106618313399	0.111083845203678	0	0.0290292775779591	0.0843581258807547	0.0229824744684225	0.0432232391056389	0	0	0	0.453	0.0226538416177664	1.21973968787375
TCGA-YA-A8S7	0	0.164030201454858	0	0	0.0986240627625105	0	0.094699929844942	0	0.079887847843221	0	0.0358910422050398	0	0.126842481005494	0.238278184007474	0.0441961787623293	0.0899440215264342	0	0	0	0.00535642034500976	0.0222496302426881	0	0.488	0.0196852229108661	1.23232487611551
TCGA-DD-AACN	0.0326575367911542	0.0433583304571216	0	0	0.0824911865618843	0.0172218830795211	0.145912341439016	0	0	0	0.164537485813898	0	0.196582496875289	0.171624104585713	0.00702648490291282	0.0672406133215484	0.0713475361719416	0	0	0	0	0	0.263	0.0423644706083061	1.22670524183938
TCGA-5C-A9VG	0	0.00587693592851961	0.036713459380863	0	0.0860540346535407	0.015541185480269	0.135785158913956	0.0679905005080485	0	0	0.161122122117358	0.032823346244876	0.138633364534306	0.105685586216254	0	0.0938427065046233	0.0645097705947714	0	0.0436900280371041	0.0117318008855111	0	0	0.602	0.00335518161952023	1.23339462567331
TCGA-BC-A10R	0	0	0	0.0490167778442867	0.179942782906516	0	0.11739112400095	0	0	0	0	0	0.172610728848083	0.120745109259601	0	0.126452858029386	0.0867553366391104	0.0839605090875472	0.0631247733845195	0	0	0	0.55	0.0113970211953963	1.23976444425839
TCGA-BC-A3KF	0	0.0142613150900831	0	0	0.0173583449385741	0.0187007104512512	0.104844558462923	0	0.0338197105417226	0	0.186003507346016	0	0.276147736123408	0.0972071849471357	0	0	0.118842324132117	0.0426051651403281	0.0902094428264402	0	0	0	0.59	0.00585633390060454	1.24825626336581
TCGA-CC-A5UE	0	0.0301767796684191	0	0	0.0604748534105299	0	0.132912591872032	0	0.065886847735355	0	0.03412459783425	0.00141220895913714	0.276227522859018	0.116313175205742	0	0.075244643326376	0.142084459721317	0.0651423194078234	0	0	0	0	0.245	0.0437218452822513	1.23354487348997
TCGA-MI-A75E	0.00512224729713798	0.01278530996625	0	0	0.0740897491120402	0	0.189968725113902	0	0	0	0.203078432209923	0	0.164605017075446	0.110948361586256	0.0966955608309695	0	0.113840701737043	0	0	0.0288658950710323	0	0	0.509	0.0164766745679714	1.23759489582458
TCGA-G3-A7M8	0	0.0442251280681837	0	0	0.11066627197277	0	0.0912447310102972	0	0.0193300076674881	0	0.045966813892608	0	0.186267574765685	0.220447561616509	0	0.00697734224090886	0.128635647352442	0	0.146238921413107	0	0	0	0.298	0.0382666076499225	1.22691152342502
TCGA-CC-A5UD	0.082349248580737	0	0	0	0.089077840403201	0	0.158993582196647	0.0144549035658694	0	0	0.128179664800117	0	0.149235986470055	0.0913825178508372	0.0976222595241578	0	0.0586008784983149	0.0222088816756839	0.10789423643438	0	0	0	0.159	0.0546684390469621	1.20407220001695
TCGA-CC-A9FW	0	0	0	0.0630814960781735	0.0207604970713703	0	0.2244001729971	0	0.075165382861091	0	0.100513393970226	0	0.162201151835531	0.131861616139918	0	0.0155329566105785	0.0657883880120411	0.0518531005836623	0.0888418438403086	0	0	0	0.524	0.0141531394077719	1.23474583947287
TCGA-BC-A10W	0	0.0725998303768875	0	0	0.0839318402211473	0	0.168925861274971	0	0.0146670195622038	0	0.0195776901714671	0.0749300741824343	0.162154308893126	0.236452473349552	0	0.0131625532460529	0.14363990483303	0	0	0.00995844388912732	0	0	0.039	0.0839659494471265	1.20838254896684
TCGA-2Y-A9GW	0	0.133394535840368	0	0	0.106246657010704	0	0.0582726478907614	0	0.0110146672789962	0	0.0421495683621789	0.0299086571241023	0.1227228588669	0.250728759507194	0.0483334601251759	0	0.133616943445695	0.0636112445479244	0	0	0	0	0.00800000000000001	0.105814364372113	1.19647400835772
TCGA-WX-AA47	0	0	0.0899937988421304	0	0.0508935510767428	0	0.10662813907788	0.0712281448234527	0.0671669025593733	0	0.276478506991033	0	0.0792988408572505	0.182763840924984	0	0.0663538963870691	0	0.00919437846008382	0	0	0	0	0.619	0.000987383745394152	1.23177938983429
TCGA-DD-AADC	0	0.0390140046013337	0	0.0272925247058218	0.0404069722174334	0	0.257633056207017	0	0.0278414288658724	0	0.0879909471604868	0.00619229355718154	0.228228580659788	0.0760407518373473	0.0720852164799016	0	0.0785009779603401	0.0241055087398544	0.0140932821870789	0.0205744548205431	0	0	0.255	0.0429231965249218	1.22622491697789
TCGA-DD-AADQ	0	0	0	0.116200090030045	0.101161400240586	0	0.0651119581464394	0	0.103564990859675	0	0.0470560832725295	0.101099275011376	0.117068081120873	0.122538048631199	0.0456559613627293	0	0.145819930261847	0.0347241810627005	0	0	0	0	0.548	0.0122146646825893	1.2355178493619
TCGA-DD-AAE9	0	0.0323600125202664	0	0.034512059648748	0.114006355057223	0	0.215047491916369	0	0.00774976914001619	0	0.0595155135012376	0	0.160450825997608	0.160548889791254	0	0.0678597433763001	0.0342161289950975	0.043970885473234	0.0697623245826456	0	0	0	0.606	0.00292114195308156	1.24240189805596
TCGA-ZP-A9D1	0	0	0	0	0.105632642641555	0	0.146063345786044	0	0.040535309583112	0	0.0784130270674816	0.0697657576600276	0.159890362848941	0.126621788368912	0	0	0.14886712739617	0.0962834071301801	0.0279272315175762	0	0	0	0.389	0.0287911517890498	1.22650795870695
TCGA-G3-AAV5	0	0	0	0	0.126532034777015	0	0.190546152819451	0	0.0547449756334213	0	0.0882903304766575	0.0147544676164088	0.155362220960525	0.140211589634323	0	0.0712741568756796	0.13176030893841	0.0265237622681086	0	0	0	0	0.339	0.0339691655087683	1.22376103817004
TCGA-2Y-A9GZ	0	0	0.0904818489901337	0	0.21163065703729	0	0.0443438277390743	0	0	0	0.0175356853751572	0.0913104360836317	0.0868325782982691	0.128771966295001	0.0245424676831759	0.0272851178250294	0.212231066955447	0.0362184742960784	0	0.0288158734217127	0	0	0.376	0.030503941968957	1.22044067544142
TCGA-RG-A7D4	0	0.0698899506443518	0	0.148392186193253	0	0	0.139446365464628	0	0.0765660125186232	0.0742517191057315	0.130509049600743	0	0.0743084008447066	0.0282019214201649	0.123915357036895	0	0.0824751384361998	0	0	0.0520438987347034	0	0	0.00800000000000001	0.106670621835712	1.17981789057818
TCGA-EP-A2KB	0	0	0	0	0.169463724172822	0	0.121702986219639	0	0	0	0.109450095287515	0.0253330719712919	0.220114560949744	0.0456042908733343	0	0.0285913541563467	0.155358023087935	0.0855568239476458	0	0.0388250693337262	0	0	0.493	0.0181828434956931	1.23138155589004
TCGA-DD-AAW0	0	0.0111358186132361	0	0	0.143438346670657	0	0.130717190303907	0	0.0304106300041884	0	0.0487132347706128	0.0111104098917703	0.225503833982903	0.221753280251118	0	0	0.177217255511608	0	0	0	0	0	0.069	0.0736056136640324	1.21486908336393
TCGA-DD-AACQ	0	0	0.077628149588613	0	0.0746453609056868	0	0.17309376745134	0	0	0	0.169807161546249	0	0.105306933369561	0.197645619089533	0.0140056956058049	0.0748454640616103	0.0178745464627667	0.0592092797961644	0.0359380221226712	0	0	0	0.179	0.0516070569288907	1.20973818740271
TCGA-CC-A8HU	0	0	0	0	0.0993960389094021	0	0.174301511545048	0	0	0	0.0898828471575714	0	0.246001803754637	0.06466048560229	0	0.082423805335971	0.0537336562545928	0.0738357170753077	0.11576413436518	0	0	0	0.27	0.0411973688835911	1.21656258615167
TCGA-MI-A75G	0	0	0.0811441772606274	0	0.131791491907363	0	0.131398069085392	0	0.0267241789838962	0	0.131493935187707	0	0.164692389567641	0.128709137714073	0	0.0398451272346033	0.075961697899224	0.088239795159474	0	0	0	0	0.516	0.0156325748343555	1.22759790613033
TCGA-DD-AAD1	0	0.0975577670700622	0	0.0287865827820201	0.15487794242074	0	0.156957054335069	0	0	0	0.0860616814078889	0	0.0831059180086608	0.0947171850769221	0.0814563934903153	0	0.179172170927977	0.00285002193867936	0.0344572825416655	0	0	0	0.488	0.0196002447223213	1.22979965832928
TCGA-CC-A8HV	0	0	0	0	0.110071274386883	0.042081652754076	0.110775873625765	0	0.0297947234493452	0	0.10811865915755	0.0995723235244165	0.199338668048998	0.153407953236548	0	0	0.082784512077926	0.0312843907978524	0.0327699689406403	0	0	0	0.621	0.000122466905739045	1.24593213417816
TCGA-DD-A1EJ	0	0.0560339621364525	0	0	0.022609454774455	0	0.11832557447806	0.0628267485533485	0.0663243355975883	0	0.124362851531687	0	0.233921064125045	0.116189265300756	0	0.062725478887886	0.136681264614722	0	0	0	0	0	0.622	4.02321601989809e-05	1.2477832301792
TCGA-WQ-A9G7	0	0	0	0	0.0750539378883792	0	0.0864472881320992	0.103262568191433	0.0772068156891841	0	0.190206880162834	0	0.243218986962727	0.176130109287523	0	0	0.00558270346600595	0	0.0357736367802791	0.00711707343953546	0	0	0.699	-0.00828956516815997	1.24429368627291
TCGA-NI-A8LF	0.0104364448523094	0	0	0	0.020800105145837	0	0.16335708460107	0	0.0615562546890436	0	0.219199651135437	0	0.274986320166551	0.0681592776876122	0.00170814000437951	0	0.0705764053780218	0.0399702448892691	0.0692500714504685	0	0	0	0.274	0.0406520674184231	1.21939117163073
TCGA-BC-4072	0	0.153444951229407	0	0	0	0.0858466724553947	0.0908151686274576	0.0144281049358561	0.0528524788973246	0.0518934017212858	0.039041195469972	0.0729707193939567	0.138280682868147	0.143150752569071	0.00976502369190988	0	0.0786470747551132	0.0519430624946818	0.00474781063182312	0.0121729002585993	0	0	0.00700000000000001	0.109051358403037	1.18424328331875
TCGA-DD-AAD5	0	0.0737695486144741	0	0	0.0965900719442089	0	0	0	0.148660674588743	0.0171293966393816	0	0.0969322221514473	0.203297763788561	0.19111242298383	0.0324530348576065	0.0105827617558934	0.0434702351717261	0.0125664528641547	0.0344963091995542	0.0388167965603113	0.000122308880107976	0	0.281	0.0397311881675258	1.21167107037771
TCGA-2Y-A9H5	0	0	0	0	0.276590626400895	0	0.130740690213035	0	0.00779799976245976	0	0.0254285286096199	0.00823834203085365	0.280447884528086	0.14815229854075	0	0.0020992088383032	0.120504421075998	0	0	0	0	0	0.222	0.046280961950166	1.22500173488573
TCGA-BC-A217	0	0.176087921357885	0	0	0.0748765625091036	0	0.155093903865315	0	0	0.146963531971812	0.0510770750266758	0.0102522954498139	0.137895726286995	0.0412436203491083	0.0331282486612062	0.0494086770531757	0.121075594474594	0.00289684299431509	0	0	0	0	0.489	0.0191811659612352	1.23085566116405
TCGA-DD-A3A8	0.0350440756107757	0	0.0440290884076959	0.0324737393214334	0.0486223913051981	0	0.142348981817067	0	0	0	0.203961495403904	0	0.11198583103711	0.0517867173618501	0.0459548592788092	0	0.0490058504148052	0.100653322540713	0.134133647500639	0	0	0	0.595	0.00475295327044508	1.22993320585547
TCGA-CC-5258	0.0214184222471028	0	0	0	0.12408490734735	0	0.218659572201315	0	0	0	0	0.0516519152058251	0.295306330078307	0.162130497715132	0	0	0.0920699492062156	0.034678405998753	0	0	0	0	0.041	0.082544173281591	1.2117662555071
TCGA-BC-A5W4	0.140503878914031	0	0.0470831461975831	0.0310024249749569	0.00543836350188988	0	0.0607840315835946	0	0.0761503917504157	0	0	0.00246041656512582	0.346977160003667	0	0.051184138350566	0	0.135407976362122	0.025529886998032	0.0774781847980158	0	0	0	0.309	0.0367623650538919	1.23786753850782
TCGA-DD-AADF	0	0.0468980474923555	0.0907202016853851	0.0474321422014405	0.0542295865002395	0	0.143324965583192	0.00309122260242063	0.0843419741975169	0.0314197578700196	0.0637916965816147	0.0729334002386751	0.11753104247007	0.0459560341631676	0.0677142845614859	0	0.0861453095665798	0	0	0.0444703342858371	0	0	0.569	0.00864355719968201	1.22725302041693
TCGA-DD-AAE1	0.0646158908745327	0	0	0.0136544600300574	0.0371073905133355	0.0331263097866874	0.0943354961323758	0	0.0240309184546502	0	0.149289375650254	0	0.282613395726566	0.0707115166674672	0.0419337609455568	0	0.0792209260182132	0.0421091894384782	0.0672513697618266	0	0	0	0.291	0.0389277259692851	1.22719815944904
TCGA-DD-A73D	0	0	0	0	0.153103073442495	0	0.138967139593459	0	0	0	0.0844014104117332	0.0741529759251225	0.132703322894229	0.064634864032366	0.0472013030315976	0.00847683160551886	0.199989772385182	0	0.0963693066782978	0	0	0	0.385	0.0295335110754594	1.21832094274689
TCGA-ZP-A9D0	0.135245705384854	0	0	0	0.0803911042562809	0.00942938942485247	0.0741507470600858	0	0.0512398451395354	0	0.0950294138136681	0	0.273662140372895	0.0872422323728646	0	0.0774951010789532	0.110621813885136	0	0.00549250721087523	0	0	0	0.202	0.0483731912792112	1.22474516469322
TCGA-G3-A5SK	0	0.0607344469204803	0	0.0413582801012784	0.0866447591301239	0	0.0956687693610241	0	0	0.192212842056725	0.00164599449993035	0.125449579708721	0.163340579829996	0.0540977743079567	0.0453066290936433	0	0.111341169737625	0.022199175252496	0	0	0	0	0.51	0.0164210686342328	1.23342238767529
TCGA-DD-AADN	0	0.0432838243706102	0	0.121670359713091	0.0102314615287483	0	0.159094610085002	0	0.00811173049355173	0.180078009455569	0	0.0945294973039708	0.143745148884699	0.0307839308677709	0.0923868687497088	0	0.0297697777458364	0	0	0.0863147808014411	0	0	0.001	0.119618085379049	1.17672342115349
TCGA-CC-A3MC	0	0.094684843330166	0	0	0.0681310430757325	0	0.147336467176469	0	0	0	0.0275830144554138	0.112886168397234	0.16240104456804	0.298517103749296	0	0	0	0.0448217001969535	0.0436386150506942	0	0	0	0.102	0.0651481787342843	1.21818181962816
TCGA-DD-AADS	0.0107963640035488	0	0	0.0539098577891221	0.070149909085421	0.0215303274872926	0.0894072771317626	0	0	0.163782299977593	0	0	0.156793627843825	0	0.111938791426159	0.0917079855923373	0.0813794223368975	0.104755195220234	0	0.0438489421058077	0	0	0.04	0.083178937248035	1.19465718688351
TCGA-DD-AACX	0	0.0482487417222103	0	0.0308013867481842	0.0632082425395435	0	0.15184732484275	0	0.0510798784759668	0	0.0229420723958898	0.051194502391472	0.156179661201074	0.254520296669407	0	0.104451784663948	0	0.0655261083495542	0	0	0	0	0.528	0.013700929492503	1.24700280066675
TCGA-5R-AAAM	0	0.0731838200368304	0	0.0137874284641007	0.164417958277849	0	0.116308407432631	0	0.0105392092934837	0	0.0646486787324668	0.00723271393194039	0.18455642157262	0.206050994161149	0	0.00419780624956883	0.155076561847361	0	0	0	0	0	0.075	0.0714589718215524	1.21026669660517
TCGA-EP-A2KA	0	0.130453004061396	0	0.0219574113330935	0.0345592563325439	0	0.0452430396633622	0.00736273121266382	0.0448208239312564	0.0428928601725901	0.0514511799003794	0.0947912120231413	0.188162865145922	0.0517440541541293	0.0248502914047754	0	0.179875741530941	0.078063498043223	0	0.00377203109058183	0	0	0.073	0.0724894722202517	1.20449280549026
TCGA-XR-A8TC	0.0493819093349428	0	0	0	0.115820890380856	0.00049915960680053	0.125943617537692	0	0	0	0.116176893391646	0.0338563103289625	0.260281192568724	0.15653768601943	0	0	0.110300788548929	0.0312015522820164	0	0	0	0	0.239	0.0442788284634431	1.22850558929107
TCGA-DD-A39W	0	0	0	0.102042865178074	0.0931959592967336	0	0.183706061714625	0	0	0	0.146110418104886	0	0.156757956056234	0.0200394044780048	0.0797550161127443	0	0.156180843239677	0.0218143569340679	0.0403971188849526	0	0	0	0.698	-0.00815780712464253	1.25180545058457
TCGA-G3-A3CH	0	0.0677739305838832	0	0	0.0633908691104958	0	0.188322950010601	0	0.0735507903007648	0	0.07372231283334	0.0446916980621364	0.227448150686075	0.0564575064365508	0.0124203298886986	0	0.132222290286192	0.0599991718012625	0	0	0	0	0.211	0.0472570504587646	1.21649976342964
TCGA-DD-AACO	0	0	0	0	0.153117289849842	0	0.187559025452292	0	0	0.0220172611057399	0	0.0989247472137309	0.209387083320079	0.107970321432362	0.0334166265606884	0.0316731045499279	0.0703620584056891	0.00489762248495035	0.0806748596246979	0	0	0	0.272	0.040884463694154	1.21666501244584
TCGA-K7-A5RF	0	0.084944544797134	0	0	0.132807690539989	0	0.0998884886746124	0	0	0.0999167012941979	0.0345076135345609	0.0138705596495244	0.234474726306635	0.146310323135517	0.0958860899696879	0.0573932620981421	0	0	0	0	0	0	0.114	0.0621970659515849	1.20879540050005
TCGA-DD-A4NP	0	0	0	0	0.0722253031658639	0.000413537344744958	0.0830575523124577	0	0.00534489037944518	0	0.236587295351445	0	0.145893516228941	0.133795343391014	0.0580324925094942	0.0433669242582661	0.0796740585810713	0	0.113106615501626	0.0285024709756306	0	0	0.326	0.0352028232377884	1.21977155428527
TCGA-ZP-A9CY	0	0	0	0.015763353312246	0.105964104179367	0	0.0758507058203819	0	0.0577918487936195	0	0.040873117715926	0.0277295621189618	0.215242625788898	0.212988399315088	0.0169001808890505	0.0419443935905038	0.0734240482805337	0.0104672732459099	0.105060386949514	0	0	0	0.333	0.0344360487746128	1.22579256966831
TCGA-BC-4073	0	0.178110697009246	0	0	0.0900557294580748	0	0.037124268360176	0.0147575846637788	0	0.132020939770311	0	0.110764044739284	0	0.228291398592805	0.00588568534353351	0.0658192980103209	0	0.0461534191948901	0.0384532033186831	0	0	0.0525637315388971	0.00800000000000001	0.107519459261955	1.17242092257513
TCGA-DD-AAEE	0	0	0	0.0474387440101391	0.0976843347344488	0	0.143140642946739	0	0.000842777462037874	0	0.0347220292220769	0.116047482100097	0.159651981269416	0.0647044144945581	0	0.0143594575238369	0.170385338939304	0.151022797297346	0	0	0	0	0.412	0.0268107097673166	1.23723715299667
TCGA-CC-A3MB	0	0.00195939446041473	0	0	0.0829318531437974	0	0.149964936282312	0	0.00283581983108918	0	0.161590105167089	0.040905652353755	0.231828498120023	0.22446453936216	0.0193507638052908	0	0.060008176931664	0.00554064306807937	0	0.0186196174743254	0	0	0.403	0.0274366910660739	1.2404480058369
TCGA-RC-A7SH	0	0	0	0	0.122678575441199	0.0278464956483267	0.132349913380999	0	0	0	0	0.107194588649044	0.15444602039002	0.170323749461258	0	0.0165213578608468	0.0407143800290672	0.0842541477968178	0.143670771342422	0	0	0	0.363	0.0321082814854002	1.22138382738887
TCGA-ZP-A9D4	0.0428139118148772	0.0358537383430642	0	0.00311308011229532	0.0121783730434739	0.0073217191681731	0.0413700085544773	0	0.0623925666362095	0	0.216838500757236	0	0.148812253698466	0.201913703540029	0	0	0.00889952548539479	0.0503284030336823	0.168164215812622	0	0	0	0.239	0.0443412433845154	1.21491645472925
TCGA-ED-A66Y	0	0.0177676828771822	0	0	0.16236954938805	0	0.12285486768061	0	0.0462365687669025	0	0.0395730395491765	0.105574029671984	0.118701950814281	0.22703413347999	0	0.014196614201849	0.102412524605458	0	0.0432790389645171	0	0	0	0.625	-0.000400276656052463	1.24118188035469
TCGA-DD-A114	0	0.170658364915151	0	0	0.0728948978993261	0	0.106560712706254	0	0	0.11180434187478	0	0.0986027403136077	0.0133696939200815	0.189122534497097	0.0567749410331831	0	0.083836374873105	0.0801053983230011	0	0	0.0162699996444142	0	0	0.146434226042097	1.15528474549502
TCGA-5R-AA1C	0	0.0566246612205033	0	0	0	0.00730083200124433	0.0769798512494362	0.00662721347487921	0.0504532950302222	0.0345762171024297	0.200794342870598	0.0324207976935706	0.231419212583203	0	0.0954437492327726	0.00285653294992688	0.0420946573286663	0.0303224161164637	0.132086221146084	0	0	0	0.59	0.00591745995377438	1.23388960776144
TCGA-BC-A10X	0	0.0696886824241373	0	0	0.134236496321801	0	0.0559877804810143	0	0	0.0383083299369313	0	0.1390929273317	0.189415986359398	0.142171524031895	0.0117210187377002	0.0209470268803341	0.127204850953033	0.0406914869881883	0.030533889553867	0	0	0	0.23	0.0452279233742538	1.21855272157003
TCGA-DD-AACT	0	0.0166054621287572	0	0	0.0275504489657538	0	0.178215930170959	0	0.0360391477511666	0	0.237406714418545	0	0.20158551956472	0.174902154437634	0.0531297624227917	0	0.062926634083016	0	0	0.011638226056657	0	0	0.38	0.0301094306161557	1.23355419999216
TCGA-DD-AAE7	0	0.028951435467287	0	0.00385889570008834	0.0932557302240029	0	0.136857127743181	0	0.0389940240230926	0	0.241319997774292	0	0.110402142632999	0.0876496671963676	0.0517134675459459	0	0.206997511692743	0	0	0	0	0	0.369	0.0317335588304624	1.22256045354901
TCGA-G3-A3CK	0	0.0375434280389436	0	0.0445573747863149	0.101389183397283	0	0.124589334602708	0.00318695631544356	0.0764883936474373	0.0077945536661758	0.192939883651689	0	0.122596079354118	0.104545441431909	0.0145229120830806	0	0.147044783276728	0.0228016757481703	0	0	0	0	0.483	0.0203683074730055	1.22644956325757
TCGA-BC-A216	0	0	0	0.0859716580089584	0	0	0.177231176874688	0.0102046840448451	0.0583398442517278	0.111086609788255	0.191938656485337	0	0.140670036363689	0.0612685345559892	0.0770191067455739	0	0.00815325358358214	0.0278453362121265	0	0.0502711030852278	0	0	0.578	0.0076735915130814	1.24162783739854
TCGA-DD-A39Z	0	0	0	0	0.155889515102097	0	0.191582578129314	0	0	0	0.216722119832792	0	0.143570668192479	0.111330462824214	0.00588453647050581	0	0.121070101146048	0	0.0539500183025493	0	0	0	0.721	-0.0124550890996299	1.2477017385505
TCGA-DD-AADV	0	0.0223451957054079	0	0.0479024346350019	0.0755745381558332	0	0.163417314791376	0	0.0294706444755189	0	0.0215405899794366	0.00793868883120697	0.195744632110057	0.13534834676943	0	0.012264135407603	0.169766079185529	0.0142059904730151	0.104481409480584	0	0	0	0.111	0.0631708241242768	1.21072441685263
TCGA-DD-AADK	0.0914292269977909	0	0	0	0.0538627503930325	0	0.173521443458636	0	0	0	0.150693437065146	0	0.164065343666135	0.132816675558078	0.09841916021771	0	0.135191962643472	0	0	0	0	0	0.293	0.0388167052243212	1.23121743698322
TCGA-2Y-A9H0	0	0.0634004704503242	0	0.0569048150644728	0.0865334388233251	0	0.24103395335579	0	0.053245745578148	0	0.0467243321037864	0	0.180626039618012	0.0391212027753277	0	0	0.0784328869739957	0.124686100225998	0.0292910150308201	0	0	0	0.482	0.0207403417523648	1.23477078060468
TCGA-DD-AAC8	0	0.034279613165298	0	0	0.0441934330162512	0.0435849032568545	0.198064996003278	0	0	0	0.170597171722331	0	0.182613525666157	0.0736916934734697	0.0588876958960376	0.0741655925938803	0.0758332308993254	0	0	0.0440881443071169	0	0	0.565	0.00920019010554177	1.24347423422721
TCGA-CC-A7IG	0	0	0	0	0.0480172880049616	0	0.0974844365939842	0.110376426327243	0.00123916299154593	0	0.251533050514052	0	0.17466941234809	0.14606427161447	0	0.0434908898299621	0.099068645213821	0	0.0280564165618693	0	0	0	0.579	0.0075267706794536	1.24024007328311
TCGA-KR-A7K8	0	0.00324429266789422	0	0.0651698349971618	0.0538152100700913	0	0.226787866254726	0	0.0205153264370057	0.0760434729497391	0.131435381146702	0	0.0952847335369041	0.117314173444351	0.0701422806695703	0	0.105291166205141	0	0.0349562616207136	0	0	0	0.391	0.0286396269508853	1.22914730326372
TCGA-CC-5264	0	0	0	0	0.0203376685905404	0	0.154351939779243	0	0.116497162295049	0	0	0.0815777447182398	0.214878405444254	0.193554251772186	0	0	0.057505559862869	0.109499422373845	0.0517978451637737	0	0	0	0.689	-0.00700777366896456	1.25455812481879
TCGA-GJ-A9DB	0	0.0235747193528092	0	0	0.0726403501475898	0	0.0908559546063425	0	0.10612276732539	0	0.134231452283817	0	0.165590881530879	0.144592974722041	0.0279232933886714	0	0.137351009602141	0	0.0971165970403188	0	0	0	0.664	-0.00411585356109249	1.23552615572249
TCGA-DD-AADM	0	0.0506823043536271	0	0	0.153519926478162	0	0.134596117871046	0	0.0639428721292185	0	0.0370312426666573	0.124942925351611	0.0990666148522281	0.160679943592896	0	0	0.115006738827048	0.0327467218724134	0.0277845920050927	0	0	0	0.535	0.0131345536633945	1.22959671775416
TCGA-CC-A1HT	0	0.0164214684702366	0	0.0194091487388299	0.10209685381479	0	0.13177215486854	0	0	0.143070885570083	0	0.0461999055903626	0.0646130791004959	0.179940834444996	0.158142789148583	0	0	0.119466594055488	0	0.0188662861975953	0	0	0	0.134274260131957	1.16445527777116
TCGA-G3-AAV0	0	0	0	0.0692849041673198	0.0770587113132601	0	0.115289581305633	0	0.00325776740419387	0	0.127427611989578	0.0408524173113203	0.302070473734183	0.0175225656475312	0.0528798662482891	0	0.175406189011985	0.0189499118667064	0	0	0	0	0.515	0.0156556606022117	1.24764483229712
TCGA-DD-A1EE	0	0	0	0	0.186983882162987	0	0.0952252646940425	0	0.0288362311306794	0	0	0.0838440911186199	0.132339794512108	0.222199579789314	0	0.0454859037752203	0.0703055633550174	0.12683280831142	0.00794688115059243	0	0	0	0.362	0.0321412235550989	1.22877952109899
TCGA-DD-A3A7	0	0	0.0736826542474179	0	0.195755590318077	0	0.161227450651504	0	0	0	0.102135857827591	0.0622448156772125	0.0400491537924035	0.219568058967537	0.0447483062536726	0.00953947707436589	0.0910486351902192	0	0	0	0	0	0.62	0.000281828210135731	1.24099874003572
